24|l|x,y,z
12|k|x,2.0x,z
12|j|x,y,0.25
12|i|x,0.0,0.0
6|h|x,2.0x,0.25
6|g|0.5,0.0,0.0
4|f|0.3333333333333333,0.6666666666666666,z
4|e|0.0,0.0,z
2|d|0.3333333333333333,0.6666666666666666,0.75
2|c|0.3333333333333333,0.6666666666666666,0.25
2|b|0.0,0.0,0.25
2|a|0.0,0.0,0.0
