12|l|x,y,z
6|k|x,y,0.25
6|j|x,-x,0.0
4|i|0.6666666666666666,0.3333333333333333,z
4|h|0.3333333333333333,0.6666666666666666,z
4|g|0.0,0.0,z
2|f|0.6666666666666666,0.3333333333333333,0.25
2|e|0.6666666666666666,0.3333333333333333,0.0
2|d|0.3333333333333333,0.6666666666666666,0.25
2|c|0.3333333333333333,0.6666666666666666,0.0
2|b|0.0,0.0,0.25
2|a|0.0,0.0,0.0
