24|j|x,y,z
12|i|x,x,z
12|h|x,0.5,0.0
6|g|x,0.5,0.5
6|f|x,0.0,0.0
4|e|x,x,x
3|d|0.5,0.0,0.0
3|c|0.0,0.5,0.5
1|b|0.5,0.5,0.5
1|a|0.0,0.0,0.0
