8|o|x,y,z
4|n|x,x,z
4|m|0.0,0.5,z
4|l|x,0.5,0.0
4|k|x,0.0,0.5
4|j|x,0.5,0.5
4|i|x,0.0,0.0
2|h|0.5,0.5,z
2|g|0.0,0.0,z
2|f|0.5,0.0,0.5
2|e|0.5,0.0,0.0
1|d|0.5,0.5,0.0
1|c|0.0,0.0,0.5
1|b|0.5,0.5,0.5
1|a|0.0,0.0,0.0
