16|i|x,y,z
8|h|x,0.5+x,0.0
8|g|0.0,0.5,z
8|f|0.0,0.0,z
8|e|x,x,0.25
4|d|0.0,0.5,0.0
4|c|0.0,0.5,0.25
4|b|0.0,0.0,0.0
4|a|0.0,0.0,0.25
