48|h|x,y,z
24|g|0.0,y,z
16|f|x,x,x
12|e|x,0.0,0.5
12|d|x,0.0,0.0
8|c|0.25,0.25,0.25
6|b|0.0,0.5,0.5
2|a|0.0,0.0,0.0
