16|h|x,y,z
8|g|0.25,y,z
8|f|x,-x,0.25
8|e|0.0,0.0,0.0
4|d|0.25,0.25,z
4|c|0.75,0.25,z
2|b|0.75,0.25,0.25
2|a|0.75,0.25,0.75
