16|r|x,y,z
8|q|x,y,0.5
8|p|x,y,0.0
8|o|x,0.0,z
8|n|0.0,y,z
8|m|0.25,0.25,z
4|l|0.0,0.5,z
4|k|0.0,0.0,z
4|j|0.0,y,0.5
4|i|0.0,y,0.0
4|h|x,0.0,0.5
4|g|x,0.0,0.0
4|f|0.25,0.25,0.5
4|e|0.25,0.25,0.0
2|d|0.0,0.0,0.5
2|c|0.5,0.0,0.5
2|b|0.5,0.0,0.0
2|a|0.0,0.0,0.0
