Wyckoff pos.|2a(m)|2a(m)|2a(m)
Band-Rep.|A'↑G(1)|A''↑G(1)|¹Eˢ²Eˢ↑G(2)
Decomposable|false|false|false
A:(0,0,1/2)|A₁(1)|A₂(1)|Aˢ₃Aˢ₄(2)
Γ:(0,0,0)|Γ₁(1)|Γ₂(1)|Γˢ₃Γˢ₄(2)
M:(0,1,1/2)|M₁(1)|M₂(1)|Mˢ₃Mˢ₄(2)
Y:(0,1,0)|Y₁(1)|Y₂(1)|Yˢ₃Yˢ₄(2)
L:(1/2,1/2,1/2)|L₁(1)|L₁(1)|Lˢ₂Lˢ₂(2)
V:(1/2,1/2,0)|V₁(1)|V₁(1)|Vˢ₂Vˢ₂(2)
