Wyckoff pos.|2b(2)|2b(2)|2a(2)|2a(2)
Band-Rep.|A↑G(2)|B↑G(2)|A↑G(2)|B↑G(2)
Decomposable|false|false|false|false
Y:(0.0,0.5)|Y₁|Y₁|Y₁|Y₁
S:(0.5,0.5)|S₃S₄|S₁S₂|S₁S₂|S₃S₄
X:(0.5,0.0)|X₁|X₁|X₁|X₁
Γ:(0.0,0.0)|Γ₁⊕Γ₂|Γ₃⊕Γ₄|Γ₁⊕Γ₂|Γ₃⊕Γ₄
