Wyckoff pos.|2b(mm2)|2b(mm2)|2b(mm2)|2b(mm2)|2a(4)|2a(4)|2a(4)
Band-Rep.|2b(2)|2b(2)|2b(2)|2b(2)|2a(2)|2a(2)|2a(4)
Decomposable|false|false|false|false|false|false|false
M:(0.5,0.5)|M₁M₃|M₂M₄|M₅|M₅|M₅|M₅|M₁M₃⊕M₂M₄
X:(0.0,0.5)|X₁|X₁|X₁|X₁|X₁|X₁|2X₁
Γ:(0.0,0.0)|Γ₁⊕Γ₃|Γ₂⊕Γ₄|Γ₅|Γ₅|Γ₁⊕Γ₄|Γ₂⊕Γ₃|2Γ₅
