Wyckoff pos.|4a(-43m)|4a(-43m)|4a(-43m)|4a(-43m)|4a(-43m)|4b(-43m)|4b(-43m)|4b(-43m)|4b(-43m)|4b(-43m)|4c(-43m)|4c(-43m)|4c(-43m)|4c(-43m)|4c(-43m)|4d(-43m)|4d(-43m)|4d(-43m)|4d(-43m)|4d(-43m)|4a(-43m)|4a(-43m)|4a(-43m)|4b(-43m)|4b(-43m)|4b(-43m)|4c(-43m)|4c(-43m)|4c(-43m)|4d(-43m)|4d(-43m)|4d(-43m)
Band-Rep.|A₁↑G(1)|A₂↑G(1)|E↑G(2)|T₁↑G(3)|T₂↑G(3)|A₁↑G(1)|A₂↑G(1)|E↑G(2)|T₁↑G(3)|T₂↑G(3)|A₁↑G(1)|A₂↑G(1)|E↑G(2)|T₁↑G(3)|T₂↑G(3)|A₁↑G(1)|A₂↑G(1)|E↑G(2)|T₁↑G(3)|T₂↑G(3)|E₁ˢ↑G(2)|E₂ˢ↑G(2)|Fˢ↑G(4)|E₁ˢ↑G(2)|E₂ˢ↑G(2)|Fˢ↑G(4)|E₁ˢ↑G(2)|E₂ˢ↑G(2)|Fˢ↑G(4)|E₁ˢ↑G(2)|E₂ˢ↑G(2)|Fˢ↑G(4)
Decomposable|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁(1)|Γ₂(1)|Γ₃(2)|Γ₅(3)|Γ₄(3)|Γ₁(1)|Γ₂(1)|Γ₃(2)|Γ₅(3)|Γ₄(3)|Γ₁(1)|Γ₂(1)|Γ₃(2)|Γ₅(3)|Γ₄(3)|Γ₁(1)|Γ₂(1)|Γ₃(2)|Γ₅(3)|Γ₄(3)|Γ₆ˢ(2)|Γ₇ˢ(2)|Γ₈ˢ(4)|Γ₆ˢ(2)|Γ₇ˢ(2)|Γ₈ˢ(4)|Γ₆ˢ(2)|Γ₇ˢ(2)|Γ₈ˢ(4)|Γ₆ˢ(2)|Γ₇ˢ(2)|Γ₈ˢ(4)
X:(0,1,0)|X₁(1)|X₂(1)|X₁(1)⊕X₂(1)|X₄(1)⊕X₅(2)|X₃(1)⊕X₅(2)|X₁(1)|X₂(1)|X₁(1)⊕X₂(1)|X₄(1)⊕X₅(2)|X₃(1)⊕X₅(2)|X₃(1)|X₄(1)|X₃(1)⊕X₄(1)|X₂(1)⊕X₅(2)|X₁(1)⊕X₅(2)|X₃(1)|X₄(1)|X₃(1)⊕X₄(1)|X₂(1)⊕X₅(2)|X₁(1)⊕X₅(2)|X₇ˢ(2)|X₆ˢ(2)|X₆ˢ(2)⊕X₇ˢ(2)|X₇ˢ(2)|X₆ˢ(2)|X₆ˢ(2)⊕X₇ˢ(2)|X₆ˢ(2)|X₇ˢ(2)|X₆ˢ(2)⊕X₇ˢ(2)|X₆ˢ(2)|X₇ˢ(2)|X₆ˢ(2)⊕X₇ˢ(2)
L:(1/2,1/2,1/2)|L₁(1)|L₂(1)|L₃(2)|L₂(1)⊕L₃(2)|L₁(1)⊕L₃(2)|L₁(1)|L₂(1)|L₃(2)|L₂(1)⊕L₃(2)|L₁(1)⊕L₃(2)|L₁(1)|L₂(1)|L₃(2)|L₂(1)⊕L₃(2)|L₁(1)⊕L₃(2)|L₁(1)|L₂(1)|L₃(2)|L₂(1)⊕L₃(2)|L₁(1)⊕L₃(2)|L₆ˢ(2)|L₆ˢ(2)|L₄ˢ(1)⊕L₅ˢ(1)⊕L₆ˢ(2)|L₆ˢ(2)|L₆ˢ(2)|L₄ˢ(1)⊕L₅ˢ(1)⊕L₆ˢ(2)|L₆ˢ(2)|L₆ˢ(2)|L₄ˢ(1)⊕L₅ˢ(1)⊕L₆ˢ(2)|L₆ˢ(2)|L₆ˢ(2)|L₄ˢ(1)⊕L₅ˢ(1)⊕L₆ˢ(2)
W:(1/2,1,0)|W₁(1)|W₂(1)|W₁(1)⊕W₂(1)|W₁(1)⊕W₃(1)⊕W₄(1)|W₂(1)⊕W₃(1)⊕W₄(1)|W₂(1)|W₁(1)|W₁(1)⊕W₂(1)|W₂(1)⊕W₃(1)⊕W₄(1)|W₁(1)⊕W₃(1)⊕W₄(1)|W₄(1)|W₃(1)|W₃(1)⊕W₄(1)|W₁(1)⊕W₂(1)⊕W₄(1)|W₁(1)⊕W₂(1)⊕W₃(1)|W₃(1)|W₄(1)|W₃(1)⊕W₄(1)|W₁(1)⊕W₂(1)⊕W₃(1)|W₁(1)⊕W₂(1)⊕W₄(1)|W₆ˢ(1)⊕W₈ˢ(1)|W₅ˢ(1)⊕W₇ˢ(1)|W₅ˢ(1)⊕W₆ˢ(1)⊕W₇ˢ(1)⊕W₈ˢ(1)|W₅ˢ(1)⊕W₇ˢ(1)|W₆ˢ(1)⊕W₈ˢ(1)|W₅ˢ(1)⊕W₆ˢ(1)⊕W₇ˢ(1)⊕W₈ˢ(1)|W₆ˢ(1)⊕W₇ˢ(1)|W₅ˢ(1)⊕W₈ˢ(1)|W₅ˢ(1)⊕W₆ˢ(1)⊕W₇ˢ(1)⊕W₈ˢ(1)|W₅ˢ(1)⊕W₈ˢ(1)|W₆ˢ(1)⊕W₇ˢ(1)|W₅ˢ(1)⊕W₆ˢ(1)⊕W₇ˢ(1)⊕W₈ˢ(1)
Λ:(u,u,u)|Λ₁(1)|Λ₂(1)|Λ₃(2)|Λ₂(1)⊕Λ₃(2)|Λ₁(1)⊕Λ₃(2)|Λ₁(1)|Λ₂(1)|Λ₃(2)|Λ₂(1)⊕Λ₃(2)|Λ₁(1)⊕Λ₃(2)|Λ₁(1)|Λ₂(1)|Λ₃(2)|Λ₂(1)⊕Λ₃(2)|Λ₁(1)⊕Λ₃(2)|Λ₁(1)|Λ₂(1)|Λ₃(2)|Λ₂(1)⊕Λ₃(2)|Λ₁(1)⊕Λ₃(2)|Λ₆ˢ(2)|Λ₆ˢ(2)|Λ₄ˢ(1)⊕Λ₅ˢ(1)⊕Λ₆ˢ(2)|Λ₆ˢ(2)|Λ₆ˢ(2)|Λ₄ˢ(1)⊕Λ₅ˢ(1)⊕Λ₆ˢ(2)|Λ₆ˢ(2)|Λ₆ˢ(2)|Λ₄ˢ(1)⊕Λ₅ˢ(1)⊕Λ₆ˢ(2)|Λ₆ˢ(2)|Λ₆ˢ(2)|Λ₄ˢ(1)⊕Λ₅ˢ(1)⊕Λ₆ˢ(2)
Δ:(0,v,0)|Δ₁(1)|Δ₂(1)|Δ₁(1)⊕Δ₂(1)|Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)|Δ₂(1)|Δ₁(1)⊕Δ₂(1)|Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)|Δ₂(1)|Δ₁(1)⊕Δ₂(1)|Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)|Δ₂(1)|Δ₁(1)⊕Δ₂(1)|Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₅ˢ(2)|Δ₅ˢ(2)|2Δ₅ˢ(2)|Δ₅ˢ(2)|Δ₅ˢ(2)|2Δ₅ˢ(2)|Δ₅ˢ(2)|Δ₅ˢ(2)|2Δ₅ˢ(2)|Δ₅ˢ(2)|Δ₅ˢ(2)|2Δ₅ˢ(2)
C:(u,u,w)|C₁(1)|C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕2C₂(1)|2C₁(1)⊕C₂(1)|C₁(1)|C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕2C₂(1)|2C₁(1)⊕C₂(1)|C₁(1)|C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕2C₂(1)|2C₁(1)⊕C₂(1)|C₁(1)|C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕2C₂(1)|2C₁(1)⊕C₂(1)|C₃ˢ(1)⊕C₄ˢ(1)|C₃ˢ(1)⊕C₄ˢ(1)|2C₃ˢ(1)⊕2C₄ˢ(1)|C₃ˢ(1)⊕C₄ˢ(1)|C₃ˢ(1)⊕C₄ˢ(1)|2C₃ˢ(1)⊕2C₄ˢ(1)|C₃ˢ(1)⊕C₄ˢ(1)|C₃ˢ(1)⊕C₄ˢ(1)|2C₃ˢ(1)⊕2C₄ˢ(1)|C₃ˢ(1)⊕C₄ˢ(1)|C₃ˢ(1)⊕C₄ˢ(1)|2C₃ˢ(1)⊕2C₄ˢ(1)
