Wyckoff pos.|1a(432)|1a(432)|1a(432)|1a(432)|1a(432)|1b(432)|1b(432)|1b(432)|1b(432)|1b(432)|3c(422)|3c(422)|3c(422)|3c(422)|3d(422)|3d(422)|3d(422)|3d(422)|1a(432)|1a(432)|1a(432)|1b(432)|1b(432)|1b(432)
Band-Rep.|A₁↑G(1)|A₂↑G(1)|E↑G(2)|T₁↑G(3)|T₂↑G(3)|A₁↑G(1)|A₂↑G(1)|E↑G(2)|T₁↑G(3)|T₂↑G(3)|A₁↑G(3)|A₂↑G(3)|B₁↑G(3)|B₂↑G(3)|A₁↑G(3)|A₂↑G(3)|B₁↑G(3)|B₂↑G(3)|E₁ˢ↑G(2)|E₂ˢ↑G(2)|Fˢ↑G(4)|E₁ˢ↑G(2)|E₂ˢ↑G(2)|Fˢ↑G(4)
Decomposable|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁(1)|Γ₂(1)|Γ₃(2)|Γ₄(3)|Γ₅(3)|Γ₁(1)|Γ₂(1)|Γ₃(2)|Γ₄(3)|Γ₅(3)|Γ₁(1)⊕Γ₃(2)|Γ₄(3)|Γ₂(1)⊕Γ₃(2)|Γ₅(3)|Γ₁(1)⊕Γ₃(2)|Γ₄(3)|Γ₂(1)⊕Γ₃(2)|Γ₅(3)|Γ₆ˢ(2)|Γ₇ˢ(2)|Γ₈ˢ(4)|Γ₆ˢ(2)|Γ₇ˢ(2)|Γ₈ˢ(4)
R:(1/2,1/2,1/2)|R₁(1)|R₂(1)|R₃(2)|R₄(3)|R₅(3)|R₂(1)|R₁(1)|R₃(2)|R₅(3)|R₄(3)|R₅(3)|R₂(1)⊕R₃(2)|R₄(3)|R₁(1)⊕R₃(2)|R₄(3)|R₁(1)⊕R₃(2)|R₅(3)|R₂(1)⊕R₃(2)|R₆ˢ(2)|R₇ˢ(2)|R₈ˢ(4)|R₇ˢ(2)|R₆ˢ(2)|R₈ˢ(4)
M:(1/2,1/2,0)|M₁(1)|M₂(1)|M₁(1)⊕M₂(1)|M₃(1)⊕M₅(2)|M₄(1)⊕M₅(2)|M₄(1)|M₃(1)|M₃(1)⊕M₄(1)|M₂(1)⊕M₅(2)|M₁(1)⊕M₅(2)|M₄(1)⊕M₅(2)|M₂(1)⊕M₃(1)⊕M₄(1)|M₃(1)⊕M₅(2)|M₁(1)⊕M₃(1)⊕M₄(1)|M₁(1)⊕M₅(2)|M₁(1)⊕M₂(1)⊕M₃(1)|M₂(1)⊕M₅(2)|M₁(1)⊕M₂(1)⊕M₄(1)|M₇ˢ(2)|M₆ˢ(2)|M₆ˢ(2)⊕M₇ˢ(2)|M₆ˢ(2)|M₇ˢ(2)|M₆ˢ(2)⊕M₇ˢ(2)
X:(0,1/2,0)|X₁(1)|X₂(1)|X₁(1)⊕X₂(1)|X₃(1)⊕X₅(2)|X₄(1)⊕X₅(2)|X₃(1)|X₄(1)|X₃(1)⊕X₄(1)|X₁(1)⊕X₅(2)|X₂(1)⊕X₅(2)|X₁(1)⊕X₃(1)⊕X₄(1)|X₃(1)⊕X₅(2)|X₂(1)⊕X₃(1)⊕X₄(1)|X₄(1)⊕X₅(2)|X₁(1)⊕X₂(1)⊕X₃(1)|X₁(1)⊕X₅(2)|X₁(1)⊕X₂(1)⊕X₄(1)|X₂(1)⊕X₅(2)|X₆ˢ(2)|X₇ˢ(2)|X₆ˢ(2)⊕X₇ˢ(2)|X₆ˢ(2)|X₇ˢ(2)|X₆ˢ(2)⊕X₇ˢ(2)
Δ:(0,v,0)|Δ₁(1)|Δ₂(1)|Δ₁(1)⊕Δ₂(1)|Δ₁(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)|Δ₂(1)|Δ₁(1)⊕Δ₂(1)|Δ₁(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|2Δ₁(1)⊕Δ₂(1)|Δ₁(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)⊕2Δ₂(1)|Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|2Δ₁(1)⊕Δ₂(1)|Δ₁(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)⊕2Δ₂(1)|Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₆ˢ(1)⊕Δ₈ˢ(1)|Δ₅ˢ(1)⊕Δ₇ˢ(1)|Δ₅ˢ(1)⊕Δ₆ˢ(1)⊕Δ₇ˢ(1)⊕Δ₈ˢ(1)|Δ₆ˢ(1)⊕Δ₈ˢ(1)|Δ₅ˢ(1)⊕Δ₇ˢ(1)|Δ₅ˢ(1)⊕Δ₆ˢ(1)⊕Δ₇ˢ(1)⊕Δ₈ˢ(1)
T:(1/2,1/2,w)|T₁(1)|T₂(1)|T₁(1)⊕T₂(1)|T₁(1)⊕T₃(1)⊕T₄(1)|T₂(1)⊕T₃(1)⊕T₄(1)|T₂(1)|T₁(1)|T₁(1)⊕T₂(1)|T₂(1)⊕T₃(1)⊕T₄(1)|T₁(1)⊕T₃(1)⊕T₄(1)|T₂(1)⊕T₃(1)⊕T₄(1)|T₁(1)⊕2T₂(1)|T₁(1)⊕T₃(1)⊕T₄(1)|2T₁(1)⊕T₂(1)|T₁(1)⊕T₃(1)⊕T₄(1)|2T₁(1)⊕T₂(1)|T₂(1)⊕T₃(1)⊕T₄(1)|T₁(1)⊕2T₂(1)|T₆ˢ(1)⊕T₈ˢ(1)|T₅ˢ(1)⊕T₇ˢ(1)|T₅ˢ(1)⊕T₆ˢ(1)⊕T₇ˢ(1)⊕T₈ˢ(1)|T₅ˢ(1)⊕T₇ˢ(1)|T₆ˢ(1)⊕T₈ˢ(1)|T₅ˢ(1)⊕T₆ˢ(1)⊕T₇ˢ(1)⊕T₈ˢ(1)
Λ:(u,u,u)|Λ₁(1)|Λ₁(1)|Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|Λ₁(1)|Λ₁(1)|Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|Λ₅ˢ(1)⊕Λ₆ˢ(1)|Λ₅ˢ(1)⊕Λ₆ˢ(1)|2Λ₄ˢ(1)⊕Λ₅ˢ(1)⊕Λ₆ˢ(1)|Λ₅ˢ(1)⊕Λ₆ˢ(1)|Λ₅ˢ(1)⊕Λ₆ˢ(1)|2Λ₄ˢ(1)⊕Λ₅ˢ(1)⊕Λ₆ˢ(1)
S:(u,1/2,u)|S₁(1)|S₂(1)|S₁(1)⊕S₂(1)|S₁(1)⊕2S₂(1)|2S₁(1)⊕S₂(1)|S₂(1)|S₁(1)|S₁(1)⊕S₂(1)|2S₁(1)⊕S₂(1)|S₁(1)⊕2S₂(1)|2S₁(1)⊕S₂(1)|S₁(1)⊕2S₂(1)|S₁(1)⊕2S₂(1)|2S₁(1)⊕S₂(1)|S₁(1)⊕2S₂(1)|2S₁(1)⊕S₂(1)|2S₁(1)⊕S₂(1)|S₁(1)⊕2S₂(1)|S₃ˢ(1)⊕S₄ˢ(1)|S₃ˢ(1)⊕S₄ˢ(1)|2S₃ˢ(1)⊕2S₄ˢ(1)|S₃ˢ(1)⊕S₄ˢ(1)|S₃ˢ(1)⊕S₄ˢ(1)|2S₃ˢ(1)⊕2S₄ˢ(1)
Σ:(u,u,0)|Σ₁(1)|Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕2Σ₂(1)|2Σ₁(1)⊕Σ₂(1)|Σ₁(1)|Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕2Σ₂(1)|2Σ₁(1)⊕Σ₂(1)|2Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕2Σ₂(1)|Σ₁(1)⊕2Σ₂(1)|2Σ₁(1)⊕Σ₂(1)|2Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕2Σ₂(1)|Σ₁(1)⊕2Σ₂(1)|2Σ₁(1)⊕Σ₂(1)|Σ₃ˢ(1)⊕Σ₄ˢ(1)|Σ₃ˢ(1)⊕Σ₄ˢ(1)|2Σ₃ˢ(1)⊕2Σ₄ˢ(1)|Σ₃ˢ(1)⊕Σ₄ˢ(1)|Σ₃ˢ(1)⊕Σ₄ˢ(1)|2Σ₃ˢ(1)⊕2Σ₄ˢ(1)
Z:(u,1/2,0)|Z₁(1)|Z₁(1)|2Z₁(1)|Z₁(1)⊕2Z₂(1)|Z₁(1)⊕2Z₂(1)|Z₂(1)|Z₂(1)|2Z₂(1)|2Z₁(1)⊕Z₂(1)|2Z₁(1)⊕Z₂(1)|Z₁(1)⊕2Z₂(1)|Z₁(1)⊕2Z₂(1)|Z₁(1)⊕2Z₂(1)|Z₁(1)⊕2Z₂(1)|2Z₁(1)⊕Z₂(1)|2Z₁(1)⊕Z₂(1)|2Z₁(1)⊕Z₂(1)|2Z₁(1)⊕Z₂(1)|Z₃ˢ(1)⊕Z₄ˢ(1)|Z₃ˢ(1)⊕Z₄ˢ(1)|2Z₃ˢ(1)⊕2Z₄ˢ(1)|Z₃ˢ(1)⊕Z₄ˢ(1)|Z₃ˢ(1)⊕Z₄ˢ(1)|2Z₃ˢ(1)⊕2Z₄ˢ(1)
A:(u,v,0)|A₁(1)|A₁(1)|2A₁(1)|3A₁(1)|3A₁(1)|A₁(1)|A₁(1)|2A₁(1)|3A₁(1)|3A₁(1)|3A₁(1)|3A₁(1)|3A₁(1)|3A₁(1)|3A₁(1)|3A₁(1)|3A₁(1)|3A₁(1)|2A₂ˢ(1)|2A₂ˢ(1)|4A₂ˢ(1)|2A₂ˢ(1)|2A₂ˢ(1)|4A₂ˢ(1)
