Wyckoff pos.|4a(1)|4a(1)
Band-Rep.|A↑G(4)|Aˢ↑G(4)
Decomposable|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)⊕Γ₃(1)⊕Γ₄(1)|2Γ₅ˢ(2)
R:(1/2,1/2,1/2)|2R₁(2)|R₂ˢ(1)⊕R₃ˢ(1)⊕R₄ˢ(1)⊕R₅ˢ(1)
S:(1/2,1/2,0)|2S₁(2)|S₂ˢ(1)⊕S₃ˢ(1)⊕S₄ˢ(1)⊕S₅ˢ(1)
T:(0,1/2,1/2)|T₁(1)⊕T₂(1)⊕T₃(1)⊕T₄(1)|2T₅ˢ(2)
U:(1/2,0,1/2)|2U₁(2)|U₂ˢ(1)⊕U₃ˢ(1)⊕U₄ˢ(1)⊕U₅ˢ(1)
X:(1/2,0,0)|2X₁(2)|X₂ˢ(1)⊕X₃ˢ(1)⊕X₄ˢ(1)⊕X₅ˢ(1)
Y:(0,1/2,0)|Y₁(1)⊕Y₂(1)⊕Y₃(1)⊕Y₄(1)|2Y₅ˢ(2)
Z:(0,0,1/2)|Z₁(1)⊕Z₂(1)⊕Z₃(1)⊕Z₄(1)|2Z₅ˢ(2)
G:(1/2,0,w)|2G₁(2)|G₂ˢ(1)⊕G₃ˢ(1)⊕G₄ˢ(1)⊕G₅ˢ(1)
H:(0,1/2,w)|H₁(1)⊕H₂(1)⊕H₃(1)⊕H₄(1)|2H₅ˢ(2)
Λ:(0,0,w)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|2Λ₅ˢ(2)
Q:(1/2,1/2,w)|2Q₁(2)|Q₂ˢ(1)⊕Q₃ˢ(1)⊕Q₄ˢ(1)⊕Q₅ˢ(1)
A:(u,0,1/2)|2A₁(1)⊕2A₂(1)|2A₃ˢ(1)⊕2A₄ˢ(1)
B:(0,v,1/2)|2B₁(1)⊕2B₂(1)|2B₃ˢ(1)⊕2B₄ˢ(1)
C:(u,1/2,0)|2C₁(1)⊕2C₂(1)|2C₃ˢ(1)⊕2C₄ˢ(1)
D:(1/2,v,0)|2D₁(1)⊕2D₂(1)|2D₃ˢ(1)⊕2D₄ˢ(1)
Δ:(0,v,0)|2Δ₁(1)⊕2Δ₂(1)|2Δ₃ˢ(1)⊕2Δ₄ˢ(1)
E:(u,1/2,1/2)|2E₁(1)⊕2E₂(1)|2E₃ˢ(1)⊕2E₄ˢ(1)
K:(0,v,w)|2K₁(1)⊕2K₂(1)|2K₃ˢ(1)⊕2K₄ˢ(1)
L:(1/2,v,w)|2L₁(1)⊕2L₂(1)|2L₃ˢ(1)⊕2L₄ˢ(1)
M:(u,0,w)|2M₁(1)⊕2M₂(1)|2M₃ˢ(1)⊕2M₄ˢ(1)
N:(u,1/2,w)|2N₁(1)⊕2N₂(1)|2N₃ˢ(1)⊕2N₄ˢ(1)
P:(1/2,v,1/2)|2P₁(1)⊕2P₂(1)|2P₃ˢ(1)⊕2P₄ˢ(1)
Σ:(u,0,0)|2Σ₁(1)⊕2Σ₂(1)|2Σ₃ˢ(1)⊕2Σ₄ˢ(1)
Ω:(u,v,w)|4Ω₁(1)|4Ω₂ˢ(1)
V:(u,v,0)|4V₁(1)|4V₂ˢ(1)
W:(u,v,1/2)|4W₁(1)|4W₂ˢ(1)
