Wyckoff pos.|8a(3)|8a(3)|8a(3)|12b(2)|12b(2)|8a(3)|8a(3)|8a(3)|12b(2)|12b(2)
Band-Rep.|A₁↑G(4)|¹E↑G(4)|²E↑G(4)|A↑G(6)|B↑G(6)|¹Eˢ↑G(4)|²Eˢ↑G(4)|Eˢ↑G(4)|¹Eˢ↑G(6)|²Eˢ↑G(6)
Decomposable|false|false|false|false|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₄(3)|Γ₃(1)⊕Γ₄(3)|Γ₂(1)⊕Γ₄(3)|Γ₁(1)⊕Γ₂(1)⊕Γ₃(1)⊕Γ₄(3)|2Γ₄(3)|Γ₅ˢ(2)⊕Γ₇ˢ(2)|Γ₅ˢ(2)⊕Γ₆ˢ(2)|Γ₆ˢ(2)⊕Γ₇ˢ(2)|Γ₅ˢ(2)⊕Γ₆ˢ(2)⊕Γ₇ˢ(2)|Γ₅ˢ(2)⊕Γ₆ˢ(2)⊕Γ₇ˢ(2)
H:(1,1,1)|H₁(1)⊕H₄(3)|H₃(1)⊕H₄(3)|H₂(1)⊕H₄(3)|2H₄(3)|H₁(1)⊕H₂(1)⊕H₃(1)⊕H₄(3)|H₅ˢ(2)⊕H₇ˢ(2)|H₅ˢ(2)⊕H₆ˢ(2)|H₆ˢ(2)⊕H₇ˢ(2)|H₅ˢ(2)⊕H₆ˢ(2)⊕H₇ˢ(2)|H₅ˢ(2)⊕H₆ˢ(2)⊕H₇ˢ(2)
P:(1/2,1/2,1/2)|P₁(2)⊕P₃(2)|P₂(2)⊕P₃(2)|P₁(2)⊕P₂(2)|P₁(2)⊕P₂(2)⊕P₃(2)|P₁(2)⊕P₂(2)⊕P₃(2)|P₅ˢ(1)⊕P₇ˢ(3)|P₆ˢ(1)⊕P₇ˢ(3)|P₄ˢ(1)⊕P₇ˢ(3)|P₄ˢ(1)⊕P₅ˢ(1)⊕P₆ˢ(1)⊕P₇ˢ(3)|2P₇ˢ(3)
PA:(-1/2,-1/2,-1/2)|PA₁(2)⊕PA₃(2)|PA₁(2)⊕PA₂(2)|PA₂(2)⊕PA₃(2)|PA₁(2)⊕PA₂(2)⊕PA₃(2)|PA₁(2)⊕PA₂(2)⊕PA₃(2)|PA₆ˢ(1)⊕PA₇ˢ(3)|PA₅ˢ(1)⊕PA₇ˢ(3)|PA₄ˢ(1)⊕PA₇ˢ(3)|2PA₇ˢ(3)|PA₄ˢ(1)⊕PA₅ˢ(1)⊕PA₆ˢ(1)⊕PA₇ˢ(3)
N:(1/2,1/2,0)|2N₁(1)⊕2N₂(1)|2N₁(1)⊕2N₂(1)|2N₁(1)⊕2N₂(1)|3N₁(1)⊕3N₂(1)|3N₁(1)⊕3N₂(1)|2N₃ˢ(1)⊕2N₄ˢ(1)|2N₃ˢ(1)⊕2N₄ˢ(1)|2N₃ˢ(1)⊕2N₄ˢ(1)|2N₃ˢ(1)⊕4N₄ˢ(1)|4N₃ˢ(1)⊕2N₄ˢ(1)
Λ:(u,u,u)|2Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₂(1)⊕2Λ₃(1)|Λ₁(1)⊕2Λ₂(1)⊕Λ₃(1)|2Λ₁(1)⊕2Λ₂(1)⊕2Λ₃(1)|2Λ₁(1)⊕2Λ₂(1)⊕2Λ₃(1)|Λ₄ˢ(1)⊕2Λ₅ˢ(1)⊕Λ₆ˢ(1)|Λ₄ˢ(1)⊕Λ₅ˢ(1)⊕2Λ₆ˢ(1)|2Λ₄ˢ(1)⊕Λ₅ˢ(1)⊕Λ₆ˢ(1)|2Λ₄ˢ(1)⊕2Λ₅ˢ(1)⊕2Λ₆ˢ(1)|2Λ₄ˢ(1)⊕2Λ₅ˢ(1)⊕2Λ₆ˢ(1)
D:(1/2,1/2,w)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|3D₁(1)⊕3D₂(1)|3D₁(1)⊕3D₂(1)|2D₃ˢ(1)⊕2D₄ˢ(1)|2D₃ˢ(1)⊕2D₄ˢ(1)|2D₃ˢ(1)⊕2D₄ˢ(1)|2D₃ˢ(1)⊕4D₄ˢ(1)|4D₃ˢ(1)⊕2D₄ˢ(1)
