Wyckoff pos.|2a(1)|2a(1)
Band-Rep.|A↑G(2)|Aˢ↑G(2)
Decomposable|false|false
A:(1/2,0,1/2)|A₁(1)⊕A₂(1)|A₃ˢ(1)⊕A₄ˢ(1)
B:(0,0,1/2)|B₁(1)⊕B₂(1)|B₃ˢ(1)⊕B₄ˢ(1)
C:(1/2,1/2,0)|C₁(1)⊕C₂(1)|C₃ˢ(1)⊕C₄ˢ(1)
D:(0,1/2,1/2)|D₁(1)⊕D₂(1)|D₃ˢ(1)⊕D₄ˢ(1)
E:(1/2,1/2,1/2)|E₁(1)⊕E₂(1)|E₃ˢ(1)⊕E₄ˢ(1)
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)|Γ₃ˢ(1)⊕Γ₄ˢ(1)
Y:(1/2,0,0)|Y₁(1)⊕Y₂(1)|Y₃ˢ(1)⊕Y₄ˢ(1)
Z:(0,1/2,0)|Z₁(1)⊕Z₂(1)|Z₃ˢ(1)⊕Z₄ˢ(1)
F:(u,0,w)|F₁(1)⊕F₂(1)|F₃ˢ(1)⊕F₄ˢ(1)
G:(u,1/2,w)|G₁(1)⊕G₂(1)|G₃ˢ(1)⊕G₄ˢ(1)
Ω:(u,v,w)|2Ω₁(1)|2Ω₂ˢ(1)
Λ:(0,v,0)|2Λ₁(1)|2Λ₂ˢ(1)
U:(1/2,v,1/2)|2U₁(1)|2U₂ˢ(1)
V:(0,v,1/2)|2V₁(1)|2V₂ˢ(1)
W:(1/2,v,0)|2W₁(1)|2W₂ˢ(1)
