Wyckoff pos.|4a(3)|4a(3)|4a(3)|4a(3)|4a(3)|4a(3)
Band-Rep.|A₁↑G(4)|¹E↑G(4)|²E↑G(4)|¹Eˢ↑G(4)|²Eˢ↑G(4)|Eˢ↑G(4)
Decomposable|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₄(3)|Γ₃(1)⊕Γ₄(3)|Γ₂(1)⊕Γ₄(3)|Γ₅ˢ(2)⊕Γ₇ˢ(2)|Γ₅ˢ(2)⊕Γ₆ˢ(2)|Γ₆ˢ(2)⊕Γ₇ˢ(2)
R:(1/2,1/2,1/2)|R₁(2)⊕R₃(2)|R₂(2)⊕R₃(2)|R₁(2)⊕R₂(2)|R₅ˢ(1)⊕R₇ˢ(3)|R₆ˢ(1)⊕R₇ˢ(3)|R₄ˢ(1)⊕R₇ˢ(3)
M:(1/2,1/2,0)|M₁(1)⊕M₂(1)⊕M₃(1)⊕M₄(1)|M₁(1)⊕M₂(1)⊕M₃(1)⊕M₄(1)|M₁(1)⊕M₂(1)⊕M₃(1)⊕M₄(1)|2M₅ˢ(2)|2M₅ˢ(2)|2M₅ˢ(2)
X:(0,1/2,0)|2X₁(2)|2X₁(2)|2X₁(2)|X₂ˢ(1)⊕X₃ˢ(1)⊕X₄ˢ(1)⊕X₅ˢ(1)|X₂ˢ(1)⊕X₃ˢ(1)⊕X₄ˢ(1)⊕X₅ˢ(1)|X₂ˢ(1)⊕X₃ˢ(1)⊕X₄ˢ(1)⊕X₅ˢ(1)
Λ:(u,u,u)|2Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₂(1)⊕2Λ₃(1)|Λ₁(1)⊕2Λ₂(1)⊕Λ₃(1)|Λ₄ˢ(1)⊕2Λ₅ˢ(1)⊕Λ₆ˢ(1)|Λ₄ˢ(1)⊕Λ₅ˢ(1)⊕2Λ₆ˢ(1)|2Λ₄ˢ(1)⊕Λ₅ˢ(1)⊕Λ₆ˢ(1)
Δ:(0,v,0)|2Δ₁(1)⊕2Δ₂(1)|2Δ₁(1)⊕2Δ₂(1)|2Δ₁(1)⊕2Δ₂(1)|2Δ₃ˢ(1)⊕2Δ₄ˢ(1)|2Δ₃ˢ(1)⊕2Δ₄ˢ(1)|2Δ₃ˢ(1)⊕2Δ₄ˢ(1)
T:(1/2,1/2,w)|2T₁(1)⊕2T₂(1)|2T₁(1)⊕2T₂(1)|2T₁(1)⊕2T₂(1)|2T₃ˢ(1)⊕2T₄ˢ(1)|2T₃ˢ(1)⊕2T₄ˢ(1)|2T₃ˢ(1)⊕2T₄ˢ(1)
Z:(u,1/2,0)|2Z₁(1)⊕2Z₂(1)|2Z₁(1)⊕2Z₂(1)|2Z₁(1)⊕2Z₂(1)|2Z₃ˢ(1)⊕2Z₄ˢ(1)|2Z₃ˢ(1)⊕2Z₄ˢ(1)|2Z₃ˢ(1)⊕2Z₄ˢ(1)
ZA:(1/2,u,0)|2ZA₁(1)⊕2ZA₂(1)|2ZA₁(1)⊕2ZA₂(1)|2ZA₁(1)⊕2ZA₂(1)|2ZA₃ˢ(1)⊕2ZA₄ˢ(1)|2ZA₃ˢ(1)⊕2ZA₄ˢ(1)|2ZA₃ˢ(1)⊕2ZA₄ˢ(1)
A:(u,v,0)|4A₁(1)|4A₁(1)|4A₁(1)|4A₂ˢ(1)|4A₂ˢ(1)|4A₂ˢ(1)
B:(u,1/2,w)|4B₁(1)|4B₁(1)|4B₁(1)|4B₂ˢ(1)|4B₂ˢ(1)|4B₂ˢ(1)
C:(u,u,w)|4C₁(1)|4C₁(1)|4C₁(1)|4C₂ˢ(1)|4C₂ˢ(1)|4C₂ˢ(1)
Ω:(u,v,w)|4Ω₁(1)|4Ω₁(1)|4Ω₁(1)|4Ω₂ˢ(1)|4Ω₂ˢ(1)|4Ω₂ˢ(1)
S:(u,1/2,u)|4S₁(1)|4S₁(1)|4S₁(1)|4S₂ˢ(1)|4S₂ˢ(1)|4S₂ˢ(1)
Σ:(u,u,0)|4Σ₁(1)|4Σ₁(1)|4Σ₁(1)|4Σ₂ˢ(1)|4Σ₂ˢ(1)|4Σ₂ˢ(1)
