Wyckoff pos.|4a(-1)|4a(-1)|4b(-1)|4b(-1)|4c(2)|4c(2)|4d(2)|4d(2)|4a(-1)|4a(-1)|4b(-1)|4b(-1)|4c(2)|4c(2)|4d(2)|4d(2)
Band-Rep.|Ag↑G(4)|Aᵤ↑G(4)|Ag↑G(4)|Aᵤ↑G(4)|A↑G(4)|B↑G(4)|A↑G(4)|B↑G(4)|Agˢ↑G(4)|Aᵤˢ↑G(4)|Agˢ↑G(4)|Aᵤˢ↑G(4)|¹Eˢ↑G(4)|²Eˢ↑G(4)|¹Eˢ↑G(4)|²Eˢ↑G(4)
Decomposable|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁⁺(1)⊕Γ₂⁺(1)⊕Γ₃⁺(1)⊕Γ₄⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)⊕Γ₃⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₂⁺(1)⊕Γ₃⁺(1)⊕Γ₄⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)⊕Γ₃⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₁⁻(1)⊕Γ₂⁺(1)⊕Γ₂⁻(1)|Γ₃⁺(1)⊕Γ₃⁻(1)⊕Γ₄⁺(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₁⁻(1)⊕Γ₂⁺(1)⊕Γ₂⁻(1)|Γ₃⁺(1)⊕Γ₃⁻(1)⊕Γ₄⁺(1)⊕Γ₄⁻(1)|2Γ₅ˢ(2)|2Γ₆ˢ(2)|2Γ₅ˢ(2)|2Γ₆ˢ(2)|Γ₅ˢ(2)⊕Γ₆ˢ(2)|Γ₅ˢ(2)⊕Γ₆ˢ(2)|Γ₅ˢ(2)⊕Γ₆ˢ(2)|Γ₅ˢ(2)⊕Γ₆ˢ(2)
R:(1/2,1/2,1/2)|R₁⁺(1)⊕R₂⁺(1)⊕R₃⁺(1)⊕R₄⁺(1)|R₁⁻(1)⊕R₂⁻(1)⊕R₃⁻(1)⊕R₄⁻(1)|R₁⁻(1)⊕R₂⁻(1)⊕R₃⁻(1)⊕R₄⁻(1)|R₁⁺(1)⊕R₂⁺(1)⊕R₃⁺(1)⊕R₄⁺(1)|R₁⁺(1)⊕R₁⁻(1)⊕R₂⁺(1)⊕R₂⁻(1)|R₃⁺(1)⊕R₃⁻(1)⊕R₄⁺(1)⊕R₄⁻(1)|R₃⁺(1)⊕R₃⁻(1)⊕R₄⁺(1)⊕R₄⁻(1)|R₁⁺(1)⊕R₁⁻(1)⊕R₂⁺(1)⊕R₂⁻(1)|2R₅ˢ(2)|2R₆ˢ(2)|2R₆ˢ(2)|2R₅ˢ(2)|R₅ˢ(2)⊕R₆ˢ(2)|R₅ˢ(2)⊕R₆ˢ(2)|R₅ˢ(2)⊕R₆ˢ(2)|R₅ˢ(2)⊕R₆ˢ(2)
S:(1/2,1/2,0)|S₁(2)⊕S₂(2)|S₁(2)⊕S₂(2)|S₁(2)⊕S₂(2)|S₁(2)⊕S₂(2)|2S₁(2)|2S₂(2)|2S₂(2)|2S₁(2)|S₃ˢ(2)⊕S₄ˢ(2)|S₃ˢ(2)⊕S₄ˢ(2)|S₃ˢ(2)⊕S₄ˢ(2)|S₃ˢ(2)⊕S₄ˢ(2)|S₃ˢ(2)⊕S₄ˢ(2)|S₃ˢ(2)⊕S₄ˢ(2)|S₃ˢ(2)⊕S₄ˢ(2)|S₃ˢ(2)⊕S₄ˢ(2)
T:(0,1/2,1/2)|T₁(2)⊕T₂(2)|T₁(2)⊕T₂(2)|T₁(2)⊕T₂(2)|T₁(2)⊕T₂(2)|T₁(2)⊕T₂(2)|T₁(2)⊕T₂(2)|T₁(2)⊕T₂(2)|T₁(2)⊕T₂(2)|T₃ˢ(2)⊕T₄ˢ(2)|T₃ˢ(2)⊕T₄ˢ(2)|T₃ˢ(2)⊕T₄ˢ(2)|T₃ˢ(2)⊕T₄ˢ(2)|T₃ˢ(2)⊕T₄ˢ(2)|T₃ˢ(2)⊕T₄ˢ(2)|T₃ˢ(2)⊕T₄ˢ(2)|T₃ˢ(2)⊕T₄ˢ(2)
U:(1/2,0,1/2)|U₁(2)⊕U₂(2)|U₁(2)⊕U₂(2)|U₁(2)⊕U₂(2)|U₁(2)⊕U₂(2)|U₁(2)⊕U₂(2)|U₁(2)⊕U₂(2)|U₁(2)⊕U₂(2)|U₁(2)⊕U₂(2)|U₃ˢ(2)⊕U₄ˢ(2)|U₃ˢ(2)⊕U₄ˢ(2)|U₃ˢ(2)⊕U₄ˢ(2)|U₃ˢ(2)⊕U₄ˢ(2)|U₃ˢ(2)⊕U₄ˢ(2)|U₃ˢ(2)⊕U₄ˢ(2)|U₃ˢ(2)⊕U₄ˢ(2)|U₃ˢ(2)⊕U₄ˢ(2)
X:(1/2,0,0)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₃ˢ(2)⊕X₄ˢ(2)|X₃ˢ(2)⊕X₄ˢ(2)|X₃ˢ(2)⊕X₄ˢ(2)|X₃ˢ(2)⊕X₄ˢ(2)|X₃ˢ(2)⊕X₄ˢ(2)|X₃ˢ(2)⊕X₄ˢ(2)|X₃ˢ(2)⊕X₄ˢ(2)|X₃ˢ(2)⊕X₄ˢ(2)
Y:(0,1/2,0)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₃ˢ(2)⊕Y₄ˢ(2)|Y₃ˢ(2)⊕Y₄ˢ(2)|Y₃ˢ(2)⊕Y₄ˢ(2)|Y₃ˢ(2)⊕Y₄ˢ(2)|Y₃ˢ(2)⊕Y₄ˢ(2)|Y₃ˢ(2)⊕Y₄ˢ(2)|Y₃ˢ(2)⊕Y₄ˢ(2)|Y₃ˢ(2)⊕Y₄ˢ(2)
