P:(1/3,1/3,w)|P₁(1)⊕P₂(1)|P₁(1)⊕P₂(1)|P₁(1)⊕P₂(1)|P₁(1)⊕P₂(1)|P₁(1)⊕P₂(1)|P₁(1)⊕P₂(1)|P₁(1)⊕P₂(1)|P₁(1)⊕P₂(1)|P₃(2)|P₃(2)|P₃(2)|P₃(2)|P₃(2)|P₃(2)|P₃(2)|P₃(2)|2P₃(2)|2P₃(2)|2P₃(2)|2P₃(2)|P₁(1)⊕P₂(1)⊕P₃(2)|P₁(1)⊕P₂(1)⊕P₃(2)|P₁(1)⊕P₂(1)⊕P₃(2)|P₁(1)⊕P₂(1)⊕P₃(2)|P₁(1)⊕P₂(1)⊕2P₃(2)|P₁(1)⊕P₂(1)⊕2P₃(2)|P₁(1)⊕P₂(1)⊕2P₃(2)|P₁(1)⊕P₂(1)⊕2P₃(2)|P₁(1)⊕P₂(1)⊕2P₃(2)|P₁(1)⊕P₂(1)⊕2P₃(2)|P₁(1)⊕P₂(1)⊕2P₃(2)|P₁(1)⊕P₂(1)⊕2P₃(2)|P₄ˢ(1)⊕P₅ˢ(1)|P₄ˢ(1)⊕P₅ˢ(1)|P₆ˢ(2)|P₆ˢ(2)|P₆ˢ(2)|P₆ˢ(2)|P₄ˢ(1)⊕P₅ˢ(1)|P₄ˢ(1)⊕P₅ˢ(1)|P₆ˢ(2)|P₆ˢ(2)|P₆ˢ(2)|P₆ˢ(2)|2P₆ˢ(2)|2P₆ˢ(2)|2P₆ˢ(2)|P₄ˢ(1)⊕P₅ˢ(1)⊕P₆ˢ(2)|P₄ˢ(1)⊕P₅ˢ(1)⊕P₆ˢ(2)|2P₆ˢ(2)|P₄ˢ(1)⊕P₅ˢ(1)⊕P₆ˢ(2)|P₄ˢ(1)⊕P₅ˢ(1)⊕P₆ˢ(2)|P₄ˢ(1)⊕P₅ˢ(1)⊕2P₆ˢ(2)|P₄ˢ(1)⊕P₅ˢ(1)⊕2P₆ˢ(2)|P₄ˢ(1)⊕P₅ˢ(1)⊕2P₆ˢ(2)|P₄ˢ(1)⊕P₅ˢ(1)⊕2P₆ˢ(2)
Λ:(u,u,0)|Λ₁(1)⊕Λ₂(1)|Λ₃(1)⊕Λ₄(1)|Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)|Λ₁(1)⊕Λ₄(1)|Λ₂(1)⊕Λ₃(1)|Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₄(1)|Λ₂(1)⊕Λ₃(1)|Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₄(1)|Λ₂(1)⊕Λ₃(1)|Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|2Λ₁(1)⊕2Λ₄(1)|2Λ₂(1)⊕2Λ₃(1)|2Λ₁(1)⊕2Λ₄(1)|2Λ₂(1)⊕2Λ₃(1)|2Λ₁(1)⊕2Λ₄(1)|2Λ₂(1)⊕2Λ₃(1)|2Λ₁(1)⊕2Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕2Λ₃(1)⊕2Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕2Λ₃(1)⊕2Λ₄(1)|2Λ₁(1)⊕2Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|3Λ₁(1)⊕3Λ₄(1)|3Λ₂(1)⊕3Λ₃(1)|3Λ₂(1)⊕3Λ₃(1)|3Λ₁(1)⊕3Λ₄(1)|Λ₅ˢ(2)|Λ₅ˢ(2)|Λ₅ˢ(2)|Λ₅ˢ(2)|Λ₅ˢ(2)|Λ₅ˢ(2)|Λ₅ˢ(2)|Λ₅ˢ(2)|Λ₅ˢ(2)|Λ₅ˢ(2)|Λ₅ˢ(2)|Λ₅ˢ(2)|2Λ₅ˢ(2)|2Λ₅ˢ(2)|2Λ₅ˢ(2)|2Λ₅ˢ(2)|2Λ₅ˢ(2)|2Λ₅ˢ(2)|2Λ₅ˢ(2)|2Λ₅ˢ(2)|3Λ₅ˢ(2)|3Λ₅ˢ(2)|3Λ₅ˢ(2)|3Λ₅ˢ(2)
Q:(u,u,1/2)|Q₁(2)|Q₁(2)|Q₁(2)|Q₁(2)|Q₁(2)|Q₁(2)|Q₁(2)|Q₁(2)|Q₁(2)|Q₁(2)|Q₁(2)|Q₁(2)|Q₁(2)|Q₁(2)|Q₁(2)|Q₁(2)|2Q₁(2)|2Q₁(2)|2Q₁(2)|2Q₁(2)|2Q₁(2)|2Q₁(2)|2Q₁(2)|2Q₁(2)|3Q₁(2)|3Q₁(2)|3Q₁(2)|3Q₁(2)|3Q₁(2)|3Q₁(2)|3Q₁(2)|3Q₁(2)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₂ˢ(1)⊕Q₅ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₂ˢ(1)⊕Q₅ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₂ˢ(1)⊕Q₅ˢ(1)|Q₂ˢ(1)⊕Q₅ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₂ˢ(1)⊕Q₅ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₂ˢ(1)⊕Q₅ˢ(1)|Q₃ˢ(1)⊕Q₄ˢ(1)|Q₂ˢ(1)⊕Q₃ˢ(1)⊕Q₄ˢ(1)⊕Q₅ˢ(1)|Q₂ˢ(1)⊕Q₃ˢ(1)⊕Q₄ˢ(1)⊕Q₅ˢ(1)|2Q₃ˢ(1)⊕2Q₄ˢ(1)|2Q₃ˢ(1)⊕2Q₄ˢ(1)|2Q₃ˢ(1)⊕2Q₄ˢ(1)|2Q₂ˢ(1)⊕2Q₅ˢ(1)|2Q₂ˢ(1)⊕2Q₅ˢ(1)|2Q₂ˢ(1)⊕2Q₅ˢ(1)|3Q₃ˢ(1)⊕3Q₄ˢ(1)|3Q₂ˢ(1)⊕3Q₅ˢ(1)|3Q₂ˢ(1)⊕3Q₅ˢ(1)|3Q₃ˢ(1)⊕3Q₄ˢ(1)
R:(u,0,1/2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|2R₁(2)|2R₁(2)|2R₁(2)|2R₁(2)|2R₁(2)|2R₁(2)|2R₁(2)|2R₁(2)|3R₁(2)|3R₁(2)|3R₁(2)|3R₁(2)|3R₁(2)|3R₁(2)|3R₁(2)|3R₁(2)|R₂ˢ(1)⊕R₅ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₂ˢ(1)⊕R₅ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₂ˢ(1)⊕R₅ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₂ˢ(1)⊕R₅ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₂ˢ(1)⊕R₅ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₂ˢ(1)⊕R₅ˢ(1)|R₂ˢ(1)⊕R₃ˢ(1)⊕R₄ˢ(1)⊕R₅ˢ(1)|R₂ˢ(1)⊕R₃ˢ(1)⊕R₄ˢ(1)⊕R₅ˢ(1)|2R₂ˢ(1)⊕2R₅ˢ(1)|2R₂ˢ(1)⊕2R₅ˢ(1)|2R₂ˢ(1)⊕2R₅ˢ(1)|2R₃ˢ(1)⊕2R₄ˢ(1)|2R₃ˢ(1)⊕2R₄ˢ(1)|2R₃ˢ(1)⊕2R₄ˢ(1)|3R₂ˢ(1)⊕3R₅ˢ(1)|3R₃ˢ(1)⊕3R₄ˢ(1)|3R₃ˢ(1)⊕3R₄ˢ(1)|3R₂ˢ(1)⊕3R₅ˢ(1)
Σ:(u,0,0)|Σ₁(1)⊕Σ₄(1)|Σ₂(1)⊕Σ₃(1)|Σ₁(1)⊕Σ₄(1)|Σ₂(1)⊕Σ₃(1)|Σ₁(1)⊕Σ₂(1)|Σ₃(1)⊕Σ₄(1)|Σ₃(1)⊕Σ₄(1)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₃(1)⊕Σ₄(1)|Σ₃(1)⊕Σ₄(1)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₃(1)⊕Σ₄(1)|Σ₃(1)⊕Σ₄(1)|Σ₁(1)⊕Σ₂(1)|2Σ₁(1)⊕2Σ₄(1)|2Σ₂(1)⊕2Σ₃(1)|2Σ₁(1)⊕2Σ₂(1)|2Σ₃(1)⊕2Σ₄(1)|2Σ₁(1)⊕2Σ₂(1)|2Σ₃(1)⊕2Σ₄(1)|2Σ₁(1)⊕2Σ₂(1)|2Σ₃(1)⊕2Σ₄(1)|2Σ₁(1)⊕Σ₂(1)⊕Σ₃(1)⊕2Σ₄(1)|Σ₁(1)⊕2Σ₂(1)⊕2Σ₃(1)⊕Σ₄(1)|2Σ₁(1)⊕Σ₂(1)⊕Σ₃(1)⊕2Σ₄(1)|Σ₁(1)⊕2Σ₂(1)⊕2Σ₃(1)⊕Σ₄(1)|3Σ₁(1)⊕3Σ₂(1)|3Σ₃(1)⊕3Σ₄(1)|3Σ₃(1)⊕3Σ₄(1)|3Σ₁(1)⊕3Σ₂(1)|Σ₅ˢ(2)|Σ₅ˢ(2)|Σ₅ˢ(2)|Σ₅ˢ(2)|Σ₅ˢ(2)|Σ₅ˢ(2)|Σ₅ˢ(2)|Σ₅ˢ(2)|Σ₅ˢ(2)|Σ₅ˢ(2)|Σ₅ˢ(2)|Σ₅ˢ(2)|2Σ₅ˢ(2)|2Σ₅ˢ(2)|2Σ₅ˢ(2)|2Σ₅ˢ(2)|2Σ₅ˢ(2)|2Σ₅ˢ(2)|2Σ₅ˢ(2)|2Σ₅ˢ(2)|3Σ₅ˢ(2)|3Σ₅ˢ(2)|3Σ₅ˢ(2)|3Σ₅ˢ(2)
U:(1/2,0,w)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₃(1)⊕U₄(1)|U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₃(1)⊕U₄(1)|U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₃(1)⊕U₄(1)|U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₃(1)⊕U₄(1)|U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕2U₃(1)⊕2U₄(1)|U₁(1)⊕U₂(1)⊕2U₃(1)⊕2U₄(1)|2U₁(1)⊕2U₂(1)⊕U₃(1)⊕U₄(1)|2U₁(1)⊕2U₂(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕2U₃(1)⊕2U₄(1)|U₁(1)⊕U₂(1)⊕2U₃(1)⊕2U₄(1)|2U₁(1)⊕2U₂(1)⊕U₃(1)⊕U₄(1)|2U₁(1)⊕2U₂(1)⊕U₃(1)⊕U₄(1)|U₅ˢ(2)|U₅ˢ(2)|U₅ˢ(2)|U₅ˢ(2)|U₅ˢ(2)|U₅ˢ(2)|U₅ˢ(2)|U₅ˢ(2)|U₅ˢ(2)|U₅ˢ(2)|U₅ˢ(2)|U₅ˢ(2)|2U₅ˢ(2)|2U₅ˢ(2)|2U₅ˢ(2)|2U₅ˢ(2)|2U₅ˢ(2)|2U₅ˢ(2)|2U₅ˢ(2)|2U₅ˢ(2)|3U₅ˢ(2)|3U₅ˢ(2)|3U₅ˢ(2)|3U₅ˢ(2)
B:(u,v,0)|B₁(1)⊕B₂(1)|B₁(1)⊕B₂(1)|B₁(1)⊕B₂(1)|B₁(1)⊕B₂(1)|2B₁(1)|2B₂(1)|2B₂(1)|2B₁(1)|2B₁(1)|2B₂(1)|2B₂(1)|2B₁(1)|2B₁(1)|2B₂(1)|2B₂(1)|2B₁(1)|2B₁(1)⊕2B₂(1)|2B₁(1)⊕2B₂(1)|4B₁(1)|4B₂(1)|4B₁(1)|4B₂(1)|4B₁(1)|4B₂(1)|3B₁(1)⊕3B₂(1)|3B₁(1)⊕3B₂(1)|3B₁(1)⊕3B₂(1)|3B₁(1)⊕3B₂(1)|6B₁(1)|6B₂(1)|6B₂(1)|6B₁(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)|2B₃ˢ(1)⊕2B₄ˢ(1)|2B₃ˢ(1)⊕2B₄ˢ(1)|2B₃ˢ(1)⊕2B₄ˢ(1)|2B₃ˢ(1)⊕2B₄ˢ(1)|2B₃ˢ(1)⊕2B₄ˢ(1)|2B₃ˢ(1)⊕2B₄ˢ(1)|2B₃ˢ(1)⊕2B₄ˢ(1)|2B₃ˢ(1)⊕2B₄ˢ(1)|3B₃ˢ(1)⊕3B₄ˢ(1)|3B₃ˢ(1)⊕3B₄ˢ(1)|3B₃ˢ(1)⊕3B₄ˢ(1)|3B₃ˢ(1)⊕3B₄ˢ(1)
C:(u,u,w)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|2C₁(1)⊕2C₂(1)|2C₁(1)⊕2C₂(1)|2C₁(1)⊕2C₂(1)|2C₁(1)⊕2C₂(1)|2C₁(1)⊕2C₂(1)|2C₁(1)⊕2C₂(1)|2C₁(1)⊕2C₂(1)|2C₁(1)⊕2C₂(1)|3C₁(1)⊕3C₂(1)|3C₁(1)⊕3C₂(1)|3C₁(1)⊕3C₂(1)|3C₁(1)⊕3C₂(1)|3C₁(1)⊕3C₂(1)|3C₁(1)⊕3C₂(1)|3C₁(1)⊕3C₂(1)|3C₁(1)⊕3C₂(1)|C₃ˢ(1)⊕C₄ˢ(1)|C₃ˢ(1)⊕C₄ˢ(1)|C₃ˢ(1)⊕C₄ˢ(1)|C₃ˢ(1)⊕C₄ˢ(1)|C₃ˢ(1)⊕C₄ˢ(1)|C₃ˢ(1)⊕C₄ˢ(1)|C₃ˢ(1)⊕C₄ˢ(1)|C₃ˢ(1)⊕C₄ˢ(1)|C₃ˢ(1)⊕C₄ˢ(1)|C₃ˢ(1)⊕C₄ˢ(1)|C₃ˢ(1)⊕C₄ˢ(1)|C₃ˢ(1)⊕C₄ˢ(1)|2C₃ˢ(1)⊕2C₄ˢ(1)|2C₃ˢ(1)⊕2C₄ˢ(1)|2C₃ˢ(1)⊕2C₄ˢ(1)|2C₃ˢ(1)⊕2C₄ˢ(1)|2C₃ˢ(1)⊕2C₄ˢ(1)|2C₃ˢ(1)⊕2C₄ˢ(1)|2C₃ˢ(1)⊕2C₄ˢ(1)|2C₃ˢ(1)⊕2C₄ˢ(1)|3C₃ˢ(1)⊕3C₄ˢ(1)|3C₃ˢ(1)⊕3C₄ˢ(1)|3C₃ˢ(1)⊕3C₄ˢ(1)|3C₃ˢ(1)⊕3C₄ˢ(1)
D:(u,0,w)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|3D₁(1)⊕3D₂(1)|3D₁(1)⊕3D₂(1)|3D₁(1)⊕3D₂(1)|3D₁(1)⊕3D₂(1)|3D₁(1)⊕3D₂(1)|3D₁(1)⊕3D₂(1)|3D₁(1)⊕3D₂(1)|3D₁(1)⊕3D₂(1)|D₃ˢ(1)⊕D₄ˢ(1)|D₃ˢ(1)⊕D₄ˢ(1)|D₃ˢ(1)⊕D₄ˢ(1)|D₃ˢ(1)⊕D₄ˢ(1)|D₃ˢ(1)⊕D₄ˢ(1)|D₃ˢ(1)⊕D₄ˢ(1)|D₃ˢ(1)⊕D₄ˢ(1)|D₃ˢ(1)⊕D₄ˢ(1)|D₃ˢ(1)⊕D₄ˢ(1)|D₃ˢ(1)⊕D₄ˢ(1)|D₃ˢ(1)⊕D₄ˢ(1)|D₃ˢ(1)⊕D₄ˢ(1)|2D₃ˢ(1)⊕2D₄ˢ(1)|2D₃ˢ(1)⊕2D₄ˢ(1)|2D₃ˢ(1)⊕2D₄ˢ(1)|2D₃ˢ(1)⊕2D₄ˢ(1)|2D₃ˢ(1)⊕2D₄ˢ(1)|2D₃ˢ(1)⊕2D₄ˢ(1)|2D₃ˢ(1)⊕2D₄ˢ(1)|2D₃ˢ(1)⊕2D₄ˢ(1)|3D₃ˢ(1)⊕3D₄ˢ(1)|3D₃ˢ(1)⊕3D₄ˢ(1)|3D₃ˢ(1)⊕3D₄ˢ(1)|3D₃ˢ(1)⊕3D₄ˢ(1)
E:(u,v,1/2)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|2E₁(1)⊕2E₂(1)|2E₁(1)⊕2E₂(1)|2E₁(1)⊕2E₂(1)|2E₁(1)⊕2E₂(1)|2E₁(1)⊕2E₂(1)|2E₁(1)⊕2E₂(1)|2E₁(1)⊕2E₂(1)|2E₁(1)⊕2E₂(1)|3E₁(1)⊕3E₂(1)|3E₁(1)⊕3E₂(1)|3E₁(1)⊕3E₂(1)|3E₁(1)⊕3E₂(1)|3E₁(1)⊕3E₂(1)|3E₁(1)⊕3E₂(1)|3E₁(1)⊕3E₂(1)|3E₁(1)⊕3E₂(1)|2E₄ˢ(1)|2E₃ˢ(1)|2E₄ˢ(1)|2E₃ˢ(1)|2E₄ˢ(1)|2E₃ˢ(1)|2E₃ˢ(1)|2E₄ˢ(1)|2E₃ˢ(1)|2E₄ˢ(1)|2E₃ˢ(1)|2E₄ˢ(1)|2E₃ˢ(1)⊕2E₄ˢ(1)|2E₃ˢ(1)⊕2E₄ˢ(1)|4E₄ˢ(1)|4E₄ˢ(1)|4E₄ˢ(1)|4E₃ˢ(1)|4E₃ˢ(1)|4E₃ˢ(1)|6E₄ˢ(1)|6E₃ˢ(1)|6E₃ˢ(1)|6E₄ˢ(1)
Ω:(u,v,w)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|4Ω₁(1)|4Ω₁(1)|4Ω₁(1)|4Ω₁(1)|4Ω₁(1)|4Ω₁(1)|4Ω₁(1)|4Ω₁(1)|6Ω₁(1)|6Ω₁(1)|6Ω₁(1)|6Ω₁(1)|6Ω₁(1)|6Ω₁(1)|6Ω₁(1)|6Ω₁(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)|4Ω₂ˢ(1)|4Ω₂ˢ(1)|4Ω₂ˢ(1)|4Ω₂ˢ(1)|4Ω₂ˢ(1)|4Ω₂ˢ(1)|4Ω₂ˢ(1)|4Ω₂ˢ(1)|6Ω₂ˢ(1)|6Ω₂ˢ(1)|6Ω₂ˢ(1)|6Ω₂ˢ(1)
