Wyckoff pos.|4a(2)|4a(2)|4a(2)|4a(2)
Band-Rep.|A↑G(4)|B↑G(4)|¹Eˢ↑G(4)|²Eˢ↑G(4)
Decomposable|false|false|false|false
A:(1/2,1/2,1/2)|A₁(2)⊕A₂(2)|A₁(2)⊕A₂(2)|A₅ˢ(1)⊕A₆ˢ(1)⊕A₇ˢ(2)|A₃ˢ(1)⊕A₄ˢ(1)⊕A₇ˢ(2)
Γ:(0,0,0)|Γ₁(1)⊕Γ₄(1)⊕Γ₅(2)|Γ₂(1)⊕Γ₃(1)⊕Γ₅(2)|Γ₆ˢ(2)⊕Γ₇ˢ(2)|Γ₆ˢ(2)⊕Γ₇ˢ(2)
M:(1/2,1/2,0)|M₁(1)⊕M₄(1)⊕M₅(2)|M₂(1)⊕M₃(1)⊕M₅(2)|M₆ˢ(2)⊕M₇ˢ(2)|M₆ˢ(2)⊕M₇ˢ(2)
Z:(0,0,1/2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₂(2)|Z₅ˢ(1)⊕Z₆ˢ(1)⊕Z₇ˢ(2)|Z₃ˢ(1)⊕Z₄ˢ(1)⊕Z₇ˢ(2)
R:(0,1/2,1/2)|R₁(1)⊕R₂(1)⊕R₃(1)⊕R₄(1)|R₁(1)⊕R₂(1)⊕R₃(1)⊕R₄(1)|2R₅ˢ(2)|2R₅ˢ(2)
X:(0,1/2,0)|2X₁(2)|2X₁(2)|X₂ˢ(1)⊕X₃ˢ(1)⊕X₄ˢ(1)⊕X₅ˢ(1)|X₂ˢ(1)⊕X₃ˢ(1)⊕X₄ˢ(1)⊕X₅ˢ(1)
Λ:(0,0,w)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|Λ₅ˢ(1)⊕Λ₆ˢ(1)⊕Λ₇ˢ(1)⊕Λ₈ˢ(1)|Λ₅ˢ(1)⊕Λ₆ˢ(1)⊕Λ₇ˢ(1)⊕Λ₈ˢ(1)
V:(1/2,1/2,w)|V₁(1)⊕V₂(1)⊕V₃(1)⊕V₄(1)|V₁(1)⊕V₂(1)⊕V₃(1)⊕V₄(1)|V₅ˢ(1)⊕V₆ˢ(1)⊕V₇ˢ(1)⊕V₈ˢ(1)|V₅ˢ(1)⊕V₆ˢ(1)⊕V₇ˢ(1)⊕V₈ˢ(1)
Δ:(0,v,0)|2Δ₁(1)⊕2Δ₂(1)|2Δ₁(1)⊕2Δ₂(1)|2Δ₃ˢ(1)⊕2Δ₄ˢ(1)|2Δ₃ˢ(1)⊕2Δ₄ˢ(1)
S:(u,u,1/2)|2S₁(1)⊕2S₂(1)|2S₁(1)⊕2S₂(1)|S₃ˢ(1)⊕3S₄ˢ(1)|3S₃ˢ(1)⊕S₄ˢ(1)
Σ:(u,u,0)|3Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕3Σ₂(1)|2Σ₃ˢ(1)⊕2Σ₄ˢ(1)|2Σ₃ˢ(1)⊕2Σ₄ˢ(1)
T:(u,1/2,1/2)|2T₁(1)⊕2T₂(1)|2T₁(1)⊕2T₂(1)|2T₃ˢ(1)⊕2T₄ˢ(1)|2T₃ˢ(1)⊕2T₄ˢ(1)
U:(0,v,1/2)|2U₁(1)⊕2U₂(1)|2U₁(1)⊕2U₂(1)|2U₃ˢ(1)⊕2U₄ˢ(1)|2U₃ˢ(1)⊕2U₄ˢ(1)
W:(0,1/2,w)|2W₁(1)⊕2W₂(1)|2W₁(1)⊕2W₂(1)|2W₃ˢ(1)⊕2W₄ˢ(1)|2W₃ˢ(1)⊕2W₄ˢ(1)
Y:(u,1/2,0)|2Y₁(1)⊕2Y₂(1)|2Y₁(1)⊕2Y₂(1)|2Y₃ˢ(1)⊕2Y₄ˢ(1)|2Y₃ˢ(1)⊕2Y₄ˢ(1)
B:(0,v,w)|4B₁(1)|4B₁(1)|4B₂ˢ(1)|4B₂ˢ(1)
C:(u,u,w)|4C₁(1)|4C₁(1)|4C₂ˢ(1)|4C₂ˢ(1)
D:(u,v,0)|4D₁(1)|4D₁(1)|4D₂ˢ(1)|4D₂ˢ(1)
E:(u,v,1/2)|4E₁(1)|4E₁(1)|4E₂ˢ(1)|4E₂ˢ(1)
F:(u,1/2,w)|4F₁(1)|4F₁(1)|4F₂ˢ(1)|4F₂ˢ(1)
Ω:(u,v,w)|4Ω₁(1)|4Ω₁(1)|4Ω₂ˢ(1)|4Ω₂ˢ(1)
