Wyckoff pos.|8a(2)|8a(2)|8a(2)|8a(2)
Band-Rep.|A↑G(2)|B↑G(2)|¹Eˢ↑G(2)|²Eˢ↑G(2)
Decomposable|false|false|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)|Γ₃(1)⊕Γ₄(1)|Γ₅ˢ(2)|Γ₅ˢ(2)
T:(1,0,0)|T₁(2)|T₁(2)|T₃ˢ(1)⊕T₅ˢ(1)|T₂ˢ(1)⊕T₄ˢ(1)
Y:(0,1,0)|Y₁(2)|Y₁(2)|Y₃ˢ(1)⊕Y₅ˢ(1)|Y₂ˢ(1)⊕Y₄ˢ(1)
Z:(0,0,1)|Z₁(1)⊕Z₂(1)|Z₃(1)⊕Z₄(1)|Z₅ˢ(2)|Z₅ˢ(2)
L:(1/2,1/2,1/2)|2L₁(1)|2L₁(1)|2L₂ˢ(1)|2L₂ˢ(1)
H:(0,1,w)|H₁(2)|H₁(2)|H₃ˢ(1)⊕H₅ˢ(1)|H₂ˢ(1)⊕H₄ˢ(1)
Λ:(0,0,w)|Λ₁(1)⊕Λ₂(1)|Λ₃(1)⊕Λ₄(1)|Λ₅ˢ(2)|Λ₅ˢ(2)
A:(u,0,1)|A₁(1)⊕A₂(1)|A₁(1)⊕A₂(1)|A₃ˢ(1)⊕A₄ˢ(1)|A₃ˢ(1)⊕A₄ˢ(1)
B:(0,v,1)|B₁(1)⊕B₂(1)|B₁(1)⊕B₂(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)
Δ:(0,v,0)|Δ₁(1)⊕Δ₂(1)|Δ₁(1)⊕Δ₂(1)|Δ₃ˢ(1)⊕Δ₄ˢ(1)|Δ₃ˢ(1)⊕Δ₄ˢ(1)
E:(0,v,w)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₃ˢ(1)⊕E₄ˢ(1)|E₃ˢ(1)⊕E₄ˢ(1)
J:(u,0,w)|J₁(1)⊕J₂(1)|J₁(1)⊕J₂(1)|J₃ˢ(1)⊕J₄ˢ(1)|J₃ˢ(1)⊕J₄ˢ(1)
Σ:(u,0,0)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₃ˢ(1)⊕Σ₄ˢ(1)|Σ₃ˢ(1)⊕Σ₄ˢ(1)
Ω:(u,v,w)|2Ω₁(1)|2Ω₁(1)|2Ω₂ˢ(1)|2Ω₂ˢ(1)
M:(u,v,0)|2M₁(1)|2M₁(1)|2M₂ˢ(1)|2M₂ˢ(1)
