M:(1/2,0,0)|M₁(1)|M₂(1)|M₁(1)|M₂(1)|M₁(1)|M₂(1)|M₁(1)|M₂(1)|M₁(1)|M₂(1)|M₁(1)|M₂(1)|M₁(1)|M₂(1)|M₁(1)|M₂(1)|M₁(1)|M₂(1)|M₁(1)|M₂(1)|M₁(1)|M₂(1)|M₁(1)|M₂(1)|M₁(1)|M₂(1)|M₁(1)|M₂(1)|M₁(1)|M₂(1)|M₁(1)|M₂(1)|M₁(1)|M₂(1)|M₁(1)|M₂(1)|M₄ˢ(1)|M₄ˢ(1)|M₄ˢ(1)|M₃ˢ(1)|M₃ˢ(1)|M₃ˢ(1)|M₄ˢ(1)|M₄ˢ(1)|M₄ˢ(1)|M₃ˢ(1)|M₃ˢ(1)|M₃ˢ(1)|M₄ˢ(1)|M₄ˢ(1)|M₄ˢ(1)|M₃ˢ(1)|M₃ˢ(1)|M₃ˢ(1)|M₄ˢ(1)|M₄ˢ(1)|M₄ˢ(1)|M₃ˢ(1)|M₃ˢ(1)|M₃ˢ(1)|M₄ˢ(1)|M₄ˢ(1)|M₄ˢ(1)|M₃ˢ(1)|M₃ˢ(1)|M₃ˢ(1)|M₄ˢ(1)|M₄ˢ(1)|M₄ˢ(1)|M₃ˢ(1)|M₃ˢ(1)|M₃ˢ(1)
Δ:(0,0,w)|Δ₁(1)|Δ₁(1)|Δ₃(1)|Δ₃(1)|Δ₂(1)|Δ₂(1)|Δ₁(1)|Δ₁(1)|Δ₃(1)|Δ₃(1)|Δ₂(1)|Δ₂(1)|Δ₁(1)|Δ₁(1)|Δ₃(1)|Δ₃(1)|Δ₂(1)|Δ₂(1)|Δ₁(1)|Δ₁(1)|Δ₃(1)|Δ₃(1)|Δ₂(1)|Δ₂(1)|Δ₁(1)|Δ₁(1)|Δ₃(1)|Δ₃(1)|Δ₂(1)|Δ₂(1)|Δ₁(1)|Δ₁(1)|Δ₃(1)|Δ₃(1)|Δ₂(1)|Δ₂(1)|Δ₄ˢ(1)|Δ₆ˢ(1)|Δ₅ˢ(1)|Δ₄ˢ(1)|Δ₅ˢ(1)|Δ₆ˢ(1)|Δ₄ˢ(1)|Δ₆ˢ(1)|Δ₅ˢ(1)|Δ₄ˢ(1)|Δ₅ˢ(1)|Δ₆ˢ(1)|Δ₄ˢ(1)|Δ₆ˢ(1)|Δ₅ˢ(1)|Δ₄ˢ(1)|Δ₅ˢ(1)|Δ₆ˢ(1)|Δ₄ˢ(1)|Δ₆ˢ(1)|Δ₅ˢ(1)|Δ₄ˢ(1)|Δ₅ˢ(1)|Δ₆ˢ(1)|Δ₄ˢ(1)|Δ₆ˢ(1)|Δ₅ˢ(1)|Δ₄ˢ(1)|Δ₅ˢ(1)|Δ₆ˢ(1)|Δ₄ˢ(1)|Δ₆ˢ(1)|Δ₅ˢ(1)|Δ₄ˢ(1)|Δ₅ˢ(1)|Δ₆ˢ(1)
P:(1/3,1/3,w)|P₁(1)|P₁(1)|P₃(1)|P₃(1)|P₂(1)|P₂(1)|P₁(1)|P₁(1)|P₃(1)|P₃(1)|P₂(1)|P₂(1)|P₂(1)|P₂(1)|P₁(1)|P₁(1)|P₃(1)|P₃(1)|P₂(1)|P₂(1)|P₁(1)|P₁(1)|P₃(1)|P₃(1)|P₃(1)|P₃(1)|P₂(1)|P₂(1)|P₁(1)|P₁(1)|P₃(1)|P₃(1)|P₂(1)|P₂(1)|P₁(1)|P₁(1)|P₄ˢ(1)|P₆ˢ(1)|P₅ˢ(1)|P₄ˢ(1)|P₅ˢ(1)|P₆ˢ(1)|P₄ˢ(1)|P₆ˢ(1)|P₅ˢ(1)|P₄ˢ(1)|P₅ˢ(1)|P₆ˢ(1)|P₅ˢ(1)|P₄ˢ(1)|P₆ˢ(1)|P₅ˢ(1)|P₆ˢ(1)|P₄ˢ(1)|P₅ˢ(1)|P₄ˢ(1)|P₆ˢ(1)|P₅ˢ(1)|P₆ˢ(1)|P₄ˢ(1)|P₆ˢ(1)|P₅ˢ(1)|P₄ˢ(1)|P₆ˢ(1)|P₄ˢ(1)|P₅ˢ(1)|P₆ˢ(1)|P₅ˢ(1)|P₄ˢ(1)|P₆ˢ(1)|P₄ˢ(1)|P₅ˢ(1)
PA:(-1/3,-1/3,-w)|PA₁(1)|PA₁(1)|PA₂(1)|PA₂(1)|PA₃(1)|PA₃(1)|PA₁(1)|PA₁(1)|PA₂(1)|PA₂(1)|PA₃(1)|PA₃(1)|PA₂(1)|PA₂(1)|PA₃(1)|PA₃(1)|PA₁(1)|PA₁(1)|PA₂(1)|PA₂(1)|PA₃(1)|PA₃(1)|PA₁(1)|PA₁(1)|PA₃(1)|PA₃(1)|PA₁(1)|PA₁(1)|PA₂(1)|PA₂(1)|PA₃(1)|PA₃(1)|PA₁(1)|PA₁(1)|PA₂(1)|PA₂(1)|PA₄ˢ(1)|PA₅ˢ(1)|PA₆ˢ(1)|PA₄ˢ(1)|PA₆ˢ(1)|PA₅ˢ(1)|PA₄ˢ(1)|PA₅ˢ(1)|PA₆ˢ(1)|PA₄ˢ(1)|PA₆ˢ(1)|PA₅ˢ(1)|PA₅ˢ(1)|PA₆ˢ(1)|PA₄ˢ(1)|PA₅ˢ(1)|PA₄ˢ(1)|PA₆ˢ(1)|PA₅ˢ(1)|PA₆ˢ(1)|PA₄ˢ(1)|PA₅ˢ(1)|PA₄ˢ(1)|PA₆ˢ(1)|PA₆ˢ(1)|PA₄ˢ(1)|PA₅ˢ(1)|PA₆ˢ(1)|PA₅ˢ(1)|PA₄ˢ(1)|PA₆ˢ(1)|PA₄ˢ(1)|PA₅ˢ(1)|PA₆ˢ(1)|PA₅ˢ(1)|PA₄ˢ(1)
B:(u,v,0)|B₁(1)|B₂(1)|B₁(1)|B₂(1)|B₁(1)|B₂(1)|B₁(1)|B₂(1)|B₁(1)|B₂(1)|B₁(1)|B₂(1)|B₁(1)|B₂(1)|B₁(1)|B₂(1)|B₁(1)|B₂(1)|B₁(1)|B₂(1)|B₁(1)|B₂(1)|B₁(1)|B₂(1)|B₁(1)|B₂(1)|B₁(1)|B₂(1)|B₁(1)|B₂(1)|B₁(1)|B₂(1)|B₁(1)|B₂(1)|B₁(1)|B₂(1)|B₄ˢ(1)|B₄ˢ(1)|B₄ˢ(1)|B₃ˢ(1)|B₃ˢ(1)|B₃ˢ(1)|B₄ˢ(1)|B₄ˢ(1)|B₄ˢ(1)|B₃ˢ(1)|B₃ˢ(1)|B₃ˢ(1)|B₄ˢ(1)|B₄ˢ(1)|B₄ˢ(1)|B₃ˢ(1)|B₃ˢ(1)|B₃ˢ(1)|B₄ˢ(1)|B₄ˢ(1)|B₄ˢ(1)|B₃ˢ(1)|B₃ˢ(1)|B₃ˢ(1)|B₄ˢ(1)|B₄ˢ(1)|B₄ˢ(1)|B₃ˢ(1)|B₃ˢ(1)|B₃ˢ(1)|B₄ˢ(1)|B₄ˢ(1)|B₄ˢ(1)|B₃ˢ(1)|B₃ˢ(1)|B₃ˢ(1)
E:(u,v,1/2)|E₁(1)|E₂(1)|E₁(1)|E₂(1)|E₁(1)|E₂(1)|E₂(1)|E₁(1)|E₂(1)|E₁(1)|E₂(1)|E₁(1)|E₁(1)|E₂(1)|E₁(1)|E₂(1)|E₁(1)|E₂(1)|E₂(1)|E₁(1)|E₂(1)|E₁(1)|E₂(1)|E₁(1)|E₁(1)|E₂(1)|E₁(1)|E₂(1)|E₁(1)|E₂(1)|E₂(1)|E₁(1)|E₂(1)|E₁(1)|E₂(1)|E₁(1)|E₄ˢ(1)|E₄ˢ(1)|E₄ˢ(1)|E₃ˢ(1)|E₃ˢ(1)|E₃ˢ(1)|E₃ˢ(1)|E₃ˢ(1)|E₃ˢ(1)|E₄ˢ(1)|E₄ˢ(1)|E₄ˢ(1)|E₄ˢ(1)|E₄ˢ(1)|E₄ˢ(1)|E₃ˢ(1)|E₃ˢ(1)|E₃ˢ(1)|E₃ˢ(1)|E₃ˢ(1)|E₃ˢ(1)|E₄ˢ(1)|E₄ˢ(1)|E₄ˢ(1)|E₄ˢ(1)|E₄ˢ(1)|E₄ˢ(1)|E₃ˢ(1)|E₃ˢ(1)|E₃ˢ(1)|E₃ˢ(1)|E₃ˢ(1)|E₃ˢ(1)|E₄ˢ(1)|E₄ˢ(1)|E₄ˢ(1)
Λ:(u,u,0)|Λ₁(1)|Λ₂(1)|Λ₁(1)|Λ₂(1)|Λ₁(1)|Λ₂(1)|Λ₁(1)|Λ₂(1)|Λ₁(1)|Λ₂(1)|Λ₁(1)|Λ₂(1)|Λ₁(1)|Λ₂(1)|Λ₁(1)|Λ₂(1)|Λ₁(1)|Λ₂(1)|Λ₁(1)|Λ₂(1)|Λ₁(1)|Λ₂(1)|Λ₁(1)|Λ₂(1)|Λ₁(1)|Λ₂(1)|Λ₁(1)|Λ₂(1)|Λ₁(1)|Λ₂(1)|Λ₁(1)|Λ₂(1)|Λ₁(1)|Λ₂(1)|Λ₁(1)|Λ₂(1)|Λ₄ˢ(1)|Λ₄ˢ(1)|Λ₄ˢ(1)|Λ₃ˢ(1)|Λ₃ˢ(1)|Λ₃ˢ(1)|Λ₄ˢ(1)|Λ₄ˢ(1)|Λ₄ˢ(1)|Λ₃ˢ(1)|Λ₃ˢ(1)|Λ₃ˢ(1)|Λ₄ˢ(1)|Λ₄ˢ(1)|Λ₄ˢ(1)|Λ₃ˢ(1)|Λ₃ˢ(1)|Λ₃ˢ(1)|Λ₄ˢ(1)|Λ₄ˢ(1)|Λ₄ˢ(1)|Λ₃ˢ(1)|Λ₃ˢ(1)|Λ₃ˢ(1)|Λ₄ˢ(1)|Λ₄ˢ(1)|Λ₄ˢ(1)|Λ₃ˢ(1)|Λ₃ˢ(1)|Λ₃ˢ(1)|Λ₄ˢ(1)|Λ₄ˢ(1)|Λ₄ˢ(1)|Λ₃ˢ(1)|Λ₃ˢ(1)|Λ₃ˢ(1)
Q:(u,u,1/2)|Q₁(1)|Q₂(1)|Q₁(1)|Q₂(1)|Q₁(1)|Q₂(1)|Q₂(1)|Q₁(1)|Q₂(1)|Q₁(1)|Q₂(1)|Q₁(1)|Q₁(1)|Q₂(1)|Q₁(1)|Q₂(1)|Q₁(1)|Q₂(1)|Q₂(1)|Q₁(1)|Q₂(1)|Q₁(1)|Q₂(1)|Q₁(1)|Q₁(1)|Q₂(1)|Q₁(1)|Q₂(1)|Q₁(1)|Q₂(1)|Q₂(1)|Q₁(1)|Q₂(1)|Q₁(1)|Q₂(1)|Q₁(1)|Q₄ˢ(1)|Q₄ˢ(1)|Q₄ˢ(1)|Q₃ˢ(1)|Q₃ˢ(1)|Q₃ˢ(1)|Q₃ˢ(1)|Q₃ˢ(1)|Q₃ˢ(1)|Q₄ˢ(1)|Q₄ˢ(1)|Q₄ˢ(1)|Q₄ˢ(1)|Q₄ˢ(1)|Q₄ˢ(1)|Q₃ˢ(1)|Q₃ˢ(1)|Q₃ˢ(1)|Q₃ˢ(1)|Q₃ˢ(1)|Q₃ˢ(1)|Q₄ˢ(1)|Q₄ˢ(1)|Q₄ˢ(1)|Q₄ˢ(1)|Q₄ˢ(1)|Q₄ˢ(1)|Q₃ˢ(1)|Q₃ˢ(1)|Q₃ˢ(1)|Q₃ˢ(1)|Q₃ˢ(1)|Q₃ˢ(1)|Q₄ˢ(1)|Q₄ˢ(1)|Q₄ˢ(1)
R:(u,0,1/2)|R₁(1)|R₂(1)|R₁(1)|R₂(1)|R₁(1)|R₂(1)|R₂(1)|R₁(1)|R₂(1)|R₁(1)|R₂(1)|R₁(1)|R₁(1)|R₂(1)|R₁(1)|R₂(1)|R₁(1)|R₂(1)|R₂(1)|R₁(1)|R₂(1)|R₁(1)|R₂(1)|R₁(1)|R₁(1)|R₂(1)|R₁(1)|R₂(1)|R₁(1)|R₂(1)|R₂(1)|R₁(1)|R₂(1)|R₁(1)|R₂(1)|R₁(1)|R₄ˢ(1)|R₄ˢ(1)|R₄ˢ(1)|R₃ˢ(1)|R₃ˢ(1)|R₃ˢ(1)|R₃ˢ(1)|R₃ˢ(1)|R₃ˢ(1)|R₄ˢ(1)|R₄ˢ(1)|R₄ˢ(1)|R₄ˢ(1)|R₄ˢ(1)|R₄ˢ(1)|R₃ˢ(1)|R₃ˢ(1)|R₃ˢ(1)|R₃ˢ(1)|R₃ˢ(1)|R₃ˢ(1)|R₄ˢ(1)|R₄ˢ(1)|R₄ˢ(1)|R₄ˢ(1)|R₄ˢ(1)|R₄ˢ(1)|R₃ˢ(1)|R₃ˢ(1)|R₃ˢ(1)|R₃ˢ(1)|R₃ˢ(1)|R₃ˢ(1)|R₄ˢ(1)|R₄ˢ(1)|R₄ˢ(1)
Σ:(u,0,0)|Σ₁(1)|Σ₂(1)|Σ₁(1)|Σ₂(1)|Σ₁(1)|Σ₂(1)|Σ₁(1)|Σ₂(1)|Σ₁(1)|Σ₂(1)|Σ₁(1)|Σ₂(1)|Σ₁(1)|Σ₂(1)|Σ₁(1)|Σ₂(1)|Σ₁(1)|Σ₂(1)|Σ₁(1)|Σ₂(1)|Σ₁(1)|Σ₂(1)|Σ₁(1)|Σ₂(1)|Σ₁(1)|Σ₂(1)|Σ₁(1)|Σ₂(1)|Σ₁(1)|Σ₂(1)|Σ₁(1)|Σ₂(1)|Σ₁(1)|Σ₂(1)|Σ₁(1)|Σ₂(1)|Σ₄ˢ(1)|Σ₄ˢ(1)|Σ₄ˢ(1)|Σ₃ˢ(1)|Σ₃ˢ(1)|Σ₃ˢ(1)|Σ₄ˢ(1)|Σ₄ˢ(1)|Σ₄ˢ(1)|Σ₃ˢ(1)|Σ₃ˢ(1)|Σ₃ˢ(1)|Σ₄ˢ(1)|Σ₄ˢ(1)|Σ₄ˢ(1)|Σ₃ˢ(1)|Σ₃ˢ(1)|Σ₃ˢ(1)|Σ₄ˢ(1)|Σ₄ˢ(1)|Σ₄ˢ(1)|Σ₃ˢ(1)|Σ₃ˢ(1)|Σ₃ˢ(1)|Σ₄ˢ(1)|Σ₄ˢ(1)|Σ₄ˢ(1)|Σ₃ˢ(1)|Σ₃ˢ(1)|Σ₃ˢ(1)|Σ₄ˢ(1)|Σ₄ˢ(1)|Σ₄ˢ(1)|Σ₃ˢ(1)|Σ₃ˢ(1)|Σ₃ˢ(1)
