Wyckoff pos.|4a(2)|4a(2)|4b(2)|4b(2)|4c(2)|4c(2)|4a(2)|4b(2)|4c(2)
Band-Rep.|A↑G(2)|B↑G(2)|A↑G(2)|B↑G(2)|A↑G(2)|B↑G(2)|¹Eˢ²Eˢ↑G(4)|¹Eˢ²Eˢ↑G(4)|¹Eˢ²Eˢ↑G(4)
Decomposable|false|false|false|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₃(1)|Γ₂(1)⊕Γ₄(1)|Γ₁(1)⊕Γ₄(1)|Γ₂(1)⊕Γ₃(1)|Γ₁(1)⊕Γ₂(1)|Γ₃(1)⊕Γ₄(1)|2Γ₅ˢ(2)|2Γ₅ˢ(2)|2Γ₅ˢ(2)
W:(1/2,1/2,1/2)|W₁(2)|W₁(2)|W₁(2)|W₁(2)|W₁(2)|W₁(2)|W₂ˢ(1)⊕W₃ˢ(1)⊕W₄ˢ(1)⊕W₅ˢ(1)|W₂ˢ(1)⊕W₃ˢ(1)⊕W₄ˢ(1)⊕W₅ˢ(1)|W₂ˢ(1)⊕W₃ˢ(1)⊕W₄ˢ(1)⊕W₅ˢ(1)
WA:(-1/2,-1/2,-1/2)|WA₁(2)|WA₁(2)|WA₁(2)|WA₁(2)|WA₁(2)|WA₁(2)|WA₂ˢ(1)⊕WA₃ˢ(1)⊕WA₄ˢ(1)⊕WA₅ˢ(1)|WA₂ˢ(1)⊕WA₃ˢ(1)⊕WA₄ˢ(1)⊕WA₅ˢ(1)|WA₂ˢ(1)⊕WA₃ˢ(1)⊕WA₄ˢ(1)⊕WA₅ˢ(1)
X:(1,1,1)|X₁(1)⊕X₃(1)|X₂(1)⊕X₄(1)|X₂(1)⊕X₃(1)|X₁(1)⊕X₄(1)|X₁(1)⊕X₂(1)|X₃(1)⊕X₄(1)|2X₅ˢ(2)|2X₅ˢ(2)|2X₅ˢ(2)
R:(1/2,0,1/2)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|2R₃ˢR₄ˢ(2)|2R₃ˢR₄ˢ(2)|2R₃ˢR₄ˢ(2)
S:(0,1/2,1/2)|S₁(1)⊕S₂(1)|S₁(1)⊕S₂(1)|S₁(1)⊕S₂(1)|S₁(1)⊕S₂(1)|S₁(1)⊕S₂(1)|S₁(1)⊕S₂(1)|2S₃ˢS₄ˢ(2)|2S₃ˢS₄ˢ(2)|2S₃ˢS₄ˢ(2)
T:(1/2,1/2,0)|T₁(1)⊕T₂(1)|T₁(1)⊕T₂(1)|T₁(1)⊕T₂(1)|T₁(1)⊕T₂(1)|T₁(1)⊕T₂(1)|T₁(1)⊕T₂(1)|2T₃ˢT₄ˢ(2)|2T₃ˢT₄ˢ(2)|2T₃ˢT₄ˢ(2)
