Wyckoff pos.|2a(32)|2a(32)|2a(32)|2b(-6)|2b(-6)|2b(-6)|2b(-6)|2c(32)|2c(32)|2c(32)|2d(-6)|2d(-6)|2d(-6)|2d(-6)|2e(32)|2e(32)|2e(32)|2f(-6)|2f(-6)|2f(-6)|2f(-6)|2a(32)|2a(32)|2b(-6)|2b(-6)|2b(-6)|2c(32)|2c(32)|2d(-6)|2d(-6)|2d(-6)|2e(32)|2e(32)|2f(-6)|2f(-6)|2f(-6)
Band-Rep.|A₁↑G(2)|A₂↑G(2)|E↑G(4)|A′↑G(2)|A′′↑G(2)|¹E′′²E′′↑G(4)|¹E′²E′↑G(4)|A₁↑G(2)|A₂↑G(2)|E↑G(4)|A′↑G(2)|A′′↑G(2)|¹E′′²E′′↑G(4)|¹E′²E′↑G(4)|A₁↑G(2)|A₂↑G(2)|E↑G(4)|A′↑G(2)|A′′↑G(2)|¹E′′²E′′↑G(4)|¹E′²E′↑G(4)|¹Eˢ²Eˢ↑G(4)|E₁ˢ↑G(4)|¹E₁ˢ²E₁ˢ↑G(4)|¹E₂ˢ²E₂ˢ↑G(4)|¹E₃ˢ²E₃ˢ↑G(4)|¹Eˢ²Eˢ↑G(4)|E₁ˢ↑G(4)|¹E₁ˢ²E₁ˢ↑G(4)|¹E₂ˢ²E₂ˢ↑G(4)|¹E₃ˢ²E₃ˢ↑G(4)|¹Eˢ²Eˢ↑G(4)|E₁ˢ↑G(4)|¹E₁ˢ²E₁ˢ↑G(4)|¹E₂ˢ²E₂ˢ↑G(4)|¹E₃ˢ²E₃ˢ↑G(4)
Decomposable|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false
A:(0,0,1/2)|A₁(2)|A₁(2)|A₂A₃(4)|A₁(2)|A₁(2)|A₂A₃(4)|A₂A₃(4)|A₁(2)|A₁(2)|A₂A₃(4)|A₁(2)|A₁(2)|A₂A₃(4)|A₂A₃(4)|A₁(2)|A₁(2)|A₂A₃(4)|A₁(2)|A₁(2)|A₂A₃(4)|A₂A₃(4)|A₄ˢA₆ˢ(2)⊕A₅ˢA₇ˢ(2)|A₈ˢA₉ˢ(4)|A₄ˢA₆ˢ(2)⊕A₅ˢA₇ˢ(2)|A₈ˢA₉ˢ(4)|A₈ˢA₉ˢ(4)|A₄ˢA₆ˢ(2)⊕A₅ˢA₇ˢ(2)|A₈ˢA₉ˢ(4)|A₄ˢA₆ˢ(2)⊕A₅ˢA₇ˢ(2)|A₈ˢA₉ˢ(4)|A₈ˢA₉ˢ(4)|A₄ˢA₆ˢ(2)⊕A₅ˢA₇ˢ(2)|A₈ˢA₉ˢ(4)|A₄ˢA₆ˢ(2)⊕A₅ˢA₇ˢ(2)|A₈ˢA₉ˢ(4)|A₈ˢA₉ˢ(4)
Γ:(0,0,0)|Γ₁(1)⊕Γ₄(1)|Γ₂(1)⊕Γ₃(1)|Γ₅(2)⊕Γ₆(2)|Γ₁(1)⊕Γ₂(1)|Γ₃(1)⊕Γ₄(1)|2Γ₆(2)|2Γ₅(2)|Γ₁(1)⊕Γ₄(1)|Γ₂(1)⊕Γ₃(1)|Γ₅(2)⊕Γ₆(2)|Γ₁(1)⊕Γ₂(1)|Γ₃(1)⊕Γ₄(1)|2Γ₆(2)|2Γ₅(2)|Γ₁(1)⊕Γ₄(1)|Γ₂(1)⊕Γ₃(1)|Γ₅(2)⊕Γ₆(2)|Γ₁(1)⊕Γ₂(1)|Γ₃(1)⊕Γ₄(1)|2Γ₆(2)|2Γ₅(2)|2Γ₇ˢ(2)|Γ₈ˢ(2)⊕Γ₉ˢ(2)|2Γ₇ˢ(2)|2Γ₈ˢ(2)|2Γ₉ˢ(2)|2Γ₇ˢ(2)|Γ₈ˢ(2)⊕Γ₉ˢ(2)|2Γ₇ˢ(2)|2Γ₈ˢ(2)|2Γ₉ˢ(2)|2Γ₇ˢ(2)|Γ₈ˢ(2)⊕Γ₉ˢ(2)|2Γ₇ˢ(2)|2Γ₈ˢ(2)|2Γ₉ˢ(2)
H:(1/3,1/3,1/2)|H₁H₂(2)|H₁H₂(2)|H₃H₄(2)⊕H₅H₆(2)|H₁H₂(2)|H₁H₂(2)|H₃H₄(2)⊕H₅H₆(2)|H₃H₄(2)⊕H₅H₆(2)|H₃H₄(2)|H₃H₄(2)|H₁H₂(2)⊕H₅H₆(2)|H₃H₄(2)|H₃H₄(2)|H₁H₂(2)⊕H₅H₆(2)|H₁H₂(2)⊕H₅H₆(2)|H₅H₆(2)|H₅H₆(2)|H₁H₂(2)⊕H₃H₄(2)|H₅H₆(2)|H₅H₆(2)|H₁H₂(2)⊕H₃H₄(2)|H₁H₂(2)⊕H₃H₄(2)|2H₇ˢH₈ˢ(2)|H₁₀ˢH₉ˢ(2)⊕H₁₁ˢH₁₂ˢ(2)|2H₇ˢH₈ˢ(2)|H₁₀ˢH₉ˢ(2)⊕H₁₁ˢH₁₂ˢ(2)|H₁₀ˢH₉ˢ(2)⊕H₁₁ˢH₁₂ˢ(2)|2H₁₀ˢH₉ˢ(2)|H₇ˢH₈ˢ(2)⊕H₁₁ˢH₁₂ˢ(2)|2H₁₀ˢH₉ˢ(2)|H₇ˢH₈ˢ(2)⊕H₁₁ˢH₁₂ˢ(2)|H₇ˢH₈ˢ(2)⊕H₁₁ˢH₁₂ˢ(2)|2H₁₁ˢH₁₂ˢ(2)|H₇ˢH₈ˢ(2)⊕H₁₀ˢH₉ˢ(2)|2H₁₁ˢH₁₂ˢ(2)|H₇ˢH₈ˢ(2)⊕H₁₀ˢH₉ˢ(2)|H₇ˢH₈ˢ(2)⊕H₁₀ˢH₉ˢ(2)
K:(1/3,1/3,0)|K₁(1)⊕K₂(1)|K₁(1)⊕K₂(1)|K₃(1)⊕K₄(1)⊕K₅(1)⊕K₆(1)|2K₁(1)|2K₂(1)|2K₄(1)⊕2K₆(1)|2K₃(1)⊕2K₅(1)|K₃(1)⊕K₄(1)|K₃(1)⊕K₄(1)|K₁(1)⊕K₂(1)⊕K₅(1)⊕K₆(1)|2K₃(1)|2K₄(1)|2K₂(1)⊕2K₆(1)|2K₁(1)⊕2K₅(1)|K₅(1)⊕K₆(1)|K₅(1)⊕K₆(1)|K₁(1)⊕K₂(1)⊕K₃(1)⊕K₄(1)|2K₅(1)|2K₆(1)|2K₂(1)⊕2K₄(1)|2K₁(1)⊕2K₃(1)|2K₇ˢ(1)⊕2K₈ˢ(1)|K₉ˢ(1)⊕K₁₀ˢ(1)⊕K₁₁ˢ(1)⊕K₁₂ˢ(1)|2K₇ˢ(1)⊕2K₈ˢ(1)|2K₉ˢ(1)⊕2K₁₂ˢ(1)|2K₁₀ˢ(1)⊕2K₁₁ˢ(1)|2K₉ˢ(1)⊕2K₁₀ˢ(1)|K₇ˢ(1)⊕K₈ˢ(1)⊕K₁₁ˢ(1)⊕K₁₂ˢ(1)|2K₉ˢ(1)⊕2K₁₀ˢ(1)|2K₈ˢ(1)⊕2K₁₁ˢ(1)|2K₇ˢ(1)⊕2K₁₂ˢ(1)|2K₁₁ˢ(1)⊕2K₁₂ˢ(1)|K₇ˢ(1)⊕K₈ˢ(1)⊕K₉ˢ(1)⊕K₁₀ˢ(1)|2K₁₁ˢ(1)⊕2K₁₂ˢ(1)|2K₇ˢ(1)⊕2K₁₀ˢ(1)|2K₈ˢ(1)⊕2K₉ˢ(1)
L:(1/2,0,1/2)|L₁(2)|L₁(2)|2L₁(2)|L₁(2)|L₁(2)|2L₁(2)|2L₁(2)|L₁(2)|L₁(2)|2L₁(2)|L₁(2)|L₁(2)|2L₁(2)|2L₁(2)|L₁(2)|L₁(2)|2L₁(2)|L₁(2)|L₁(2)|2L₁(2)|2L₁(2)|L₂ˢL₅ˢ(2)⊕L₃ˢL₄ˢ(2)|L₂ˢL₅ˢ(2)⊕L₃ˢL₄ˢ(2)|L₂ˢL₅ˢ(2)⊕L₃ˢL₄ˢ(2)|L₂ˢL₅ˢ(2)⊕L₃ˢL₄ˢ(2)|L₂ˢL₅ˢ(2)⊕L₃ˢL₄ˢ(2)|L₂ˢL₅ˢ(2)⊕L₃ˢL₄ˢ(2)|L₂ˢL₅ˢ(2)⊕L₃ˢL₄ˢ(2)|L₂ˢL₅ˢ(2)⊕L₃ˢL₄ˢ(2)|L₂ˢL₅ˢ(2)⊕L₃ˢL₄ˢ(2)|L₂ˢL₅ˢ(2)⊕L₃ˢL₄ˢ(2)|L₂ˢL₅ˢ(2)⊕L₃ˢL₄ˢ(2)|L₂ˢL₅ˢ(2)⊕L₃ˢL₄ˢ(2)|L₂ˢL₅ˢ(2)⊕L₃ˢL₄ˢ(2)|L₂ˢL₅ˢ(2)⊕L₃ˢL₄ˢ(2)|L₂ˢL₅ˢ(2)⊕L₃ˢL₄ˢ(2)
M:(1/2,0,0)|M₁(1)⊕M₄(1)|M₂(1)⊕M₃(1)|M₁(1)⊕M₂(1)⊕M₃(1)⊕M₄(1)|M₁(1)⊕M₂(1)|M₃(1)⊕M₄(1)|2M₃(1)⊕2M₄(1)|2M₁(1)⊕2M₂(1)|M₁(1)⊕M₄(1)|M₂(1)⊕M₃(1)|M₁(1)⊕M₂(1)⊕M₃(1)⊕M₄(1)|M₁(1)⊕M₂(1)|M₃(1)⊕M₄(1)|2M₃(1)⊕2M₄(1)|2M₁(1)⊕2M₂(1)|M₁(1)⊕M₄(1)|M₂(1)⊕M₃(1)|M₁(1)⊕M₂(1)⊕M₃(1)⊕M₄(1)|M₁(1)⊕M₂(1)|M₃(1)⊕M₄(1)|2M₃(1)⊕2M₄(1)|2M₁(1)⊕2M₂(1)|2M₅ˢ(2)|2M₅ˢ(2)|2M₅ˢ(2)|2M₅ˢ(2)|2M₅ˢ(2)|2M₅ˢ(2)|2M₅ˢ(2)|2M₅ˢ(2)|2M₅ˢ(2)|2M₅ˢ(2)|2M₅ˢ(2)|2M₅ˢ(2)|2M₅ˢ(2)|2M₅ˢ(2)|2M₅ˢ(2)
