Wyckoff pos.|1a(2)|1a(2)|1b(2)|1b(2)|1c(2)|1c(2)|1d(2)|1d(2)|1a(2)|1b(2)|1c(2)|1d(2)
Band-Rep.|A↑G(1)|B↑G(1)|A↑G(1)|B↑G(1)|A↑G(1)|B↑G(1)|A↑G(1)|B↑G(1)|¹Eˢ²Eˢ↑G(2)|¹Eˢ²Eˢ↑G(2)|¹Eˢ²Eˢ↑G(2)|¹Eˢ²Eˢ↑G(2)
Decomposable|false|false|false|false|false|false|false|false|false|false|false|false
A:(1/2,0,1/2)|A₁(1)|A₂(1)|A₂(1)|A₁(1)|A₂(1)|A₁(1)|A₁(1)|A₂(1)|Aˢ₃Aˢ₄(2)|Aˢ₃Aˢ₄(2)|Aˢ₃Aˢ₄(2)|Aˢ₃Aˢ₄(2)
B:(0,0,1/2)|B₁(1)|B₂(1)|B₂(1)|B₁(1)|B₁(1)|B₂(1)|B₂(1)|B₁(1)|Bˢ₃Bˢ₄(2)|Bˢ₃Bˢ₄(2)|Bˢ₃Bˢ₄(2)|Bˢ₃Bˢ₄(2)
C:(1/2,1/2,0)|C₁(1)|C₂(1)|C₁(1)|C₂(1)|C₂(1)|C₁(1)|C₂(1)|C₁(1)|Cˢ₃Cˢ₄(2)|Cˢ₃Cˢ₄(2)|Cˢ₃Cˢ₄(2)|Cˢ₃Cˢ₄(2)
D:(0,1/2,1/2)|D₁(1)|D₂(1)|D₂(1)|D₁(1)|D₁(1)|D₂(1)|D₂(1)|D₁(1)|Dˢ₃Dˢ₄(2)|Dˢ₃Dˢ₄(2)|Dˢ₃Dˢ₄(2)|Dˢ₃Dˢ₄(2)
E:(1/2,1/2,1/2)|E₁(1)|E₂(1)|E₂(1)|E₁(1)|E₂(1)|E₁(1)|E₁(1)|E₂(1)|Eˢ₃Eˢ₄(2)|Eˢ₃Eˢ₄(2)|Eˢ₃Eˢ₄(2)|Eˢ₃Eˢ₄(2)
Γ:(0,0,0)|Γ₁(1)|Γ₂(1)|Γ₁(1)|Γ₂(1)|Γ₁(1)|Γ₂(1)|Γ₁(1)|Γ₂(1)|Γˢ₃Γˢ₄(2)|Γˢ₃Γˢ₄(2)|Γˢ₃Γˢ₄(2)|Γˢ₃Γˢ₄(2)
Y:(1/2,0,0)|Y₁(1)|Y₂(1)|Y₁(1)|Y₂(1)|Y₂(1)|Y₁(1)|Y₂(1)|Y₁(1)|Yˢ₃Yˢ₄(2)|Yˢ₃Yˢ₄(2)|Yˢ₃Yˢ₄(2)|Yˢ₃Yˢ₄(2)
Z:(0,1/2,0)|Z₁(1)|Z₂(1)|Z₁(1)|Z₂(1)|Z₁(1)|Z₂(1)|Z₁(1)|Z₂(1)|Zˢ₃Zˢ₄(2)|Zˢ₃Zˢ₄(2)|Zˢ₃Zˢ₄(2)|Zˢ₃Zˢ₄(2)
