Wyckoff pos.|4a(1)|4a(1)
Band-Rep.|A↑G(4)|AˢAˢ↑G(8)
Decomposable|false|false
A:(1/2,1/2,1/2)|A₁A₃(2)⊕A₂A₄(2)|2A₅ˢA₆ˢ(2)⊕A₇ˢA₇ˢ(2)⊕A₈ˢA₈ˢ(2)
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)⊕Γ₃Γ₄(2)|2Γ₅ˢΓ₇ˢ(2)⊕2Γ₆ˢΓ₈ˢ(2)
M:(1/2,1/2,0)|M₁(1)⊕M₂(1)⊕M₃M₄(2)|2M₅ˢM₇ˢ(2)⊕2M₆ˢM₈ˢ(2)
Z:(0,0,1/2)|Z₁Z₃(2)⊕Z₂Z₄(2)|2Z₅ˢZ₆ˢ(2)⊕Z₇ˢZ₇ˢ(2)⊕Z₈ˢZ₈ˢ(2)
R:(0,1/2,1/2)|2R₁R₂(2)|2R₃ˢR₃ˢ(2)⊕2R₄ˢR₄ˢ(2)
X:(0,1/2,0)|2X₁(1)⊕2X₂(1)|4X₃ˢX₄ˢ(2)
