Wyckoff pos.|2a(2)|2a(2)|2b(2)|2b(2)|2a(2)|2b(2)
Band-Rep.|A↑G(2)|B↑G(2)|A↑G(2)|B↑G(2)|¹Eˢ²Eˢ↑G(4)|¹Eˢ²Eˢ↑G(4)
Decomposable|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)|Γ₃(1)⊕Γ₄(1)|Γ₁(1)⊕Γ₂(1)|Γ₃(1)⊕Γ₄(1)|2Γ₅ˢ(2)|2Γ₅ˢ(2)
R:(1/2,1/2,1/2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₂ˢR₅ˢ(2)⊕R₃ˢR₄ˢ(2)|R₂ˢR₅ˢ(2)⊕R₃ˢR₄ˢ(2)
S:(1/2,1/2,0)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₂ˢS₃ˢ(2)⊕S₄ˢS₅ˢ(2)|S₂ˢS₃ˢ(2)⊕S₄ˢS₅ˢ(2)
T:(0,1/2,1/2)|T₁(2)|T₁(2)|T₁(2)|T₁(2)|T₂ˢT₅ˢ(2)⊕T₃ˢT₄ˢ(2)|T₂ˢT₅ˢ(2)⊕T₃ˢT₄ˢ(2)
U:(1/2,0,1/2)|U₁U₂(2)|U₃U₄(2)|U₃U₄(2)|U₁U₂(2)|U₅ˢU₅ˢ(4)|U₅ˢU₅ˢ(4)
X:(1/2,0,0)|X₁(1)⊕X₂(1)|X₃(1)⊕X₄(1)|X₃(1)⊕X₄(1)|X₁(1)⊕X₂(1)|2X₅ˢ(2)|2X₅ˢ(2)
Y:(0,1/2,0)|Y₁(2)|Y₁(2)|Y₁(2)|Y₁(2)|Y₂ˢY₃ˢ(2)⊕Y₄ˢY₅ˢ(2)|Y₂ˢY₃ˢ(2)⊕Y₄ˢY₅ˢ(2)
Z:(0,0,1/2)|Z₁Z₂(2)|Z₃Z₄(2)|Z₁Z₂(2)|Z₃Z₄(2)|Z₅ˢZ₅ˢ(4)|Z₅ˢZ₅ˢ(4)
