Wyckoff pos.|2c(mm2)|2c(mm2)|2c(mm2)|2c(mm2)|1b(4mm)|1b(4mm)|1b(4mm)|1b(4mm)|1b(4mm)|1a(4mm)|1a(4mm)|1a(4mm)|1a(4mm)|1a(4mm)
Band-Rep.|A₁↑G(2)|A₂↑G(2)|B₂↑G(2)|B₁↑G(2)|A₁↑G(1)|B₁↑G(1)|B₂↑G(1)|A₂↑G(1)|E↑G(2)|A₁↑G(1)|B₁↑G(1)|B₂↑G(1)|A₂↑G(1)|E↑G(2)
Decomposable|false|false|false|false|false|false|false|false|false|false|false|false|false|false
Y:(α,0.5)|Y₁⊕Y₂|Y₁⊕Y₂|2Y₁|2Y₂|Y₂|Y₂|Y₁|Y₁|Y₁⊕Y₂|Y₁|Y₁|Y₂|Y₂|Y₁⊕Y₂
Δ:(0.0,α)|2Δ₁|2Δ₂|Δ₁⊕Δ₂|Δ₁⊕Δ₂|Δ₁|Δ₁|Δ₂|Δ₂|Δ₁⊕Δ₂|Δ₁|Δ₁|Δ₂|Δ₂|Δ₁⊕Δ₂
X:(0.0,0.5)|X₁⊕X₄|X₂⊕X₃|X₁⊕X₃|X₂⊕X₄|X₄|X₄|X₃|X₃|X₁⊕X₂|X₁|X₁|X₂|X₂|X₃⊕X₄
M:(0.5,0.5)|M₅|M₅|M₁⊕M₂|M₃⊕M₄|M₃|M₄|M₁|M₂|M₅|M₁|M₂|M₃|M₄|M₅
Σ:(α,α)|Σ₁⊕Σ₂|Σ₁⊕Σ₂|Σ₁⊕Σ₂|Σ₁⊕Σ₂|Σ₁|Σ₂|Σ₁|Σ₂|Σ₁⊕Σ₂|Σ₁|Σ₂|Σ₁|Σ₂|Σ₁⊕Σ₂
Γ:(0.0,0.0)|Γ₁⊕Γ₂|Γ₃⊕Γ₄|Γ₅|Γ₅|Γ₁|Γ₂|Γ₃|Γ₄|Γ₅|Γ₁|Γ₂|Γ₃|Γ₄|Γ₅
Ω:(α,β)|2Ω₁|2Ω₁|2Ω₁|2Ω₁|Ω₁|Ω₁|Ω₁|Ω₁|2Ω₁|Ω₁|Ω₁|Ω₁|Ω₁|2Ω₁
