Wyckoff pos.|4a(1ˢ)|4a(1ˢ)|4b(1ˢ)|4b(1ˢ)|4c(2)|4c(2)|4d(m)|4d(m)|4a(1ˢ)|4a(1ˢ)|4b(1ˢ)|4b(1ˢ)|4c(2)|4d(m)
Band-Rep.|Ag↑G(4)|Aᵤ↑G(4)|Ag↑G(4)|Aᵤ↑G(4)|A↑G(4)|B↑G(4)|A'↑G(4)|A''↑G(4)|AˢgAˢg↑G(8)|AˢᵤAˢᵤ↑G(8)|AˢgAˢg↑G(8)|AˢᵤAˢᵤ↑G(8)|¹Eˢ²Eˢ↑G(8)|¹Eˢ²Eˢ↑G(8)
Decomposable|false|false|false|false|false|false|false|false|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁⁺(1)⊕Γ₂⁺(1)⊕Γ₃⁺(1)⊕Γ₄⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)⊕Γ₃⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₂⁺(1)⊕Γ₃⁺(1)⊕Γ₄⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)⊕Γ₃⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₁⁻(1)⊕Γ₃⁺(1)⊕Γ₃⁻(1)|Γ₂⁺(1)⊕Γ₂⁻(1)⊕Γ₄⁺(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₂⁺(1)⊕Γ₃⁻(1)⊕Γ₄⁻(1)|Γ₁⁻(1)⊕Γ₂⁻(1)⊕Γ₃⁺(1)⊕Γ₄⁺(1)|4Γˢ₅(2)|4Γˢ₆(2)|4Γˢ₅(2)|4Γˢ₆(2)|2Γˢ₅(2)⊕2Γˢ₆(2)|2Γˢ₅(2)⊕2Γˢ₆(2)
R:(1/2,1/2,1/2)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|Rˢ₃Rˢ₃(4)⊕Rˢ₄Rˢ₄(4)|Rˢ₃Rˢ₃(4)⊕Rˢ₄Rˢ₄(4)|Rˢ₃Rˢ₃(4)⊕Rˢ₄Rˢ₄(4)|Rˢ₃Rˢ₃(4)⊕Rˢ₄Rˢ₄(4)|Rˢ₃Rˢ₃(4)⊕Rˢ₄Rˢ₄(4)|Rˢ₃Rˢ₃(4)⊕Rˢ₄Rˢ₄(4)
S:(1/2,1/2,0)|S₁(2)⊕S₂(2)|S₁(2)⊕S₂(2)|S₁(2)⊕S₂(2)|S₁(2)⊕S₂(2)|S₁(2)⊕S₂(2)|S₁(2)⊕S₂(2)|2S₂(2)|2S₁(2)|2Sˢ₃Sˢ₄(4)|2Sˢ₃Sˢ₄(4)|2Sˢ₃Sˢ₄(4)|2Sˢ₃Sˢ₄(4)|2Sˢ₃Sˢ₄(4)|2Sˢ₃Sˢ₄(4)
T:(0,1/2,1/2)|T₁T₂(4)|T₁T₂(4)|T₁T₂(4)|T₁T₂(4)|T₁T₂(4)|T₁T₂(4)|T₁T₂(4)|T₁T₂(4)|Tˢ₃Tˢ₃(4)⊕Tˢ₄Tˢ₄(4)|Tˢ₃Tˢ₃(4)⊕Tˢ₄Tˢ₄(4)|Tˢ₃Tˢ₃(4)⊕Tˢ₄Tˢ₄(4)|Tˢ₃Tˢ₃(4)⊕Tˢ₄Tˢ₄(4)|Tˢ₃Tˢ₃(4)⊕Tˢ₄Tˢ₄(4)|Tˢ₃Tˢ₃(4)⊕Tˢ₄Tˢ₄(4)
U:(1/2,0,1/2)|U₁(2)⊕U₂(2)|U₁(2)⊕U₂(2)|U₁(2)⊕U₂(2)|U₁(2)⊕U₂(2)|U₁(2)⊕U₂(2)|U₁(2)⊕U₂(2)|U₁(2)⊕U₂(2)|U₁(2)⊕U₂(2)|2Uˢ₃Uˢ₄(4)|2Uˢ₃Uˢ₄(4)|2Uˢ₃Uˢ₄(4)|2Uˢ₃Uˢ₄(4)|2Uˢ₃Uˢ₄(4)|2Uˢ₃Uˢ₄(4)
X:(1/2,0,0)|X₁⁺(1)⊕X₂⁺(1)⊕X₃⁺(1)⊕X₄⁺(1)|X₁⁻(1)⊕X₂⁻(1)⊕X₃⁻(1)⊕X₄⁻(1)|X₁⁻(1)⊕X₂⁻(1)⊕X₃⁻(1)⊕X₄⁻(1)|X₁⁺(1)⊕X₂⁺(1)⊕X₃⁺(1)⊕X₄⁺(1)|X₁⁺(1)⊕X₁⁻(1)⊕X₃⁺(1)⊕X₃⁻(1)|X₂⁺(1)⊕X₂⁻(1)⊕X₄⁺(1)⊕X₄⁻(1)|X₁⁺(1)⊕X₂⁺(1)⊕X₃⁻(1)⊕X₄⁻(1)|X₁⁻(1)⊕X₂⁻(1)⊕X₃⁺(1)⊕X₄⁺(1)|4Xˢ₅(2)|4Xˢ₆(2)|4Xˢ₆(2)|4Xˢ₅(2)|2Xˢ₅(2)⊕2Xˢ₆(2)|2Xˢ₅(2)⊕2Xˢ₆(2)
Y:(0,1/2,0)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|2Y₂(2)|2Y₁(2)|2Yˢ₃Yˢ₄(4)|2Yˢ₃Yˢ₄(4)|2Yˢ₃Yˢ₄(4)|2Yˢ₃Yˢ₄(4)|2Yˢ₃Yˢ₄(4)|2Yˢ₃Yˢ₄(4)
