Wyckoff pos.|2a(1)|2a(1)
Band-Rep.|A↑G(2)|AˢAˢ↑G(4)
Decomposable|false|false
A:(1/2,0,1/2)|A₁(1)⊕A₂(1)|2Aˢ₃Aˢ₄(2)
B:(0,0,1/2)|B₁(1)⊕B₂(1)|2Bˢ₃Bˢ₄(2)
C:(1/2,1/2,0)|C₁C₂(2)|Cˢ₃Cˢ₃(2)⊕Cˢ₄Cˢ₄(2)
D:(0,1/2,1/2)|D₁D₂(2)|Dˢ₃Dˢ₃(2)⊕Dˢ₄Dˢ₄(2)
E:(1/2,1/2,1/2)|E₁E₂(2)|Eˢ₃Eˢ₃(2)⊕Eˢ₄Eˢ₄(2)
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)|2Γˢ₃Γˢ₄(2)
Y:(1/2,0,0)|Y₁(1)⊕Y₂(1)|2Yˢ₃Yˢ₄(2)
Z:(0,1/2,0)|Z₁Z₂(2)|Zˢ₃Zˢ₃(2)⊕Zˢ₄Zˢ₄(2)
Λ:(0,v,0)|Λ₁(1)⊕Λ₂(1)|2Λˢ₃(1)⊕2Λˢ₄(1)
U:(1/2,v,1/2)|U₁(1)⊕U₂(1)|2Uˢ₃(1)⊕2Uˢ₄(1)
V:(0,v,1/2)|V₁(1)⊕V₂(1)|2Vˢ₃(1)⊕2Vˢ₄(1)
W:(1/2,v,0)|W₁(1)⊕W₂(1)|2Wˢ₃(1)⊕2Wˢ₄(1)
F:(u,0,w)|2F₁(1)|4Fˢ₂(1)
G:(u,1/2,w)|G₁G₁(2)|2Gˢ₂Gˢ₂(2)
GP:(u,v,w)|2GP₁(1)|4GPˢ₂(1)
