Wyckoff pos.|4a(1)|4a(1)
Band-Rep.|A↑G(4)|AˢAˢ↑G(8)
Decomposable|false|false
A:(1/2,1/2,1/2)|A₁A₃(2)⊕A₂A₄(2)|2Aˢ₅Aˢ₆(2)⊕Aˢ₇Aˢ₇(2)⊕Aˢ₈Aˢ₈(2)
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)⊕Γ₃Γ₄(2)|2Γˢ₅Γˢ₇(2)⊕2Γˢ₆Γˢ₈(2)
M:(1/2,1/2,0)|M₁(1)⊕M₂(1)⊕M₃M₄(2)|2Mˢ₅Mˢ₇(2)⊕2Mˢ₆Mˢ₈(2)
Z:(0,0,1/2)|Z₁Z₃(2)⊕Z₂Z₄(2)|2Zˢ₅Zˢ₆(2)⊕Zˢ₇Zˢ₇(2)⊕Zˢ₈Zˢ₈(2)
R:(0,1/2,1/2)|2R₁R₂(2)|2Rˢ₃Rˢ₃(2)⊕2Rˢ₄Rˢ₄(2)
X:(0,1/2,0)|2X₁(1)⊕2X₂(1)|4Xˢ₃Xˢ₄(2)
Λ:(0,0,w)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|2Λˢ₅(1)⊕2Λˢ₆(1)⊕2Λˢ₇(1)⊕2Λˢ₈(1)
V:(1/2,1/2,w)|V₁(1)⊕V₂(1)⊕V₃(1)⊕V₄(1)|2Vˢ₅(1)⊕2Vˢ₆(1)⊕2Vˢ₇(1)⊕2Vˢ₈(1)
W:(0,1/2,w)|2W₁(1)⊕2W₂(1)|4Wˢ₃(1)⊕4Wˢ₄(1)
B:(0,v,w)|4B₁(1)|8Bˢ₂(1)
C:(u,u,w)|4C₁(1)|8Cˢ₂(1)
D:(u,v,0)|4D₁(1)|8Dˢ₂(1)
Δ:(0,v,0)|4Δ₁(1)|8Δˢ₂(1)
E:(u,v,1/2)|2E₁E₁(2)|4Eˢ₂Eˢ₂(2)
F:(u,1/2,w)|4F₁(1)|8Fˢ₂(1)
Ω:(u,v,w)|4Ω₁(1)|8Ωˢ₂(1)
S:(u,u,1/2)|2S₁S₁(2)|4Sˢ₂Sˢ₂(2)
Σ:(u,u,0)|4Σ₁(1)|8Σˢ₂(1)
T:(u,1/2,1/2)|2T₁T₁(2)|4Tˢ₂Tˢ₂(2)
U:(0,v,1/2)|2U₁U₁(2)|4Uˢ₂Uˢ₂(2)
Y:(u,1/2,0)|4Y₁(1)|8Yˢ₂(1)
