Wyckoff pos.|4a(32)|4a(32)|4a(32)|4b(32)|4b(32)|4b(32)|4a(32)|4a(32)|4b(32)|4b(32)
Band-Rep.|A₁↑G(4)|A₂↑G(4)|E↑G(8)|A₁↑G(4)|A₂↑G(4)|E↑G(8)|¹Eˢ²Eˢ↑G(8)|Eˢ₁↑G(8)|¹Eˢ²Eˢ↑G(8)|Eˢ₁↑G(8)
Decomposable|false|false|false|false|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₅(3)|Γ₂(1)⊕Γ₄(3)|Γ₃(2)⊕Γ₄(3)⊕Γ₅(3)|Γ₁(1)⊕Γ₅(3)|Γ₂(1)⊕Γ₄(3)|Γ₃(2)⊕Γ₄(3)⊕Γ₅(3)|2Γˢ₈(4)|Γˢ₆(2)⊕Γˢ₇(2)⊕Γˢ₈(4)|2Γˢ₈(4)|Γˢ₆(2)⊕Γˢ₇(2)⊕Γˢ₈(4)
R:(1/2,1/2,1/2)|R₃(4)|R₃(4)|R₁R₂(4)⊕R₃(4)|R₃(4)|R₃(4)|R₁R₂(4)⊕R₃(4)|Rˢ₄Rˢ₅(2)⊕Rˢ₇Rˢ₈(6)|Rˢ₆(2)⊕Rˢ₇Rˢ₈(6)|Rˢ₄Rˢ₅(2)⊕Rˢ₇Rˢ₈(6)|Rˢ₆(2)⊕Rˢ₇Rˢ₈(6)
M:(1/2,1/2,0)|M₁M₄(2)⊕M₅(2)|M₂M₃(2)⊕M₅(2)|M₁M₄(2)⊕M₂M₃(2)⊕2M₅(2)|M₁M₄(2)⊕M₅(2)|M₂M₃(2)⊕M₅(2)|M₁M₄(2)⊕M₂M₃(2)⊕2M₅(2)|2Mˢ₆Mˢ₇(4)|2Mˢ₆Mˢ₇(4)|2Mˢ₆Mˢ₇(4)|2Mˢ₆Mˢ₇(4)
X:(0,1/2,0)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|2X₁(2)⊕2X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|2X₁(2)⊕2X₂(2)|Xˢ₃Xˢ₆(2)⊕Xˢ₄Xˢ₅(2)⊕2Xˢ₇(2)|Xˢ₃Xˢ₆(2)⊕Xˢ₄Xˢ₅(2)⊕2Xˢ₇(2)|Xˢ₃Xˢ₆(2)⊕Xˢ₄Xˢ₅(2)⊕2Xˢ₇(2)|Xˢ₃Xˢ₆(2)⊕Xˢ₄Xˢ₅(2)⊕2Xˢ₇(2)
Δ:(0,v,0)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|2Δ₁(1)⊕2Δ₂(1)⊕2Δ₃(1)⊕2Δ₄(1)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|2Δ₁(1)⊕2Δ₂(1)⊕2Δ₃(1)⊕2Δ₄(1)|2Δˢ₅(1)⊕2Δˢ₆(1)⊕2Δˢ₇(1)⊕2Δˢ₈(1)|2Δˢ₅(1)⊕2Δˢ₆(1)⊕2Δˢ₇(1)⊕2Δˢ₈(1)|2Δˢ₅(1)⊕2Δˢ₆(1)⊕2Δˢ₇(1)⊕2Δˢ₈(1)|2Δˢ₅(1)⊕2Δˢ₆(1)⊕2Δˢ₇(1)⊕2Δˢ₈(1)
T:(1/2,1/2,w)|T₁T₂(2)⊕T₃T₄(2)|T₁T₂(2)⊕T₃T₄(2)|2T₁T₂(2)⊕2T₃T₄(2)|T₁T₂(2)⊕T₃T₄(2)|T₁T₂(2)⊕T₃T₄(2)|2T₁T₂(2)⊕2T₃T₄(2)|2Tˢ₅Tˢ₆(2)⊕2Tˢ₇Tˢ₈(2)|2Tˢ₅Tˢ₆(2)⊕2Tˢ₇Tˢ₈(2)|2Tˢ₅Tˢ₆(2)⊕2Tˢ₇Tˢ₈(2)|2Tˢ₅Tˢ₆(2)⊕2Tˢ₇Tˢ₈(2)
Λ:(u,u,u)|2Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|2Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|2Λ₁(1)⊕3Λ₂(1)⊕3Λ₃(1)|2Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|2Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|2Λ₁(1)⊕3Λ₂(1)⊕3Λ₃(1)|4Λˢ₄(1)⊕2Λˢ₅(1)⊕2Λˢ₆(1)|2Λˢ₄(1)⊕3Λˢ₅(1)⊕3Λˢ₆(1)|4Λˢ₄(1)⊕2Λˢ₅(1)⊕2Λˢ₆(1)|2Λˢ₄(1)⊕3Λˢ₅(1)⊕3Λˢ₆(1)
S:(u,1/2,u)|2S₁S₂(2)|2S₁S₂(2)|4S₁S₂(2)|2S₁S₂(2)|2S₁S₂(2)|4S₁S₂(2)|4Sˢ₃Sˢ₄(2)|4Sˢ₃Sˢ₄(2)|4Sˢ₃Sˢ₄(2)|4Sˢ₃Sˢ₄(2)
Σ:(u,u,0)|3Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕3Σ₂(1)|4Σ₁(1)⊕4Σ₂(1)|3Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕3Σ₂(1)|4Σ₁(1)⊕4Σ₂(1)|4Σˢ₃(1)⊕4Σˢ₄(1)|4Σˢ₃(1)⊕4Σˢ₄(1)|4Σˢ₃(1)⊕4Σˢ₄(1)|4Σˢ₃(1)⊕4Σˢ₄(1)
Z:(u,1/2,0)|2Z₁Z₂(2)|2Z₁Z₂(2)|4Z₁Z₂(2)|2Z₁Z₂(2)|2Z₁Z₂(2)|4Z₁Z₂(2)|4Zˢ₃Zˢ₄(2)|4Zˢ₃Zˢ₄(2)|4Zˢ₃Zˢ₄(2)|4Zˢ₃Zˢ₄(2)
A:(u,v,0)|4A₁(1)|4A₁(1)|8A₁(1)|4A₁(1)|4A₁(1)|8A₁(1)|8Aˢ₂(1)|8Aˢ₂(1)|8Aˢ₂(1)|8Aˢ₂(1)
B:(u,1/2,w)|2B₁B₁(2)|2B₁B₁(2)|4B₁B₁(2)|2B₁B₁(2)|2B₁B₁(2)|4B₁B₁(2)|4Bˢ₂Bˢ₂(2)|4Bˢ₂Bˢ₂(2)|4Bˢ₂Bˢ₂(2)|4Bˢ₂Bˢ₂(2)
C:(u,u,w)|4C₁(1)|4C₁(1)|8C₁(1)|4C₁(1)|4C₁(1)|8C₁(1)|8Cˢ₂(1)|8Cˢ₂(1)|8Cˢ₂(1)|8Cˢ₂(1)
GP:(u,v,w)|4GP₁(1)|4GP₁(1)|8GP₁(1)|4GP₁(1)|4GP₁(1)|8GP₁(1)|8GPˢ₂(1)|8GPˢ₂(1)|8GPˢ₂(1)|8GPˢ₂(1)
