Wyckoff pos.|4a(222)|4a(222)|4a(222)|4a(222)|4b(222)|4b(222)|4b(222)|4b(222)|4c(2/m)|4c(2/m)|4c(2/m)|4c(2/m)|4d(2/m)|4d(2/m)|4d(2/m)|4d(2/m)|4e(2/m)|4e(2/m)|4e(2/m)|4e(2/m)|4f(2/m)|4f(2/m)|4f(2/m)|4f(2/m)|4g(mm2)|4g(mm2)|4g(mm2)|4g(mm2)|4a(222)|4b(222)|4c(2/m)|4c(2/m)|4d(2/m)|4d(2/m)|4e(2/m)|4e(2/m)|4f(2/m)|4f(2/m)|4g(mm2)
Band-Rep.|A₁↑G(2)|B₁↑G(2)|B₂↑G(2)|B₃↑G(2)|A₁↑G(2)|B₁↑G(2)|B₂↑G(2)|B₃↑G(2)|Ag↑G(2)|Aᵤ↑G(2)|Bg↑G(2)|Bᵤ↑G(2)|Ag↑G(2)|Aᵤ↑G(2)|Bg↑G(2)|Bᵤ↑G(2)|Ag↑G(2)|Aᵤ↑G(2)|Bg↑G(2)|Bᵤ↑G(2)|Ag↑G(2)|Aᵤ↑G(2)|Bg↑G(2)|Bᵤ↑G(2)|A₁↑G(2)|A₂↑G(2)|B₁↑G(2)|B₂↑G(2)|Eˢ↑G(4)|Eˢ↑G(4)|¹Eˢg²Eˢg↑G(4)|¹Eˢᵤ²Eˢᵤ↑G(4)|¹Eˢg²Eˢg↑G(4)|¹Eˢᵤ²Eˢᵤ↑G(4)|¹Eˢg²Eˢg↑G(4)|¹Eˢᵤ²Eˢᵤ↑G(4)|¹Eˢg²Eˢg↑G(4)|¹Eˢᵤ²Eˢᵤ↑G(4)|Eˢ↑G(4)
Decomposable|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁⁺(1)⊕Γ₁⁻(1)|Γ₂⁺(1)⊕Γ₂⁻(1)|Γ₄⁺(1)⊕Γ₄⁻(1)|Γ₃⁺(1)⊕Γ₃⁻(1)|Γ₁⁺(1)⊕Γ₁⁻(1)|Γ₂⁺(1)⊕Γ₂⁻(1)|Γ₄⁺(1)⊕Γ₄⁻(1)|Γ₃⁺(1)⊕Γ₃⁻(1)|Γ₁⁺(1)⊕Γ₃⁺(1)|Γ₁⁻(1)⊕Γ₃⁻(1)|Γ₂⁺(1)⊕Γ₄⁺(1)|Γ₂⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₃⁺(1)|Γ₁⁻(1)⊕Γ₃⁻(1)|Γ₂⁺(1)⊕Γ₄⁺(1)|Γ₂⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₄⁺(1)|Γ₁⁻(1)⊕Γ₄⁻(1)|Γ₂⁺(1)⊕Γ₃⁺(1)|Γ₂⁻(1)⊕Γ₃⁻(1)|Γ₁⁺(1)⊕Γ₄⁺(1)|Γ₁⁻(1)⊕Γ₄⁻(1)|Γ₂⁺(1)⊕Γ₃⁺(1)|Γ₂⁻(1)⊕Γ₃⁻(1)|Γ₁⁺(1)⊕Γ₂⁻(1)|Γ₁⁻(1)⊕Γ₂⁺(1)|Γ₃⁻(1)⊕Γ₄⁺(1)|Γ₃⁺(1)⊕Γ₄⁻(1)|Γˢ₅(2)⊕Γˢ₆(2)|Γˢ₅(2)⊕Γˢ₆(2)|2Γˢ₅(2)|2Γˢ₆(2)|2Γˢ₅(2)|2Γˢ₆(2)|2Γˢ₅(2)|2Γˢ₆(2)|2Γˢ₅(2)|2Γˢ₆(2)|Γˢ₅(2)⊕Γˢ₆(2)
T:(1,0,1/2)|T₁⁺(1)⊕T₁⁻(1)|T₂⁺(1)⊕T₂⁻(1)|T₄⁺(1)⊕T₄⁻(1)|T₃⁺(1)⊕T₃⁻(1)|T₂⁺(1)⊕T₂⁻(1)|T₁⁺(1)⊕T₁⁻(1)|T₃⁺(1)⊕T₃⁻(1)|T₄⁺(1)⊕T₄⁻(1)|T₁⁺(1)⊕T₃⁺(1)|T₁⁻(1)⊕T₃⁻(1)|T₂⁺(1)⊕T₄⁺(1)|T₂⁻(1)⊕T₄⁻(1)|T₂⁻(1)⊕T₄⁻(1)|T₂⁺(1)⊕T₄⁺(1)|T₁⁻(1)⊕T₃⁻(1)|T₁⁺(1)⊕T₃⁺(1)|T₁⁻(1)⊕T₄⁻(1)|T₁⁺(1)⊕T₄⁺(1)|T₂⁻(1)⊕T₃⁻(1)|T₂⁺(1)⊕T₃⁺(1)|T₂⁺(1)⊕T₃⁺(1)|T₂⁻(1)⊕T₃⁻(1)|T₁⁺(1)⊕T₄⁺(1)|T₁⁻(1)⊕T₄⁻(1)|T₃⁺(1)⊕T₄⁻(1)|T₃⁻(1)⊕T₄⁺(1)|T₁⁻(1)⊕T₂⁺(1)|T₁⁺(1)⊕T₂⁻(1)|Tˢ₅(2)⊕Tˢ₆(2)|Tˢ₅(2)⊕Tˢ₆(2)|2Tˢ₅(2)|2Tˢ₆(2)|2Tˢ₆(2)|2Tˢ₅(2)|2Tˢ₆(2)|2Tˢ₅(2)|2Tˢ₅(2)|2Tˢ₆(2)|Tˢ₅(2)⊕Tˢ₆(2)
Y:(1,0,0)|Y₁⁺(1)⊕Y₁⁻(1)|Y₂⁺(1)⊕Y₂⁻(1)|Y₄⁺(1)⊕Y₄⁻(1)|Y₃⁺(1)⊕Y₃⁻(1)|Y₁⁺(1)⊕Y₁⁻(1)|Y₂⁺(1)⊕Y₂⁻(1)|Y₄⁺(1)⊕Y₄⁻(1)|Y₃⁺(1)⊕Y₃⁻(1)|Y₁⁺(1)⊕Y₃⁺(1)|Y₁⁻(1)⊕Y₃⁻(1)|Y₂⁺(1)⊕Y₄⁺(1)|Y₂⁻(1)⊕Y₄⁻(1)|Y₁⁺(1)⊕Y₃⁺(1)|Y₁⁻(1)⊕Y₃⁻(1)|Y₂⁺(1)⊕Y₄⁺(1)|Y₂⁻(1)⊕Y₄⁻(1)|Y₁⁻(1)⊕Y₄⁻(1)|Y₁⁺(1)⊕Y₄⁺(1)|Y₂⁻(1)⊕Y₃⁻(1)|Y₂⁺(1)⊕Y₃⁺(1)|Y₁⁻(1)⊕Y₄⁻(1)|Y₁⁺(1)⊕Y₄⁺(1)|Y₂⁻(1)⊕Y₃⁻(1)|Y₂⁺(1)⊕Y₃⁺(1)|Y₃⁺(1)⊕Y₄⁻(1)|Y₃⁻(1)⊕Y₄⁺(1)|Y₁⁻(1)⊕Y₂⁺(1)|Y₁⁺(1)⊕Y₂⁻(1)|Yˢ₅(2)⊕Yˢ₆(2)|Yˢ₅(2)⊕Yˢ₆(2)|2Yˢ₅(2)|2Yˢ₆(2)|2Yˢ₅(2)|2Yˢ₆(2)|2Yˢ₆(2)|2Yˢ₅(2)|2Yˢ₆(2)|2Yˢ₅(2)|Yˢ₅(2)⊕Yˢ₆(2)
Z:(0,0,1/2)|Z₁⁺(1)⊕Z₁⁻(1)|Z₂⁺(1)⊕Z₂⁻(1)|Z₄⁺(1)⊕Z₄⁻(1)|Z₃⁺(1)⊕Z₃⁻(1)|Z₂⁺(1)⊕Z₂⁻(1)|Z₁⁺(1)⊕Z₁⁻(1)|Z₃⁺(1)⊕Z₃⁻(1)|Z₄⁺(1)⊕Z₄⁻(1)|Z₁⁺(1)⊕Z₃⁺(1)|Z₁⁻(1)⊕Z₃⁻(1)|Z₂⁺(1)⊕Z₄⁺(1)|Z₂⁻(1)⊕Z₄⁻(1)|Z₂⁻(1)⊕Z₄⁻(1)|Z₂⁺(1)⊕Z₄⁺(1)|Z₁⁻(1)⊕Z₃⁻(1)|Z₁⁺(1)⊕Z₃⁺(1)|Z₁⁺(1)⊕Z₄⁺(1)|Z₁⁻(1)⊕Z₄⁻(1)|Z₂⁺(1)⊕Z₃⁺(1)|Z₂⁻(1)⊕Z₃⁻(1)|Z₂⁻(1)⊕Z₃⁻(1)|Z₂⁺(1)⊕Z₃⁺(1)|Z₁⁻(1)⊕Z₄⁻(1)|Z₁⁺(1)⊕Z₄⁺(1)|Z₁⁺(1)⊕Z₂⁻(1)|Z₁⁻(1)⊕Z₂⁺(1)|Z₃⁻(1)⊕Z₄⁺(1)|Z₃⁺(1)⊕Z₄⁻(1)|Zˢ₅(2)⊕Zˢ₆(2)|Zˢ₅(2)⊕Zˢ₆(2)|2Zˢ₅(2)|2Zˢ₆(2)|2Zˢ₆(2)|2Zˢ₅(2)|2Zˢ₅(2)|2Zˢ₆(2)|2Zˢ₆(2)|2Zˢ₅(2)|Zˢ₅(2)⊕Zˢ₆(2)
R:(1/2,1/2,1/2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|Rˢ₂Rˢ₂(4)|Rˢ₂Rˢ₂(4)|Rˢ₂Rˢ₂(4)|Rˢ₂Rˢ₂(4)|Rˢ₂Rˢ₂(4)|Rˢ₂Rˢ₂(4)|Rˢ₂Rˢ₂(4)|Rˢ₂Rˢ₂(4)|Rˢ₂Rˢ₂(4)|Rˢ₂Rˢ₂(4)|Rˢ₂Rˢ₂(4)
S:(1/2,1/2,0)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|S₁(2)|Sˢ₂Sˢ₂(4)|Sˢ₂Sˢ₂(4)|Sˢ₂Sˢ₂(4)|Sˢ₂Sˢ₂(4)|Sˢ₂Sˢ₂(4)|Sˢ₂Sˢ₂(4)|Sˢ₂Sˢ₂(4)|Sˢ₂Sˢ₂(4)|Sˢ₂Sˢ₂(4)|Sˢ₂Sˢ₂(4)|Sˢ₂Sˢ₂(4)
A:(u,0,1/2)|A₁(1)⊕A₂(1)|A₃(1)⊕A₄(1)|A₃(1)⊕A₄(1)|A₁(1)⊕A₂(1)|A₃(1)⊕A₄(1)|A₁(1)⊕A₂(1)|A₁(1)⊕A₂(1)|A₃(1)⊕A₄(1)|A₁(1)⊕A₂(1)|A₁(1)⊕A₂(1)|A₃(1)⊕A₄(1)|A₃(1)⊕A₄(1)|A₃(1)⊕A₄(1)|A₃(1)⊕A₄(1)|A₁(1)⊕A₂(1)|A₁(1)⊕A₂(1)|A₁(1)⊕A₃(1)|A₂(1)⊕A₄(1)|A₂(1)⊕A₄(1)|A₁(1)⊕A₃(1)|A₁(1)⊕A₃(1)|A₂(1)⊕A₄(1)|A₂(1)⊕A₄(1)|A₁(1)⊕A₃(1)|A₁(1)⊕A₃(1)|A₂(1)⊕A₄(1)|A₁(1)⊕A₃(1)|A₂(1)⊕A₄(1)|2Aˢ₅(2)|2Aˢ₅(2)|2Aˢ₅(2)|2Aˢ₅(2)|2Aˢ₅(2)|2Aˢ₅(2)|2Aˢ₅(2)|2Aˢ₅(2)|2Aˢ₅(2)|2Aˢ₅(2)|2Aˢ₅(2)
