Wyckoff pos.|4a(2)|4a(2)|4a(2)
Band-Rep.|A↑G(4)|B↑G(4)|¹Eˢ²Eˢ↑G(8)
Decomposable|false|false|false
A:(1/2,1/2,1/2)|A₁A₂(4)|A₁A₂(4)|Aˢ₃Aˢ₆(2)⊕Aˢ₄Aˢ₅(2)⊕Aˢ₇Aˢ₇(4)
Γ:(0,0,0)|Γ₁(1)⊕Γ₄(1)⊕Γ₅(2)|Γ₂(1)⊕Γ₃(1)⊕Γ₅(2)|2Γˢ₆(2)⊕2Γˢ₇(2)
M:(1/2,1/2,0)|M₁M₄(2)⊕M₅(2)|M₂M₃(2)⊕M₅(2)|2Mˢ₆Mˢ₇(4)
Z:(0,0,1/2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₂(2)|Zˢ₃Zˢ₅(2)⊕Zˢ₄Zˢ₆(2)⊕2Zˢ₇(2)
R:(0,1/2,1/2)|R₁R₃(2)⊕R₂R₄(2)|R₁R₃(2)⊕R₂R₄(2)|2Rˢ₅Rˢ₅(4)
X:(0,1/2,0)|2X₁(2)|2X₁(2)|2Xˢ₂Xˢ₅(2)⊕2Xˢ₃Xˢ₄(2)
Λ:(0,0,w)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|2Λˢ₅(1)⊕2Λˢ₆(1)⊕2Λˢ₇(1)⊕2Λˢ₈(1)
V:(1/2,1/2,w)|V₁V₂(2)⊕V₃V₄(2)|V₁V₂(2)⊕V₃V₄(2)|2Vˢ₅Vˢ₆(2)⊕2Vˢ₇Vˢ₈(2)
Δ:(0,v,0)|2Δ₁(1)⊕2Δ₂(1)|2Δ₁(1)⊕2Δ₂(1)|4Δˢ₃(1)⊕4Δˢ₄(1)
S:(u,u,1/2)|2S₁S₂(2)|2S₁S₂(2)|4Sˢ₃Sˢ₄(2)
Σ:(u,u,0)|3Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕3Σ₂(1)|4Σˢ₃(1)⊕4Σˢ₄(1)
T:(u,1/2,1/2)|T₁T₁(2)⊕T₂T₂(2)|T₁T₁(2)⊕T₂T₂(2)|2Tˢ₃Tˢ₃(2)⊕2Tˢ₄Tˢ₄(2)
U:(0,v,1/2)|2U₁U₂(2)|2U₁U₂(2)|4Uˢ₃Uˢ₄(2)
W:(0,1/2,w)|2W₁W₂(2)|2W₁W₂(2)|4Wˢ₃Wˢ₄(2)
Y:(u,1/2,0)|2Y₁Y₂(2)|2Y₁Y₂(2)|4Yˢ₃Yˢ₄(2)
B:(0,v,w)|4B₁(1)|4B₁(1)|8Bˢ₂(1)
C:(u,u,w)|4C₁(1)|4C₁(1)|8Cˢ₂(1)
D:(u,v,0)|4D₁(1)|4D₁(1)|8Dˢ₂(1)
E:(u,v,1/2)|2E₁E₁(2)|2E₁E₁(2)|4Eˢ₂Eˢ₂(2)
F:(u,1/2,w)|2F₁F₁(2)|2F₁F₁(2)|4Fˢ₂Fˢ₂(2)
GP:(u,v,w)|4GP₁(1)|4GP₁(1)|8GPˢ₂(1)
