Wyckoff pos.|6a(1)|6a(1)
Band-Rep.|A↑G(6)|AˢAˢ↑G(12)
Decomposable|false|false
A:(0,0,1/2)|A₁A₂(2)⊕A₃A₆(2)⊕A₄A₅(2)|2Aˢ₇Aˢ₉(2)⊕2Aˢ₁₀Aˢ₈(2)⊕Aˢ₁₁Aˢ₁₁(2)⊕Aˢ₁₂Aˢ₁₂(2)
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)⊕Γ₃Γ₅(2)⊕Γ₄Γ₆(2)|2Γˢ₇Γˢ₈(2)⊕2Γˢ₁₀Γˢ₁₁(2)⊕2Γˢ₁₂Γˢ₉(2)
H:(1/3,1/3,1/2)|H₁H₁(2)⊕2H₂H₃(2)|2Hˢ₄Hˢ₄(2)⊕4Hˢ₅Hˢ₆(2)
K:(1/3,1/3,0)|2K₁(1)⊕2K₂K₃(2)|4Kˢ₄(1)⊕4Kˢ₅Kˢ₆(2)
L:(1/2,0,1/2)|3L₁L₂(2)|3Lˢ₃Lˢ₃(2)⊕3Lˢ₄Lˢ₄(2)
M:(1/2,0,0)|3M₁(1)⊕3M₂(1)|6Mˢ₃Mˢ₄(2)
Δ:(0,0,w)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)⊕Δ₅(1)⊕Δ₆(1)|2Δˢ₇(1)⊕2Δˢ₈(1)⊕2Δˢ₉(1)⊕2Δˢ₁₀(1)⊕2Δˢ₁₁(1)⊕2Δˢ₁₂(1)
P:(1/3,1/3,w)|2P₁(1)⊕2P₂(1)⊕2P₃(1)|4Pˢ₄(1)⊕4Pˢ₅(1)⊕4Pˢ₆(1)
U:(1/2,0,w)|3U₁(1)⊕3U₂(1)|6Uˢ₃(1)⊕6Uˢ₄(1)
B:(u,v,0)|6B₁(1)|12Bˢ₂(1)
C:(u,u,w)|6C₁(1)|12Cˢ₂(1)
D:(u,0,w)|6D₁(1)|12Dˢ₂(1)
E:(u,v,1/2)|3E₁E₁(2)|6Eˢ₂Eˢ₂(2)
GP:(u,v,w)|6GP₁(1)|12GPˢ₂(1)
Λ:(u,u,0)|6Λ₁(1)|12Λˢ₂(1)
Q:(u,u,1/2)|3Q₁Q₁(2)|6Qˢ₂Qˢ₂(2)
R:(u,0,1/2)|3R₁R₁(2)|6Rˢ₂Rˢ₂(2)
Σ:(u,0,0)|6Σ₁(1)|12Σˢ₂(1)
