Wyckoff pos.|2a(m)|2a(m)|2a(m)
Band-Rep.|A'↑G(2)|A''↑G(2)|¹Eˢ²Eˢ↑G(4)
Decomposable|false|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₃(1)|Γ₂(1)⊕Γ₄(1)|2Γˢ₅(2)
R:(1/2,1/2,1/2)|R₁(2)|R₁(2)|Rˢ₂Rˢ₄(2)⊕Rˢ₃Rˢ₅(2)
S:(1/2,1/2,0)|S₁(2)|S₁(2)|Sˢ₂Sˢ₅(2)⊕Sˢ₃Sˢ₄(2)
T:(0,1/2,1/2)|T₁T₃(2)|T₂T₄(2)|Tˢ₅Tˢ₅(4)
U:(1/2,0,1/2)|U₁(2)|U₁(2)|Uˢ₂Uˢ₄(2)⊕Uˢ₃Uˢ₅(2)
X:(1/2,0,0)|X₁(2)|X₁(2)|Xˢ₂Xˢ₅(2)⊕Xˢ₃Xˢ₄(2)
Y:(0,1/2,0)|Y₁(1)⊕Y₃(1)|Y₂(1)⊕Y₄(1)|2Yˢ₅(2)
Z:(0,0,1/2)|Z₁Z₃(2)|Z₂Z₄(2)|Zˢ₅Zˢ₅(4)
G:(1/2,0,w)|G₁(2)|G₁(2)|Gˢ₂(1)⊕Gˢ₃(1)⊕Gˢ₄(1)⊕Gˢ₅(1)
H:(0,1/2,w)|H₁(1)⊕H₃(1)|H₂(1)⊕H₄(1)|2Hˢ₅(2)
Λ:(0,0,w)|Λ₁(1)⊕Λ₃(1)|Λ₂(1)⊕Λ₄(1)|2Λˢ₅(2)
Q:(1/2,1/2,w)|Q₁(2)|Q₁(2)|Qˢ₂(1)⊕Qˢ₃(1)⊕Qˢ₄(1)⊕Qˢ₅(1)
A:(u,0,1/2)|A₁A₂(2)|A₁A₂(2)|2Aˢ₃Aˢ₄(2)
B:(0,v,1/2)|B₁B₁(2)|B₂B₂(2)|Bˢ₃Bˢ₃(2)⊕Bˢ₄Bˢ₄(2)
C:(u,1/2,0)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|2Cˢ₃(1)⊕2Cˢ₄(1)
D:(1/2,v,0)|D₁D₂(2)|D₁D₂(2)|2Dˢ₃Dˢ₄(2)
Δ:(0,v,0)|2Δ₁(1)|2Δ₂(1)|2Δˢ₃(1)⊕2Δˢ₄(1)
E:(u,1/2,1/2)|E₁E₂(2)|E₁E₂(2)|2Eˢ₃Eˢ₄(2)
K:(0,v,w)|2K₁(1)|2K₂(1)|2Kˢ₃(1)⊕2Kˢ₄(1)
L:(1/2,v,w)|L₁(1)⊕L₂(1)|L₁(1)⊕L₂(1)|2Lˢ₃(1)⊕2Lˢ₄(1)
M:(u,0,w)|M₁(1)⊕M₂(1)|M₁(1)⊕M₂(1)|2Mˢ₃(1)⊕2Mˢ₄(1)
N:(u,1/2,w)|N₁(1)⊕N₂(1)|N₁(1)⊕N₂(1)|2Nˢ₃(1)⊕2Nˢ₄(1)
P:(1/2,v,1/2)|P₁P₂(2)|P₁P₂(2)|2Pˢ₃Pˢ₄(2)
Σ:(u,0,0)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|2Σˢ₃(1)⊕2Σˢ₄(1)
GP:(u,v,w)|2GP₁(1)|2GP₁(1)|4GPˢ₂(1)
V:(u,v,0)|2V₁(1)|2V₁(1)|4Vˢ₂(1)
W:(u,v,1/2)|W₁W₁(2)|W₁W₁(2)|2Wˢ₂Wˢ₂(2)
