P:(1/3,1/3,w)|2P₁(1)|2P₁(1)|2P₂P₃(2)|2P₁(1)|2P₁(1)|2P₂P₃(2)|2P₂P₃(2)|2P₂P₃(2)|4P₁(1)⊕2P₂P₃(2)|2P₁(1)⊕2P₂P₃(2)|2P₁(1)⊕2P₂P₃(2)|2Pˢ₄Pˢ₄(2)|2Pˢ₅Pˢ₆(2)|2Pˢ₅Pˢ₆(2)|2Pˢ₅Pˢ₆(2)|2Pˢ₄Pˢ₄(2)|2Pˢ₄Pˢ₄(2)|2Pˢ₄Pˢ₄(2)⊕2Pˢ₅Pˢ₆(2)|4Pˢ₅Pˢ₆(2)|2Pˢ₄Pˢ₄(2)⊕4Pˢ₅Pˢ₆(2)|2Pˢ₄Pˢ₄(2)⊕4Pˢ₅Pˢ₆(2)
D:(u,0,w)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|2D₁(1)⊕2D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|4D₁(1)⊕4D₂(1)|3D₁(1)⊕3D₂(1)|3D₁(1)⊕3D₂(1)|2Dˢ₃Dˢ₄(2)|2Dˢ₃Dˢ₄(2)|2Dˢ₃Dˢ₄(2)|2Dˢ₃Dˢ₄(2)|2Dˢ₃Dˢ₄(2)|2Dˢ₃Dˢ₄(2)|4Dˢ₃Dˢ₄(2)|4Dˢ₃Dˢ₄(2)|6Dˢ₃Dˢ₄(2)|6Dˢ₃Dˢ₄(2)
Λ:(u,u,0)|2Λ₁(1)|2Λ₂(1)|2Λ₁(1)⊕2Λ₂(1)|Λ₁(1)⊕Λ₂(1)|Λ₁(1)⊕Λ₂(1)|2Λ₁(1)⊕2Λ₂(1)|2Λ₁(1)⊕2Λ₂(1)|2Λ₁(1)⊕2Λ₂(1)|4Λ₁(1)⊕4Λ₂(1)|3Λ₁(1)⊕3Λ₂(1)|3Λ₁(1)⊕3Λ₂(1)|2Λˢ₃Λˢ₄(2)|2Λˢ₃Λˢ₄(2)|2Λˢ₃Λˢ₄(2)|2Λˢ₃Λˢ₄(2)|2Λˢ₃Λˢ₄(2)|2Λˢ₃Λˢ₄(2)|4Λˢ₃Λˢ₄(2)|4Λˢ₃Λˢ₄(2)|6Λˢ₃Λˢ₄(2)|6Λˢ₃Λˢ₄(2)
Q:(u,u,1/2)|Q₁Q₂(2)|Q₁Q₂(2)|2Q₁Q₂(2)|Q₁Q₂(2)|Q₁Q₂(2)|2Q₁Q₂(2)|2Q₁Q₂(2)|2Q₁Q₂(2)|4Q₁Q₂(2)|3Q₁Q₂(2)|3Q₁Q₂(2)|Qˢ₃Qˢ₃(2)⊕Qˢ₄Qˢ₄(2)|Qˢ₃Qˢ₃(2)⊕Qˢ₄Qˢ₄(2)|Qˢ₃Qˢ₃(2)⊕Qˢ₄Qˢ₄(2)|Qˢ₃Qˢ₃(2)⊕Qˢ₄Qˢ₄(2)|Qˢ₃Qˢ₃(2)⊕Qˢ₄Qˢ₄(2)|Qˢ₃Qˢ₃(2)⊕Qˢ₄Qˢ₄(2)|2Qˢ₃Qˢ₃(2)⊕2Qˢ₄Qˢ₄(2)|2Qˢ₃Qˢ₃(2)⊕2Qˢ₄Qˢ₄(2)|3Qˢ₃Qˢ₃(2)⊕3Qˢ₄Qˢ₄(2)|3Qˢ₃Qˢ₃(2)⊕3Qˢ₄Qˢ₄(2)
R:(u,0,1/2)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|2R₁(1)⊕2R₂(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|2R₁(1)⊕2R₂(1)|2R₁(1)⊕2R₂(1)|2R₁(1)⊕2R₂(1)|4R₁(1)⊕4R₂(1)|3R₁(1)⊕3R₂(1)|3R₁(1)⊕3R₂(1)|2Rˢ₃Rˢ₄(2)|2Rˢ₃Rˢ₄(2)|2Rˢ₃Rˢ₄(2)|2Rˢ₃Rˢ₄(2)|2Rˢ₃Rˢ₄(2)|2Rˢ₃Rˢ₄(2)|4Rˢ₃Rˢ₄(2)|4Rˢ₃Rˢ₄(2)|6Rˢ₃Rˢ₄(2)|6Rˢ₃Rˢ₄(2)
Σ:(u,0,0)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|2Σ₁(1)⊕2Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|2Σ₁(1)⊕2Σ₂(1)|2Σ₁(1)⊕2Σ₂(1)|2Σ₁(1)⊕2Σ₂(1)|4Σ₁(1)⊕4Σ₂(1)|3Σ₁(1)⊕3Σ₂(1)|3Σ₁(1)⊕3Σ₂(1)|2Σˢ₃Σˢ₄(2)|2Σˢ₃Σˢ₄(2)|2Σˢ₃Σˢ₄(2)|2Σˢ₃Σˢ₄(2)|2Σˢ₃Σˢ₄(2)|2Σˢ₃Σˢ₄(2)|4Σˢ₃Σˢ₄(2)|4Σˢ₃Σˢ₄(2)|6Σˢ₃Σˢ₄(2)|6Σˢ₃Σˢ₄(2)
U:(1/2,0,w)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|2U₁(1)⊕2U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|2U₁(1)⊕2U₂(1)|2U₁(1)⊕2U₂(1)|2U₁(1)⊕2U₂(1)|4U₁(1)⊕4U₂(1)|3U₁(1)⊕3U₂(1)|3U₁(1)⊕3U₂(1)|2Uˢ₃Uˢ₄(2)|2Uˢ₃Uˢ₄(2)|2Uˢ₃Uˢ₄(2)|2Uˢ₃Uˢ₄(2)|2Uˢ₃Uˢ₄(2)|2Uˢ₃Uˢ₄(2)|4Uˢ₃Uˢ₄(2)|4Uˢ₃Uˢ₄(2)|6Uˢ₃Uˢ₄(2)|6Uˢ₃Uˢ₄(2)
B:(u,v,0)|2B₁(1)|2B₁(1)|4B₁(1)|2B₁(1)|2B₁(1)|4B₁(1)|4B₁(1)|4B₁(1)|8B₁(1)|6B₁(1)|6B₁(1)|2Bˢ₂Bˢ₂(2)|2Bˢ₂Bˢ₂(2)|2Bˢ₂Bˢ₂(2)|2Bˢ₂Bˢ₂(2)|2Bˢ₂Bˢ₂(2)|2Bˢ₂Bˢ₂(2)|4Bˢ₂Bˢ₂(2)|4Bˢ₂Bˢ₂(2)|6Bˢ₂Bˢ₂(2)|6Bˢ₂Bˢ₂(2)
C:(u,u,w)|2C₁(1)|2C₁(1)|4C₁(1)|2C₁(1)|2C₁(1)|4C₁(1)|4C₁(1)|4C₁(1)|8C₁(1)|6C₁(1)|6C₁(1)|2Cˢ₂Cˢ₂(2)|2Cˢ₂Cˢ₂(2)|2Cˢ₂Cˢ₂(2)|2Cˢ₂Cˢ₂(2)|2Cˢ₂Cˢ₂(2)|2Cˢ₂Cˢ₂(2)|4Cˢ₂Cˢ₂(2)|4Cˢ₂Cˢ₂(2)|6Cˢ₂Cˢ₂(2)|6Cˢ₂Cˢ₂(2)
E:(u,v,1/2)|2E₁(1)|2E₁(1)|4E₁(1)|2E₁(1)|2E₁(1)|4E₁(1)|4E₁(1)|4E₁(1)|8E₁(1)|6E₁(1)|6E₁(1)|2Eˢ₂Eˢ₂(2)|2Eˢ₂Eˢ₂(2)|2Eˢ₂Eˢ₂(2)|2Eˢ₂Eˢ₂(2)|2Eˢ₂Eˢ₂(2)|2Eˢ₂Eˢ₂(2)|4Eˢ₂Eˢ₂(2)|4Eˢ₂Eˢ₂(2)|6Eˢ₂Eˢ₂(2)|6Eˢ₂Eˢ₂(2)
GP:(u,v,w)|2GP₁(1)|2GP₁(1)|4GP₁(1)|2GP₁(1)|2GP₁(1)|4GP₁(1)|4GP₁(1)|4GP₁(1)|8GP₁(1)|6GP₁(1)|6GP₁(1)|2GPˢ₂GPˢ₂(2)|2GPˢ₂GPˢ₂(2)|2GPˢ₂GPˢ₂(2)|2GPˢ₂GPˢ₂(2)|2GPˢ₂GPˢ₂(2)|2GPˢ₂GPˢ₂(2)|4GPˢ₂GPˢ₂(2)|4GPˢ₂GPˢ₂(2)|6GPˢ₂GPˢ₂(2)|6GPˢ₂GPˢ₂(2)
