Wyckoff pos.|3a(2)|3a(2)|3b(2)|3b(2)|3a(2)|3b(2)
Band-Rep.|A↑G(3)|B↑G(3)|A↑G(3)|B↑G(3)|¹Eˢ²Eˢ↑G(6)|¹Eˢ²Eˢ↑G(6)
Decomposable|false|false|false|false|false|false
A:(0,0,1/2)|A₁(1)⊕A₃(2)|A₂(1)⊕A₃(2)|A₂(1)⊕A₃(2)|A₁(1)⊕A₃(2)|Aˢ₄Aˢ₅(2)⊕2Aˢ₆(2)|Aˢ₄Aˢ₅(2)⊕2Aˢ₆(2)
Γ:(0,0,0)|Γ₁(1)⊕Γ₃(2)|Γ₂(1)⊕Γ₃(2)|Γ₁(1)⊕Γ₃(2)|Γ₂(1)⊕Γ₃(2)|Γˢ₄Γˢ₅(2)⊕2Γˢ₆(2)|Γˢ₄Γˢ₅(2)⊕2Γˢ₆(2)
H:(1/3,1/3,1/2)|H₁(1)⊕H₃(2)|H₂(1)⊕H₃(2)|H₂(1)⊕H₃(2)|H₁(1)⊕H₃(2)|Hˢ₄(1)⊕Hˢ₅(1)⊕2Hˢ₆(2)|Hˢ₄(1)⊕Hˢ₅(1)⊕2Hˢ₆(2)
HA:(-1/3,-1/3,-1/2)|HA₁(1)⊕HA₃(2)|HA₂(1)⊕HA₃(2)|HA₂(1)⊕HA₃(2)|HA₁(1)⊕HA₃(2)|HAˢ₄(1)⊕HAˢ₅(1)⊕2HAˢ₆(2)|HAˢ₄(1)⊕HAˢ₅(1)⊕2HAˢ₆(2)
K:(1/3,1/3,0)|K₁(1)⊕K₃(2)|K₂(1)⊕K₃(2)|K₁(1)⊕K₃(2)|K₂(1)⊕K₃(2)|Kˢ₄(1)⊕Kˢ₅(1)⊕2Kˢ₆(2)|Kˢ₄(1)⊕Kˢ₅(1)⊕2Kˢ₆(2)
KA:(-1/3,-1/3,0)|KA₁(1)⊕KA₃(2)|KA₂(1)⊕KA₃(2)|KA₁(1)⊕KA₃(2)|KA₂(1)⊕KA₃(2)|KAˢ₄(1)⊕KAˢ₅(1)⊕2KAˢ₆(2)|KAˢ₄(1)⊕KAˢ₅(1)⊕2KAˢ₆(2)
L:(1/2,0,1/2)|L₁(1)⊕2L₂(1)|2L₁(1)⊕L₂(1)|2L₁(1)⊕L₂(1)|L₁(1)⊕2L₂(1)|3Lˢ₃Lˢ₄(2)|3Lˢ₃Lˢ₄(2)
M:(1/2,0,0)|2M₁(1)⊕M₂(1)|M₁(1)⊕2M₂(1)|2M₁(1)⊕M₂(1)|M₁(1)⊕2M₂(1)|3Mˢ₃Mˢ₄(2)|3Mˢ₃Mˢ₄(2)
Δ:(0,0,w)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)|2Δˢ₄(1)⊕2Δˢ₅(1)⊕2Δˢ₆(1)|2Δˢ₄(1)⊕2Δˢ₅(1)⊕2Δˢ₆(1)
P:(1/3,1/3,w)|P₁(1)⊕P₂(1)⊕P₃(1)|P₁(1)⊕P₂(1)⊕P₃(1)|P₁(1)⊕P₂(1)⊕P₃(1)|P₁(1)⊕P₂(1)⊕P₃(1)|2Pˢ₄(1)⊕2Pˢ₅(1)⊕2Pˢ₆(1)|2Pˢ₄(1)⊕2Pˢ₅(1)⊕2Pˢ₆(1)
PA:(-1/3,-1/3,-w)|PA₁(1)⊕PA₂(1)⊕PA₃(1)|PA₁(1)⊕PA₂(1)⊕PA₃(1)|PA₁(1)⊕PA₂(1)⊕PA₃(1)|PA₁(1)⊕PA₂(1)⊕PA₃(1)|2PAˢ₄(1)⊕2PAˢ₅(1)⊕2PAˢ₆(1)|2PAˢ₄(1)⊕2PAˢ₅(1)⊕2PAˢ₆(1)
Λ:(u,u,0)|2Λ₁(1)⊕Λ₂(1)|Λ₁(1)⊕2Λ₂(1)|2Λ₁(1)⊕Λ₂(1)|Λ₁(1)⊕2Λ₂(1)|3Λˢ₃(1)⊕3Λˢ₄(1)|3Λˢ₃(1)⊕3Λˢ₄(1)
Q:(u,u,1/2)|2Q₁(1)⊕Q₂(1)|Q₁(1)⊕2Q₂(1)|Q₁(1)⊕2Q₂(1)|2Q₁(1)⊕Q₂(1)|3Qˢ₃(1)⊕3Qˢ₄(1)|3Qˢ₃(1)⊕3Qˢ₄(1)
B:(u,v,0)|3B₁(1)|3B₁(1)|3B₁(1)|3B₁(1)|6Bˢ₂(1)|6Bˢ₂(1)
C:(u,u,w)|3C₁(1)|3C₁(1)|3C₁(1)|3C₁(1)|6Cˢ₂(1)|6Cˢ₂(1)
D:(u,0,w)|3D₁(1)|3D₁(1)|3D₁(1)|3D₁(1)|6Dˢ₂(1)|6Dˢ₂(1)
E:(u,v,1/2)|3E₁(1)|3E₁(1)|3E₁(1)|3E₁(1)|6Eˢ₂(1)|6Eˢ₂(1)
GP:(u,v,w)|3GP₁(1)|3GP₁(1)|3GP₁(1)|3GP₁(1)|6GPˢ₂(1)|6GPˢ₂(1)
R:(u,0,1/2)|3R₁(1)|3R₁(1)|3R₁(1)|3R₁(1)|6Rˢ₂(1)|6Rˢ₂(1)
Σ:(u,0,0)|3Σ₁(1)|3Σ₁(1)|3Σ₁(1)|3Σ₁(1)|6Σˢ₂(1)|6Σˢ₂(1)
U:(1/2,0,w)|3U₁(1)|3U₁(1)|3U₁(1)|3U₁(1)|6Uˢ₂(1)|6Uˢ₂(1)
