Wyckoff pos.|4a(2)|4a(2)|4b(2)|4b(2)|4c(2)|4c(2)|4a(2)|4b(2)|4c(2)
Band-Rep.|A↑G(4)|B↑G(4)|A↑G(4)|B↑G(4)|A↑G(4)|B↑G(4)|¹Eˢ²Eˢ↑G(8)|¹Eˢ²Eˢ↑G(8)|¹Eˢ²Eˢ↑G(8)
Decomposable|false|false|false|false|false|false|false|false|false
A:(1/2,1/2,1/2)|A₁(2)⊕A₂(2)|A₁(2)⊕A₂(2)|A₁(2)⊕A₂(2)|A₁(2)⊕A₂(2)|A₁(2)⊕A₂(2)|A₁(2)⊕A₂(2)|Aˢ₃Aˢ₅(2)⊕Aˢ₄Aˢ₆(2)⊕2Aˢ₇(2)|Aˢ₃Aˢ₅(2)⊕Aˢ₄Aˢ₆(2)⊕2Aˢ₇(2)|Aˢ₃Aˢ₅(2)⊕Aˢ₄Aˢ₆(2)⊕2Aˢ₇(2)
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)⊕Γ₅(2)|Γ₃(1)⊕Γ₄(1)⊕Γ₅(2)|Γ₁(1)⊕Γ₂(1)⊕Γ₅(2)|Γ₃(1)⊕Γ₄(1)⊕Γ₅(2)|Γ₁(1)⊕Γ₄(1)⊕Γ₅(2)|Γ₂(1)⊕Γ₃(1)⊕Γ₅(2)|2Γˢ₆(2)⊕2Γˢ₇(2)|2Γˢ₆(2)⊕2Γˢ₇(2)|2Γˢ₆(2)⊕2Γˢ₇(2)
M:(1/2,1/2,0)|M₁(1)⊕M₂(1)⊕M₅(2)|M₃(1)⊕M₄(1)⊕M₅(2)|M₃(1)⊕M₄(1)⊕M₅(2)|M₁(1)⊕M₂(1)⊕M₅(2)|M₁(1)⊕M₄(1)⊕M₅(2)|M₂(1)⊕M₃(1)⊕M₅(2)|2Mˢ₆(2)⊕2Mˢ₇(2)|2Mˢ₆(2)⊕2Mˢ₇(2)|2Mˢ₆(2)⊕2Mˢ₇(2)
Z:(0,0,1/2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₂(2)|Zˢ₃Zˢ₅(2)⊕Zˢ₄Zˢ₆(2)⊕2Zˢ₇(2)|Zˢ₃Zˢ₅(2)⊕Zˢ₄Zˢ₆(2)⊕2Zˢ₇(2)|Zˢ₃Zˢ₅(2)⊕Zˢ₄Zˢ₆(2)⊕2Zˢ₇(2)
R:(0,1/2,1/2)|2R₁(2)|2R₁(2)|2R₁(2)|2R₁(2)|2R₁(2)|2R₁(2)|2Rˢ₂Rˢ₄(2)⊕2Rˢ₃Rˢ₅(2)|2Rˢ₂Rˢ₄(2)⊕2Rˢ₃Rˢ₅(2)|2Rˢ₂Rˢ₄(2)⊕2Rˢ₃Rˢ₅(2)
X:(0,1/2,0)|2X₁(1)⊕X₃(1)⊕X₄(1)|2X₂(1)⊕X₃(1)⊕X₄(1)|X₁(1)⊕X₂(1)⊕2X₄(1)|X₁(1)⊕X₂(1)⊕2X₃(1)|X₁(1)⊕X₂(1)⊕X₃(1)⊕X₄(1)|X₁(1)⊕X₂(1)⊕X₃(1)⊕X₄(1)|4Xˢ₅(2)|4Xˢ₅(2)|4Xˢ₅(2)
Λ:(0,0,w)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|2Λˢ₅(1)⊕2Λˢ₆(1)⊕2Λˢ₇(1)⊕2Λˢ₈(1)|2Λˢ₅(1)⊕2Λˢ₆(1)⊕2Λˢ₇(1)⊕2Λˢ₈(1)|2Λˢ₅(1)⊕2Λˢ₆(1)⊕2Λˢ₇(1)⊕2Λˢ₈(1)
