Wyckoff pos.|4a(1ˢ)|4a(1ˢ)|4b(1ˢ)|4b(1ˢ)|4c(m)|4c(m)|4a(1ˢ)|4a(1ˢ)|4b(1ˢ)|4b(1ˢ)|4c(m)
Band-Rep.|Ag↑G(4)|Aᵤ↑G(4)|Ag↑G(4)|Aᵤ↑G(4)|A'↑G(4)|A''↑G(4)|AˢgAˢg↑G(8)|AˢᵤAˢᵤ↑G(8)|AˢgAˢg↑G(8)|AˢᵤAˢᵤ↑G(8)|¹Eˢ²Eˢ↑G(8)
Decomposable|false|false|false|false|false|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁⁺(1)⊕Γ₂⁺(1)⊕Γ₃⁺(1)⊕Γ₄⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)⊕Γ₃⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₂⁺(1)⊕Γ₃⁺(1)⊕Γ₄⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)⊕Γ₃⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₂⁻(1)⊕Γ₃⁻(1)⊕Γ₄⁺(1)|Γ₁⁻(1)⊕Γ₂⁺(1)⊕Γ₃⁺(1)⊕Γ₄⁻(1)|4Γˢ₅(2)|4Γˢ₆(2)|4Γˢ₅(2)|4Γˢ₆(2)|2Γˢ₅(2)⊕2Γˢ₆(2)
R:(1/2,1/2,1/2)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|Rˢ₃Rˢ₃(4)⊕Rˢ₄Rˢ₄(4)|Rˢ₃Rˢ₃(4)⊕Rˢ₄Rˢ₄(4)|Rˢ₃Rˢ₃(4)⊕Rˢ₄Rˢ₄(4)|Rˢ₃Rˢ₃(4)⊕Rˢ₄Rˢ₄(4)|Rˢ₃Rˢ₃(4)⊕Rˢ₄Rˢ₄(4)
S:(1/2,1/2,0)|S₁S₂(4)|S₁S₂(4)|S₁S₂(4)|S₁S₂(4)|S₁S₂(4)|S₁S₂(4)|Sˢ₃Sˢ₃(4)⊕Sˢ₄Sˢ₄(4)|Sˢ₃Sˢ₃(4)⊕Sˢ₄Sˢ₄(4)|Sˢ₃Sˢ₃(4)⊕Sˢ₄Sˢ₄(4)|Sˢ₃Sˢ₃(4)⊕Sˢ₄Sˢ₄(4)|Sˢ₃Sˢ₃(4)⊕Sˢ₄Sˢ₄(4)
T:(0,1/2,1/2)|T₁(2)⊕T₂(2)|T₁(2)⊕T₂(2)|T₁(2)⊕T₂(2)|T₁(2)⊕T₂(2)|T₁(2)⊕T₂(2)|T₁(2)⊕T₂(2)|2Tˢ₃Tˢ₄(4)|2Tˢ₃Tˢ₄(4)|2Tˢ₃Tˢ₄(4)|2Tˢ₃Tˢ₄(4)|2Tˢ₃Tˢ₄(4)
U:(1/2,0,1/2)|U₁⁺U₄⁺(2)⊕U₂⁺U₃⁺(2)|U₁⁻U₄⁻(2)⊕U₂⁻U₃⁻(2)|U₁⁻U₄⁻(2)⊕U₂⁻U₃⁻(2)|U₁⁺U₄⁺(2)⊕U₂⁺U₃⁺(2)|U₁⁺U₄⁺(2)⊕U₂⁻U₃⁻(2)|U₁⁻U₄⁻(2)⊕U₂⁺U₃⁺(2)|2Uˢ₅Uˢ₅(4)|2Uˢ₆Uˢ₆(4)|2Uˢ₆Uˢ₆(4)|2Uˢ₅Uˢ₅(4)|Uˢ₅Uˢ₅(4)⊕Uˢ₆Uˢ₆(4)
X:(1/2,0,0)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|2X₁(2)|2X₂(2)|2Xˢ₃Xˢ₄(4)|2Xˢ₃Xˢ₄(4)|2Xˢ₃Xˢ₄(4)|2Xˢ₃Xˢ₄(4)|2Xˢ₃Xˢ₄(4)
Y:(0,1/2,0)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|2Yˢ₃Yˢ₄(4)|2Yˢ₃Yˢ₄(4)|2Yˢ₃Yˢ₄(4)|2Yˢ₃Yˢ₄(4)|2Yˢ₃Yˢ₄(4)
Z:(0,0,1/2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₂(2)|2Z₁(2)|2Z₂(2)|2Zˢ₃Zˢ₄(4)|2Zˢ₃Zˢ₄(4)|2Zˢ₃Zˢ₄(4)|2Zˢ₃Zˢ₄(4)|2Zˢ₃Zˢ₄(4)
A:(u,0,1/2)|A₁A₃(2)⊕A₂A₄(2)|A₁A₃(2)⊕A₂A₄(2)|A₁A₃(2)⊕A₂A₄(2)|A₁A₃(2)⊕A₂A₄(2)|2A₁A₃(2)|2A₂A₄(2)|2Aˢ₅Aˢ₅(4)|2Aˢ₅Aˢ₅(4)|2Aˢ₅Aˢ₅(4)|2Aˢ₅Aˢ₅(4)|2Aˢ₅Aˢ₅(4)
B:(0,v,1/2)|2B₁(2)|2B₁(2)|2B₁(2)|2B₁(2)|2B₁(2)|2B₁(2)|2Bˢ₂Bˢ₅(2)⊕2Bˢ₃Bˢ₄(2)|2Bˢ₂Bˢ₅(2)⊕2Bˢ₃Bˢ₄(2)|2Bˢ₂Bˢ₅(2)⊕2Bˢ₃Bˢ₄(2)|2Bˢ₂Bˢ₅(2)⊕2Bˢ₃Bˢ₄(2)|2Bˢ₂Bˢ₅(2)⊕2Bˢ₃Bˢ₄(2)
C:(u,1/2,0)|C₁C₄(2)⊕C₂C₃(2)|C₁C₄(2)⊕C₂C₃(2)|C₁C₄(2)⊕C₂C₃(2)|C₁C₄(2)⊕C₂C₃(2)|C₁C₄(2)⊕C₂C₃(2)|C₁C₄(2)⊕C₂C₃(2)|2Cˢ₅Cˢ₅(4)|2Cˢ₅Cˢ₅(4)|2Cˢ₅Cˢ₅(4)|2Cˢ₅Cˢ₅(4)|2Cˢ₅Cˢ₅(4)
D:(1/2,v,0)|2D₁(2)|2D₁(2)|2D₁(2)|2D₁(2)|2D₁(2)|2D₁(2)|2Dˢ₂Dˢ₃(2)⊕2Dˢ₄Dˢ₅(2)|2Dˢ₂Dˢ₃(2)⊕2Dˢ₄Dˢ₅(2)|2Dˢ₂Dˢ₃(2)⊕2Dˢ₄Dˢ₅(2)|2Dˢ₂Dˢ₃(2)⊕2Dˢ₄Dˢ₅(2)|2Dˢ₂Dˢ₃(2)⊕2Dˢ₄Dˢ₅(2)
Δ:(0,v,0)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|4Δˢ₅(2)|4Δˢ₅(2)|4Δˢ₅(2)|4Δˢ₅(2)|4Δˢ₅(2)
