Wyckoff pos.|4a(1)|4a(1)
Band-Rep.|A↑G(4)|AˢAˢ↑G(8)
Decomposable|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)⊕Γ₃(1)⊕Γ₄(1)|4Γˢ₅(2)
R:(1/2,1/2,1/2)|R₁R₃(2)⊕R₂R₄(2)|2Rˢ₅Rˢ₅(4)
S:(1/2,1/2,0)|S₁S₂(2)⊕S₃S₄(2)|2Sˢ₅Sˢ₅(4)
T:(0,1/2,1/2)|2T₁(2)|2Tˢ₂Tˢ₄(2)⊕2Tˢ₃Tˢ₅(2)
U:(1/2,0,1/2)|U₁U₁(4)|Uˢ₂Uˢ₂(2)⊕Uˢ₃Uˢ₃(2)⊕Uˢ₄Uˢ₄(2)⊕Uˢ₅Uˢ₅(2)
X:(1/2,0,0)|2X₁(2)|2Xˢ₂Xˢ₅(2)⊕2Xˢ₃Xˢ₄(2)
Y:(0,1/2,0)|2Y₁(2)|2Yˢ₂Yˢ₃(2)⊕2Yˢ₄Yˢ₅(2)
Z:(0,0,1/2)|Z₁Z₄(2)⊕Z₂Z₃(2)|2Zˢ₅Zˢ₅(4)
G:(1/2,0,w)|2G₁(2)|2Gˢ₂(1)⊕2Gˢ₃(1)⊕2Gˢ₄(1)⊕2Gˢ₅(1)
H:(0,1/2,w)|2H₁(2)|2Hˢ₂(1)⊕2Hˢ₃(1)⊕2Hˢ₄(1)⊕2Hˢ₅(1)
Λ:(0,0,w)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|4Λˢ₅(2)
Q:(1/2,1/2,w)|Q₁(1)⊕Q₂(1)⊕Q₃(1)⊕Q₄(1)|4Qˢ₅(2)
A:(u,0,1/2)|A₁A₁(2)⊕A₂A₂(2)|2Aˢ₃Aˢ₃(2)⊕2Aˢ₄Aˢ₄(2)
B:(0,v,1/2)|2B₁B₂(2)|4Bˢ₃Bˢ₄(2)
C:(u,1/2,0)|2C₁C₂(2)|4Cˢ₃Cˢ₄(2)
D:(1/2,v,0)|2D₁D₂(2)|4Dˢ₃Dˢ₄(2)
Δ:(0,v,0)|2Δ₁(1)⊕2Δ₂(1)|4Δˢ₃(1)⊕4Δˢ₄(1)
E:(u,1/2,1/2)|2E₁E₂(2)|4Eˢ₃Eˢ₄(2)
K:(0,v,w)|2K₁(1)⊕2K₂(1)|4Kˢ₃(1)⊕4Kˢ₄(1)
L:(1/2,v,w)|2L₁(1)⊕2L₂(1)|4Lˢ₃(1)⊕4Lˢ₄(1)
M:(u,0,w)|2M₁(1)⊕2M₂(1)|4Mˢ₃(1)⊕4Mˢ₄(1)
N:(u,1/2,w)|2N₁(1)⊕2N₂(1)|4Nˢ₃(1)⊕4Nˢ₄(1)
P:(1/2,v,1/2)|P₁P₁(2)⊕P₂P₂(2)|2Pˢ₃Pˢ₃(2)⊕2Pˢ₄Pˢ₄(2)
Σ:(u,0,0)|2Σ₁(1)⊕2Σ₂(1)|4Σˢ₃(1)⊕4Σˢ₄(1)
GP:(u,v,w)|4GP₁(1)|8GPˢ₂(1)
V:(u,v,0)|4V₁(1)|8Vˢ₂(1)
W:(u,v,1/2)|2W₁W₁(2)|4Wˢ₂Wˢ₂(2)
