Wyckoff pos.|2a(3m)|2a(3m)|2a(3m)|2b(3m)|2b(3m)|2b(3m)|2a(3m)|2a(3m)|2b(3m)|2b(3m)
Band-Rep.|A₁↑G(2)|A₂↑G(2)|E↑G(4)|A₁↑G(2)|A₂↑G(2)|E↑G(4)|¹Eˢ²Eˢ↑G(4)|Eˢ₁↑G(4)|¹Eˢ²Eˢ↑G(4)|Eˢ₁↑G(4)
Decomposable|false|false|false|false|false|false|false|false|false|false
A:(0,0,1/2)|A₁A₄(2)|A₂A₃(2)|A₅A₆(4)|A₁A₄(2)|A₂A₃(2)|A₅A₆(4)|Aˢ₇Aˢ₇(4)|Aˢ₈Aˢ₉(4)|Aˢ₇Aˢ₇(4)|Aˢ₈Aˢ₉(4)
Γ:(0,0,0)|Γ₁(1)⊕Γ₄(1)|Γ₂(1)⊕Γ₃(1)|Γ₅(2)⊕Γ₆(2)|Γ₁(1)⊕Γ₄(1)|Γ₂(1)⊕Γ₃(1)|Γ₅(2)⊕Γ₆(2)|2Γˢ₇(2)|Γˢ₈(2)⊕Γˢ₉(2)|2Γˢ₇(2)|Γˢ₈(2)⊕Γˢ₉(2)
H:(1/3,1/3,1/2)|H₁H₂(2)|H₁H₂(2)|2H₃(2)|H₃(2)|H₃(2)|H₁H₂(2)⊕H₃(2)|2Hˢ₄Hˢ₅(2)|2Hˢ₆(2)|2Hˢ₆(2)|Hˢ₄Hˢ₅(2)⊕Hˢ₆(2)
K:(1/3,1/3,0)|K₁(1)⊕K₂(1)|K₁(1)⊕K₂(1)|2K₃(2)|K₃(2)|K₃(2)|K₁(1)⊕K₂(1)⊕K₃(2)|2Kˢ₄(1)⊕2Kˢ₅(1)|2Kˢ₆(2)|2Kˢ₆(2)|Kˢ₄(1)⊕Kˢ₅(1)⊕Kˢ₆(2)
L:(1/2,0,1/2)|L₁L₄(2)|L₂L₃(2)|L₁L₄(2)⊕L₂L₃(2)|L₁L₄(2)|L₂L₃(2)|L₁L₄(2)⊕L₂L₃(2)|Lˢ₅Lˢ₅(4)|Lˢ₅Lˢ₅(4)|Lˢ₅Lˢ₅(4)|Lˢ₅Lˢ₅(4)
M:(1/2,0,0)|M₁(1)⊕M₄(1)|M₂(1)⊕M₃(1)|M₁(1)⊕M₂(1)⊕M₃(1)⊕M₄(1)|M₁(1)⊕M₄(1)|M₂(1)⊕M₃(1)|M₁(1)⊕M₂(1)⊕M₃(1)⊕M₄(1)|2Mˢ₅(2)|2Mˢ₅(2)|2Mˢ₅(2)|2Mˢ₅(2)
Δ:(0,0,w)|Δ₁(1)⊕Δ₄(1)|Δ₂(1)⊕Δ₃(1)|Δ₅(2)⊕Δ₆(2)|Δ₁(1)⊕Δ₄(1)|Δ₂(1)⊕Δ₃(1)|Δ₅(2)⊕Δ₆(2)|2Δˢ₇(2)|Δˢ₈(2)⊕Δˢ₉(2)|2Δˢ₇(2)|Δˢ₈(2)⊕Δˢ₉(2)
P:(1/3,1/3,w)|P₁(1)⊕P₂(1)|P₁(1)⊕P₂(1)|2P₃(2)|P₃(2)|P₃(2)|P₁(1)⊕P₂(1)⊕P₃(2)|2Pˢ₄(1)⊕2Pˢ₅(1)|2Pˢ₆(2)|2Pˢ₆(2)|Pˢ₄(1)⊕Pˢ₅(1)⊕Pˢ₆(2)
U:(1/2,0,w)|U₁(1)⊕U₄(1)|U₂(1)⊕U₃(1)|U₁(1)⊕U₂(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₄(1)|U₂(1)⊕U₃(1)|U₁(1)⊕U₂(1)⊕U₃(1)⊕U₄(1)|2Uˢ₅(2)|2Uˢ₅(2)|2Uˢ₅(2)|2Uˢ₅(2)
C:(u,u,w)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|2C₁(1)⊕2C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|2C₁(1)⊕2C₂(1)|2Cˢ₃(1)⊕2Cˢ₄(1)|2Cˢ₃(1)⊕2Cˢ₄(1)|2Cˢ₃(1)⊕2Cˢ₄(1)|2Cˢ₃(1)⊕2Cˢ₄(1)
D:(u,0,w)|2D₁(1)|2D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)|2D₂(1)|2D₁(1)⊕2D₂(1)|2Dˢ₃(1)⊕2Dˢ₄(1)|2Dˢ₃(1)⊕2Dˢ₄(1)|2Dˢ₃(1)⊕2Dˢ₄(1)|2Dˢ₃(1)⊕2Dˢ₄(1)
Λ:(u,u,0)|Λ₁(1)⊕Λ₂(1)|Λ₁(1)⊕Λ₂(1)|2Λ₁(1)⊕2Λ₂(1)|Λ₁(1)⊕Λ₂(1)|Λ₁(1)⊕Λ₂(1)|2Λ₁(1)⊕2Λ₂(1)|2Λˢ₃(1)⊕2Λˢ₄(1)|2Λˢ₃(1)⊕2Λˢ₄(1)|2Λˢ₃(1)⊕2Λˢ₄(1)|2Λˢ₃(1)⊕2Λˢ₄(1)
Q:(u,u,1/2)|Q₁Q₂(2)|Q₁Q₂(2)|2Q₁Q₂(2)|Q₁Q₂(2)|Q₁Q₂(2)|2Q₁Q₂(2)|2Qˢ₃Qˢ₄(2)|2Qˢ₃Qˢ₄(2)|2Qˢ₃Qˢ₄(2)|2Qˢ₃Qˢ₄(2)
R:(u,0,1/2)|R₁R₁(2)|R₂R₂(2)|R₁R₁(2)⊕R₂R₂(2)|R₁R₁(2)|R₂R₂(2)|R₁R₁(2)⊕R₂R₂(2)|Rˢ₃Rˢ₃(2)⊕Rˢ₄Rˢ₄(2)|Rˢ₃Rˢ₃(2)⊕Rˢ₄Rˢ₄(2)|Rˢ₃Rˢ₃(2)⊕Rˢ₄Rˢ₄(2)|Rˢ₃Rˢ₃(2)⊕Rˢ₄Rˢ₄(2)
Σ:(u,0,0)|2Σ₁(1)|2Σ₂(1)|2Σ₁(1)⊕2Σ₂(1)|2Σ₁(1)|2Σ₂(1)|2Σ₁(1)⊕2Σ₂(1)|2Σˢ₃(1)⊕2Σˢ₄(1)|2Σˢ₃(1)⊕2Σˢ₄(1)|2Σˢ₃(1)⊕2Σˢ₄(1)|2Σˢ₃(1)⊕2Σˢ₄(1)
B:(u,v,0)|2B₁(1)|2B₁(1)|4B₁(1)|2B₁(1)|2B₁(1)|4B₁(1)|4Bˢ₂(1)|4Bˢ₂(1)|4Bˢ₂(1)|4Bˢ₂(1)
E:(u,v,1/2)|E₁E₁(2)|E₁E₁(2)|2E₁E₁(2)|E₁E₁(2)|E₁E₁(2)|2E₁E₁(2)|2Eˢ₂Eˢ₂(2)|2Eˢ₂Eˢ₂(2)|2Eˢ₂Eˢ₂(2)|2Eˢ₂Eˢ₂(2)
GP:(u,v,w)|2GP₁(1)|2GP₁(1)|4GP₁(1)|2GP₁(1)|2GP₁(1)|4GP₁(1)|4GPˢ₂(1)|4GPˢ₂(1)|4GPˢ₂(1)|4GPˢ₂(1)
