Wyckoff pos.|2a(mmm)|2a(mmm)|2a(mmm)|2a(mmm)|2a(mmm)|2a(mmm)|2a(mmm)|2a(mmm)|2b(mmm)|2b(mmm)|2b(mmm)|2b(mmm)|2b(mmm)|2b(mmm)|2b(mmm)|2b(mmm)|2c(mmm)|2c(mmm)|2c(mmm)|2c(mmm)|2c(mmm)|2c(mmm)|2c(mmm)|2c(mmm)|2d(mmm)|2d(mmm)|2d(mmm)|2d(mmm)|2d(mmm)|2d(mmm)|2d(mmm)|2d(mmm)|4e(2/m)|4e(2/m)|4e(2/m)|4e(2/m)|4f(2/m)|4f(2/m)|4f(2/m)|4f(2/m)|2a(mmm)|2a(mmm)|2b(mmm)|2b(mmm)|2c(mmm)|2c(mmm)|2d(mmm)|2d(mmm)|4e(2/m)|4e(2/m)|4e(2/m)|4e(2/m)|4f(2/m)|4f(2/m)|4f(2/m)|4f(2/m)
Band-Rep.|Ag↑G(1)|Aᵤ↑G(1)|B₁g↑G(1)|B₁ᵤ↑G(1)|B₂g↑G(1)|B₂ᵤ↑G(1)|B₃g↑G(1)|B₃ᵤ↑G(1)|Ag↑G(1)|Aᵤ↑G(1)|B₁g↑G(1)|B₁ᵤ↑G(1)|B₂g↑G(1)|B₂ᵤ↑G(1)|B₃g↑G(1)|B₃ᵤ↑G(1)|Ag↑G(1)|Aᵤ↑G(1)|B₁g↑G(1)|B₁ᵤ↑G(1)|B₂g↑G(1)|B₂ᵤ↑G(1)|B₃g↑G(1)|B₃ᵤ↑G(1)|Ag↑G(1)|Aᵤ↑G(1)|B₁g↑G(1)|B₁ᵤ↑G(1)|B₂g↑G(1)|B₂ᵤ↑G(1)|B₃g↑G(1)|B₃ᵤ↑G(1)|Ag↑G(2)|Aᵤ↑G(2)|Bg↑G(2)|Bᵤ↑G(2)|Ag↑G(2)|Aᵤ↑G(2)|Bg↑G(2)|Bᵤ↑G(2)|Egˢ↑G(2)|Eᵤˢ↑G(2)|Egˢ↑G(2)|Eᵤˢ↑G(2)|Egˢ↑G(2)|Eᵤˢ↑G(2)|Egˢ↑G(2)|Eᵤˢ↑G(2)|¹Egˢ↑G(2)|¹Eᵤˢ↑G(2)|²Egˢ↑G(2)|²Eᵤˢ↑G(2)|¹Egˢ↑G(2)|¹Eᵤˢ↑G(2)|²Egˢ↑G(2)|²Eᵤˢ↑G(2)
Decomposable|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁⁺(1)|Γ₁⁻(1)|Γ₂⁺(1)|Γ₂⁻(1)|Γ₄⁺(1)|Γ₄⁻(1)|Γ₃⁺(1)|Γ₃⁻(1)|Γ₁⁺(1)|Γ₁⁻(1)|Γ₂⁺(1)|Γ₂⁻(1)|Γ₄⁺(1)|Γ₄⁻(1)|Γ₃⁺(1)|Γ₃⁻(1)|Γ₁⁺(1)|Γ₁⁻(1)|Γ₂⁺(1)|Γ₂⁻(1)|Γ₄⁺(1)|Γ₄⁻(1)|Γ₃⁺(1)|Γ₃⁻(1)|Γ₁⁺(1)|Γ₁⁻(1)|Γ₂⁺(1)|Γ₂⁻(1)|Γ₄⁺(1)|Γ₄⁻(1)|Γ₃⁺(1)|Γ₃⁻(1)|Γ₁⁺(1)⊕Γ₂⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)|Γ₃⁺(1)⊕Γ₄⁺(1)|Γ₃⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₂⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)|Γ₃⁺(1)⊕Γ₄⁺(1)|Γ₃⁻(1)⊕Γ₄⁻(1)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)
T:(1,0,1/2)|T₁⁺(1)|T₁⁻(1)|T₂⁺(1)|T₂⁻(1)|T₄⁺(1)|T₄⁻(1)|T₃⁺(1)|T₃⁻(1)|T₁⁺(1)|T₁⁻(1)|T₂⁺(1)|T₂⁻(1)|T₄⁺(1)|T₄⁻(1)|T₃⁺(1)|T₃⁻(1)|T₂⁻(1)|T₂⁺(1)|T₁⁻(1)|T₁⁺(1)|T₃⁻(1)|T₃⁺(1)|T₄⁻(1)|T₄⁺(1)|T₂⁻(1)|T₂⁺(1)|T₁⁻(1)|T₁⁺(1)|T₃⁻(1)|T₃⁺(1)|T₄⁻(1)|T₄⁺(1)|T₃⁻(1)⊕T₄⁻(1)|T₃⁺(1)⊕T₄⁺(1)|T₁⁻(1)⊕T₂⁻(1)|T₁⁺(1)⊕T₂⁺(1)|T₃⁺(1)⊕T₄⁺(1)|T₃⁻(1)⊕T₄⁻(1)|T₁⁺(1)⊕T₂⁺(1)|T₁⁻(1)⊕T₂⁻(1)|T₅ˢ(2)|T₆ˢ(2)|T₅ˢ(2)|T₆ˢ(2)|T₆ˢ(2)|T₅ˢ(2)|T₆ˢ(2)|T₅ˢ(2)|T₆ˢ(2)|T₅ˢ(2)|T₆ˢ(2)|T₅ˢ(2)|T₅ˢ(2)|T₆ˢ(2)|T₅ˢ(2)|T₆ˢ(2)
Y:(1,0,0)|Y₁⁺(1)|Y₁⁻(1)|Y₂⁺(1)|Y₂⁻(1)|Y₄⁺(1)|Y₄⁻(1)|Y₃⁺(1)|Y₃⁻(1)|Y₁⁺(1)|Y₁⁻(1)|Y₂⁺(1)|Y₂⁻(1)|Y₄⁺(1)|Y₄⁻(1)|Y₃⁺(1)|Y₃⁻(1)|Y₁⁺(1)|Y₁⁻(1)|Y₂⁺(1)|Y₂⁻(1)|Y₄⁺(1)|Y₄⁻(1)|Y₃⁺(1)|Y₃⁻(1)|Y₁⁺(1)|Y₁⁻(1)|Y₂⁺(1)|Y₂⁻(1)|Y₄⁺(1)|Y₄⁻(1)|Y₃⁺(1)|Y₃⁻(1)|Y₃⁻(1)⊕Y₄⁻(1)|Y₃⁺(1)⊕Y₄⁺(1)|Y₁⁻(1)⊕Y₂⁻(1)|Y₁⁺(1)⊕Y₂⁺(1)|Y₃⁻(1)⊕Y₄⁻(1)|Y₃⁺(1)⊕Y₄⁺(1)|Y₁⁻(1)⊕Y₂⁻(1)|Y₁⁺(1)⊕Y₂⁺(1)|Y₅ˢ(2)|Y₆ˢ(2)|Y₅ˢ(2)|Y₆ˢ(2)|Y₅ˢ(2)|Y₆ˢ(2)|Y₅ˢ(2)|Y₆ˢ(2)|Y₆ˢ(2)|Y₅ˢ(2)|Y₆ˢ(2)|Y₅ˢ(2)|Y₆ˢ(2)|Y₅ˢ(2)|Y₆ˢ(2)|Y₅ˢ(2)
Z:(0,0,1/2)|Z₁⁺(1)|Z₁⁻(1)|Z₂⁺(1)|Z₂⁻(1)|Z₄⁺(1)|Z₄⁻(1)|Z₃⁺(1)|Z₃⁻(1)|Z₁⁺(1)|Z₁⁻(1)|Z₂⁺(1)|Z₂⁻(1)|Z₄⁺(1)|Z₄⁻(1)|Z₃⁺(1)|Z₃⁻(1)|Z₂⁻(1)|Z₂⁺(1)|Z₁⁻(1)|Z₁⁺(1)|Z₃⁻(1)|Z₃⁺(1)|Z₄⁻(1)|Z₄⁺(1)|Z₂⁻(1)|Z₂⁺(1)|Z₁⁻(1)|Z₁⁺(1)|Z₃⁻(1)|Z₃⁺(1)|Z₄⁻(1)|Z₄⁺(1)|Z₁⁺(1)⊕Z₂⁺(1)|Z₁⁻(1)⊕Z₂⁻(1)|Z₃⁺(1)⊕Z₄⁺(1)|Z₃⁻(1)⊕Z₄⁻(1)|Z₁⁻(1)⊕Z₂⁻(1)|Z₁⁺(1)⊕Z₂⁺(1)|Z₃⁻(1)⊕Z₄⁻(1)|Z₃⁺(1)⊕Z₄⁺(1)|Z₅ˢ(2)|Z₆ˢ(2)|Z₅ˢ(2)|Z₆ˢ(2)|Z₆ˢ(2)|Z₅ˢ(2)|Z₆ˢ(2)|Z₅ˢ(2)|Z₅ˢ(2)|Z₆ˢ(2)|Z₅ˢ(2)|Z₆ˢ(2)|Z₆ˢ(2)|Z₅ˢ(2)|Z₆ˢ(2)|Z₅ˢ(2)
R:(1/2,1/2,1/2)|R₁⁺(1)|R₁⁻(1)|R₁⁺(1)|R₁⁻(1)|R₂⁺(1)|R₂⁻(1)|R₂⁺(1)|R₂⁻(1)|R₂⁻(1)|R₂⁺(1)|R₂⁻(1)|R₂⁺(1)|R₁⁻(1)|R₁⁺(1)|R₁⁻(1)|R₁⁺(1)|R₂⁺(1)|R₂⁻(1)|R₂⁺(1)|R₂⁻(1)|R₁⁺(1)|R₁⁻(1)|R₁⁺(1)|R₁⁻(1)|R₁⁻(1)|R₁⁺(1)|R₁⁻(1)|R₁⁺(1)|R₂⁻(1)|R₂⁺(1)|R₂⁻(1)|R₂⁺(1)|R₁⁺(1)⊕R₂⁻(1)|R₁⁻(1)⊕R₂⁺(1)|R₁⁻(1)⊕R₂⁺(1)|R₁⁺(1)⊕R₂⁻(1)|R₁⁻(1)⊕R₂⁺(1)|R₁⁺(1)⊕R₂⁻(1)|R₁⁺(1)⊕R₂⁻(1)|R₁⁻(1)⊕R₂⁺(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₅ˢ(1)⊕R₆ˢ(1)|R₅ˢ(1)⊕R₆ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₅ˢ(1)⊕R₆ˢ(1)|R₅ˢ(1)⊕R₆ˢ(1)|R₃ˢ(1)⊕R₄ˢ(1)|R₃ˢ(1)⊕R₅ˢ(1)|R₃ˢ(1)⊕R₅ˢ(1)|R₄ˢ(1)⊕R₆ˢ(1)|R₄ˢ(1)⊕R₆ˢ(1)|R₃ˢ(1)⊕R₅ˢ(1)|R₃ˢ(1)⊕R₅ˢ(1)|R₄ˢ(1)⊕R₆ˢ(1)|R₄ˢ(1)⊕R₆ˢ(1)
S:(1/2,1/2,0)|S₁⁺(1)|S₁⁻(1)|S₁⁺(1)|S₁⁻(1)|S₂⁺(1)|S₂⁻(1)|S₂⁺(1)|S₂⁻(1)|S₂⁻(1)|S₂⁺(1)|S₂⁻(1)|S₂⁺(1)|S₁⁻(1)|S₁⁺(1)|S₁⁻(1)|S₁⁺(1)|S₂⁻(1)|S₂⁺(1)|S₂⁻(1)|S₂⁺(1)|S₁⁻(1)|S₁⁺(1)|S₁⁻(1)|S₁⁺(1)|S₁⁺(1)|S₁⁻(1)|S₁⁺(1)|S₁⁻(1)|S₂⁺(1)|S₂⁻(1)|S₂⁺(1)|S₂⁻(1)|S₁⁺(1)⊕S₂⁻(1)|S₁⁻(1)⊕S₂⁺(1)|S₁⁻(1)⊕S₂⁺(1)|S₁⁺(1)⊕S₂⁻(1)|S₁⁺(1)⊕S₂⁻(1)|S₁⁻(1)⊕S₂⁺(1)|S₁⁻(1)⊕S₂⁺(1)|S₁⁺(1)⊕S₂⁻(1)|S₃ˢ(1)⊕S₄ˢ(1)|S₅ˢ(1)⊕S₆ˢ(1)|S₅ˢ(1)⊕S₆ˢ(1)|S₃ˢ(1)⊕S₄ˢ(1)|S₅ˢ(1)⊕S₆ˢ(1)|S₃ˢ(1)⊕S₄ˢ(1)|S₃ˢ(1)⊕S₄ˢ(1)|S₅ˢ(1)⊕S₆ˢ(1)|S₃ˢ(1)⊕S₅ˢ(1)|S₃ˢ(1)⊕S₅ˢ(1)|S₄ˢ(1)⊕S₆ˢ(1)|S₄ˢ(1)⊕S₆ˢ(1)|S₃ˢ(1)⊕S₅ˢ(1)|S₃ˢ(1)⊕S₅ˢ(1)|S₄ˢ(1)⊕S₆ˢ(1)|S₄ˢ(1)⊕S₆ˢ(1)
