Wyckoff pos.|2a(-1)|2a(-1)|2b(-1)|2b(-1)|2c(-1)|2c(-1)|2d(-1)|2d(-1)|2e(m)|2e(m)|2a(-1)|2a(-1)|2b(-1)|2b(-1)|2c(-1)|2c(-1)|2d(-1)|2d(-1)|2e(m)|2e(m)
Band-Rep.|Ag↑G(2)|Aᵤ↑G(2)|Ag↑G(2)|Aᵤ↑G(2)|Ag↑G(2)|Aᵤ↑G(2)|Ag↑G(2)|Aᵤ↑G(2)|A′↑G(2)|A′′↑G(2)|Agˢ↑G(2)|Aᵤˢ↑G(2)|Agˢ↑G(2)|Aᵤˢ↑G(2)|Agˢ↑G(2)|Aᵤˢ↑G(2)|Agˢ↑G(2)|Aᵤˢ↑G(2)|¹Eˢ↑G(2)|²Eˢ↑G(2)
Decomposable|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false
A:(1/2,0,1/2)|A₁⁺(1)⊕A₂⁺(1)|A₁⁻(1)⊕A₂⁻(1)|A₁⁻(1)⊕A₂⁻(1)|A₁⁺(1)⊕A₂⁺(1)|A₁⁻(1)⊕A₂⁻(1)|A₁⁺(1)⊕A₂⁺(1)|A₁⁺(1)⊕A₂⁺(1)|A₁⁻(1)⊕A₂⁻(1)|A₁⁺(1)⊕A₂⁻(1)|A₁⁻(1)⊕A₂⁺(1)|A₃ˢ(1)⊕A₄ˢ(1)|A₅ˢ(1)⊕A₆ˢ(1)|A₅ˢ(1)⊕A₆ˢ(1)|A₃ˢ(1)⊕A₄ˢ(1)|A₅ˢ(1)⊕A₆ˢ(1)|A₃ˢ(1)⊕A₄ˢ(1)|A₃ˢ(1)⊕A₄ˢ(1)|A₅ˢ(1)⊕A₆ˢ(1)|A₄ˢ(1)⊕A₅ˢ(1)|A₃ˢ(1)⊕A₆ˢ(1)
B:(0,0,1/2)|B₁⁺(1)⊕B₂⁺(1)|B₁⁻(1)⊕B₂⁻(1)|B₁⁺(1)⊕B₂⁺(1)|B₁⁻(1)⊕B₂⁻(1)|B₁⁻(1)⊕B₂⁻(1)|B₁⁺(1)⊕B₂⁺(1)|B₁⁻(1)⊕B₂⁻(1)|B₁⁺(1)⊕B₂⁺(1)|B₁⁺(1)⊕B₂⁻(1)|B₁⁻(1)⊕B₂⁺(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₅ˢ(1)⊕B₆ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₅ˢ(1)⊕B₆ˢ(1)|B₅ˢ(1)⊕B₆ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₅ˢ(1)⊕B₆ˢ(1)|B₃ˢ(1)⊕B₄ˢ(1)|B₄ˢ(1)⊕B₅ˢ(1)|B₃ˢ(1)⊕B₆ˢ(1)
C:(1/2,1/2,0)|C₁(2)|C₁(2)|C₁(2)|C₁(2)|C₁(2)|C₁(2)|C₁(2)|C₁(2)|C₁(2)|C₁(2)|C₂ˢ(2)|C₂ˢ(2)|C₂ˢ(2)|C₂ˢ(2)|C₂ˢ(2)|C₂ˢ(2)|C₂ˢ(2)|C₂ˢ(2)|C₂ˢ(2)|C₂ˢ(2)
D:(0,1/2,1/2)|D₁(2)|D₁(2)|D₁(2)|D₁(2)|D₁(2)|D₁(2)|D₁(2)|D₁(2)|D₁(2)|D₁(2)|D₂ˢ(2)|D₂ˢ(2)|D₂ˢ(2)|D₂ˢ(2)|D₂ˢ(2)|D₂ˢ(2)|D₂ˢ(2)|D₂ˢ(2)|D₂ˢ(2)|D₂ˢ(2)
E:(1/2,1/2,1/2)|E₁(2)|E₁(2)|E₁(2)|E₁(2)|E₁(2)|E₁(2)|E₁(2)|E₁(2)|E₁(2)|E₁(2)|E₂ˢ(2)|E₂ˢ(2)|E₂ˢ(2)|E₂ˢ(2)|E₂ˢ(2)|E₂ˢ(2)|E₂ˢ(2)|E₂ˢ(2)|E₂ˢ(2)|E₂ˢ(2)
Γ:(0,0,0)|Γ₁⁺(1)⊕Γ₂⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)|Γ₁⁺(1)⊕Γ₂⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)|Γ₁⁺(1)⊕Γ₂⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)|Γ₁⁺(1)⊕Γ₂⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)|Γ₁⁺(1)⊕Γ₂⁻(1)|Γ₁⁻(1)⊕Γ₂⁺(1)|Γ₃ˢ(1)⊕Γ₄ˢ(1)|Γ₅ˢ(1)⊕Γ₆ˢ(1)|Γ₃ˢ(1)⊕Γ₄ˢ(1)|Γ₅ˢ(1)⊕Γ₆ˢ(1)|Γ₃ˢ(1)⊕Γ₄ˢ(1)|Γ₅ˢ(1)⊕Γ₆ˢ(1)|Γ₃ˢ(1)⊕Γ₄ˢ(1)|Γ₅ˢ(1)⊕Γ₆ˢ(1)|Γ₄ˢ(1)⊕Γ₅ˢ(1)|Γ₃ˢ(1)⊕Γ₆ˢ(1)
Y:(1/2,0,0)|Y₁⁺(1)⊕Y₂⁺(1)|Y₁⁻(1)⊕Y₂⁻(1)|Y₁⁻(1)⊕Y₂⁻(1)|Y₁⁺(1)⊕Y₂⁺(1)|Y₁⁺(1)⊕Y₂⁺(1)|Y₁⁻(1)⊕Y₂⁻(1)|Y₁⁻(1)⊕Y₂⁻(1)|Y₁⁺(1)⊕Y₂⁺(1)|Y₁⁺(1)⊕Y₂⁻(1)|Y₁⁻(1)⊕Y₂⁺(1)|Y₃ˢ(1)⊕Y₄ˢ(1)|Y₅ˢ(1)⊕Y₆ˢ(1)|Y₅ˢ(1)⊕Y₆ˢ(1)|Y₃ˢ(1)⊕Y₄ˢ(1)|Y₃ˢ(1)⊕Y₄ˢ(1)|Y₅ˢ(1)⊕Y₆ˢ(1)|Y₅ˢ(1)⊕Y₆ˢ(1)|Y₃ˢ(1)⊕Y₄ˢ(1)|Y₄ˢ(1)⊕Y₅ˢ(1)|Y₃ˢ(1)⊕Y₆ˢ(1)
