Wyckoff pos.|2a(2/m)|2a(2/m)|2a(2/m)|2a(2/m)|2b(2/m)|2b(2/m)|2b(2/m)|2b(2/m)|2c(2/m)|2c(2/m)|2c(2/m)|2c(2/m)|2d(2/m)|2d(2/m)|2d(2/m)|2d(2/m)|2e(222)|2e(222)|2e(222)|2e(222)|2f(222)|2f(222)|2f(222)|2f(222)|2g(222)|2g(222)|2g(222)|2g(222)|2h(222)|2h(222)|2h(222)|2h(222)|2a(2/m)|2a(2/m)|2a(2/m)|2a(2/m)|2b(2/m)|2b(2/m)|2b(2/m)|2b(2/m)|2c(2/m)|2c(2/m)|2c(2/m)|2c(2/m)|2d(2/m)|2d(2/m)|2d(2/m)|2d(2/m)
Band-Rep.|Ag↑G(2)|Aᵤ↑G(2)|Bg↑G(2)|Bᵤ↑G(2)|Ag↑G(2)|Aᵤ↑G(2)|Bg↑G(2)|Bᵤ↑G(2)|Ag↑G(2)|Aᵤ↑G(2)|Bg↑G(2)|Bᵤ↑G(2)|Ag↑G(2)|Aᵤ↑G(2)|Bg↑G(2)|Bᵤ↑G(2)|A↑G(2)|B₁↑G(2)|B₂↑G(2)|B₃↑G(2)|A↑G(2)|B₁↑G(2)|B₂↑G(2)|B₃↑G(2)|A↑G(2)|B₁↑G(2)|B₂↑G(2)|B₃↑G(2)|A↑G(2)|B₁↑G(2)|B₂↑G(2)|B₃↑G(2)|¹Egˢ↑G(2)|¹Eᵤˢ↑G(2)|²Egˢ↑G(2)|²Eᵤˢ↑G(2)|¹Egˢ↑G(2)|¹Eᵤˢ↑G(2)|²Egˢ↑G(2)|²Eᵤˢ↑G(2)|¹Egˢ↑G(2)|¹Eᵤˢ↑G(2)|²Egˢ↑G(2)|²Eᵤˢ↑G(2)|¹Egˢ↑G(2)|¹Eᵤˢ↑G(2)|²Egˢ↑G(2)|²Eᵤˢ↑G(2)
Decomposable|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁⁺(1)⊕Γ₂⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)|Γ₃⁺(1)⊕Γ₄⁺(1)|Γ₃⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₂⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)|Γ₃⁺(1)⊕Γ₄⁺(1)|Γ₃⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₂⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)|Γ₃⁺(1)⊕Γ₄⁺(1)|Γ₃⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₂⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)|Γ₃⁺(1)⊕Γ₄⁺(1)|Γ₃⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₁⁻(1)|Γ₂⁺(1)⊕Γ₂⁻(1)|Γ₄⁺(1)⊕Γ₄⁻(1)|Γ₃⁺(1)⊕Γ₃⁻(1)|Γ₁⁺(1)⊕Γ₁⁻(1)|Γ₂⁺(1)⊕Γ₂⁻(1)|Γ₄⁺(1)⊕Γ₄⁻(1)|Γ₃⁺(1)⊕Γ₃⁻(1)|Γ₁⁺(1)⊕Γ₁⁻(1)|Γ₂⁺(1)⊕Γ₂⁻(1)|Γ₄⁺(1)⊕Γ₄⁻(1)|Γ₃⁺(1)⊕Γ₃⁻(1)|Γ₁⁺(1)⊕Γ₁⁻(1)|Γ₂⁺(1)⊕Γ₂⁻(1)|Γ₄⁺(1)⊕Γ₄⁻(1)|Γ₃⁺(1)⊕Γ₃⁻(1)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)|Γ₅ˢ(2)|Γ₆ˢ(2)
R:(1/2,1/2,1/2)|R₁(2)|R₁(2)|R₂(2)|R₂(2)|R₁(2)|R₁(2)|R₂(2)|R₂(2)|R₂(2)|R₂(2)|R₁(2)|R₁(2)|R₂(2)|R₂(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₂(2)|R₂(2)|R₂(2)|R₂(2)|R₁(2)|R₁(2)|R₂(2)|R₂(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₂(2)|R₂(2)|R₄ˢ(2)|R₃ˢ(2)|R₃ˢ(2)|R₄ˢ(2)|R₄ˢ(2)|R₃ˢ(2)|R₃ˢ(2)|R₄ˢ(2)|R₄ˢ(2)|R₃ˢ(2)|R₃ˢ(2)|R₄ˢ(2)|R₄ˢ(2)|R₃ˢ(2)|R₃ˢ(2)|R₄ˢ(2)
S:(1/2,1/2,0)|S₁⁺(1)⊕S₂⁺(1)|S₁⁻(1)⊕S₂⁻(1)|S₃⁺(1)⊕S₄⁺(1)|S₃⁻(1)⊕S₄⁻(1)|S₁⁺(1)⊕S₂⁺(1)|S₁⁻(1)⊕S₂⁻(1)|S₃⁺(1)⊕S₄⁺(1)|S₃⁻(1)⊕S₄⁻(1)|S₃⁻(1)⊕S₄⁻(1)|S₃⁺(1)⊕S₄⁺(1)|S₁⁻(1)⊕S₂⁻(1)|S₁⁺(1)⊕S₂⁺(1)|S₃⁻(1)⊕S₄⁻(1)|S₃⁺(1)⊕S₄⁺(1)|S₁⁻(1)⊕S₂⁻(1)|S₁⁺(1)⊕S₂⁺(1)|S₁⁺(1)⊕S₁⁻(1)|S₂⁺(1)⊕S₂⁻(1)|S₄⁺(1)⊕S₄⁻(1)|S₃⁺(1)⊕S₃⁻(1)|S₃⁺(1)⊕S₃⁻(1)|S₄⁺(1)⊕S₄⁻(1)|S₂⁺(1)⊕S₂⁻(1)|S₁⁺(1)⊕S₁⁻(1)|S₄⁺(1)⊕S₄⁻(1)|S₃⁺(1)⊕S₃⁻(1)|S₁⁺(1)⊕S₁⁻(1)|S₂⁺(1)⊕S₂⁻(1)|S₂⁺(1)⊕S₂⁻(1)|S₁⁺(1)⊕S₁⁻(1)|S₃⁺(1)⊕S₃⁻(1)|S₄⁺(1)⊕S₄⁻(1)|S₅ˢ(2)|S₆ˢ(2)|S₅ˢ(2)|S₆ˢ(2)|S₅ˢ(2)|S₆ˢ(2)|S₅ˢ(2)|S₆ˢ(2)|S₆ˢ(2)|S₅ˢ(2)|S₆ˢ(2)|S₅ˢ(2)|S₆ˢ(2)|S₅ˢ(2)|S₆ˢ(2)|S₅ˢ(2)
T:(0,1/2,1/2)|T₁(2)|T₁(2)|T₂(2)|T₂(2)|T₂(2)|T₂(2)|T₁(2)|T₁(2)|T₂(2)|T₂(2)|T₁(2)|T₁(2)|T₁(2)|T₁(2)|T₂(2)|T₂(2)|T₁(2)|T₁(2)|T₂(2)|T₂(2)|T₁(2)|T₁(2)|T₂(2)|T₂(2)|T₂(2)|T₂(2)|T₁(2)|T₁(2)|T₂(2)|T₂(2)|T₁(2)|T₁(2)|T₄ˢ(2)|T₃ˢ(2)|T₃ˢ(2)|T₄ˢ(2)|T₄ˢ(2)|T₃ˢ(2)|T₃ˢ(2)|T₄ˢ(2)|T₄ˢ(2)|T₃ˢ(2)|T₃ˢ(2)|T₄ˢ(2)|T₄ˢ(2)|T₃ˢ(2)|T₃ˢ(2)|T₄ˢ(2)
U:(1/2,0,1/2)|U₁(2)|U₁(2)|U₂(2)|U₂(2)|U₂(2)|U₂(2)|U₁(2)|U₁(2)|U₁(2)|U₁(2)|U₂(2)|U₂(2)|U₂(2)|U₂(2)|U₁(2)|U₁(2)|U₁(2)|U₁(2)|U₂(2)|U₂(2)|U₂(2)|U₂(2)|U₁(2)|U₁(2)|U₁(2)|U₁(2)|U₂(2)|U₂(2)|U₂(2)|U₂(2)|U₁(2)|U₁(2)|U₄ˢ(2)|U₃ˢ(2)|U₃ˢ(2)|U₄ˢ(2)|U₄ˢ(2)|U₃ˢ(2)|U₃ˢ(2)|U₄ˢ(2)|U₄ˢ(2)|U₃ˢ(2)|U₃ˢ(2)|U₄ˢ(2)|U₄ˢ(2)|U₃ˢ(2)|U₃ˢ(2)|U₄ˢ(2)
X:(1/2,0,0)|X₁⁺(1)⊕X₂⁺(1)|X₁⁻(1)⊕X₂⁻(1)|X₃⁺(1)⊕X₄⁺(1)|X₃⁻(1)⊕X₄⁻(1)|X₃⁻(1)⊕X₄⁻(1)|X₃⁺(1)⊕X₄⁺(1)|X₁⁻(1)⊕X₂⁻(1)|X₁⁺(1)⊕X₂⁺(1)|X₁⁺(1)⊕X₂⁺(1)|X₁⁻(1)⊕X₂⁻(1)|X₃⁺(1)⊕X₄⁺(1)|X₃⁻(1)⊕X₄⁻(1)|X₃⁻(1)⊕X₄⁻(1)|X₃⁺(1)⊕X₄⁺(1)|X₁⁻(1)⊕X₂⁻(1)|X₁⁺(1)⊕X₂⁺(1)|X₁⁺(1)⊕X₁⁻(1)|X₂⁺(1)⊕X₂⁻(1)|X₄⁺(1)⊕X₄⁻(1)|X₃⁺(1)⊕X₃⁻(1)|X₃⁺(1)⊕X₃⁻(1)|X₄⁺(1)⊕X₄⁻(1)|X₂⁺(1)⊕X₂⁻(1)|X₁⁺(1)⊕X₁⁻(1)|X₁⁺(1)⊕X₁⁻(1)|X₂⁺(1)⊕X₂⁻(1)|X₄⁺(1)⊕X₄⁻(1)|X₃⁺(1)⊕X₃⁻(1)|X₃⁺(1)⊕X₃⁻(1)|X₄⁺(1)⊕X₄⁻(1)|X₂⁺(1)⊕X₂⁻(1)|X₁⁺(1)⊕X₁⁻(1)|X₅ˢ(2)|X₆ˢ(2)|X₅ˢ(2)|X₆ˢ(2)|X₆ˢ(2)|X₅ˢ(2)|X₆ˢ(2)|X₅ˢ(2)|X₅ˢ(2)|X₆ˢ(2)|X₅ˢ(2)|X₆ˢ(2)|X₆ˢ(2)|X₅ˢ(2)|X₆ˢ(2)|X₅ˢ(2)
Y:(0,1/2,0)|Y₁⁺(1)⊕Y₂⁺(1)|Y₁⁻(1)⊕Y₂⁻(1)|Y₃⁺(1)⊕Y₄⁺(1)|Y₃⁻(1)⊕Y₄⁻(1)|Y₃⁻(1)⊕Y₄⁻(1)|Y₃⁺(1)⊕Y₄⁺(1)|Y₁⁻(1)⊕Y₂⁻(1)|Y₁⁺(1)⊕Y₂⁺(1)|Y₃⁻(1)⊕Y₄⁻(1)|Y₃⁺(1)⊕Y₄⁺(1)|Y₁⁻(1)⊕Y₂⁻(1)|Y₁⁺(1)⊕Y₂⁺(1)|Y₁⁺(1)⊕Y₂⁺(1)|Y₁⁻(1)⊕Y₂⁻(1)|Y₃⁺(1)⊕Y₄⁺(1)|Y₃⁻(1)⊕Y₄⁻(1)|Y₁⁺(1)⊕Y₁⁻(1)|Y₂⁺(1)⊕Y₂⁻(1)|Y₄⁺(1)⊕Y₄⁻(1)|Y₃⁺(1)⊕Y₃⁻(1)|Y₁⁺(1)⊕Y₁⁻(1)|Y₂⁺(1)⊕Y₂⁻(1)|Y₄⁺(1)⊕Y₄⁻(1)|Y₃⁺(1)⊕Y₃⁻(1)|Y₄⁺(1)⊕Y₄⁻(1)|Y₃⁺(1)⊕Y₃⁻(1)|Y₁⁺(1)⊕Y₁⁻(1)|Y₂⁺(1)⊕Y₂⁻(1)|Y₄⁺(1)⊕Y₄⁻(1)|Y₃⁺(1)⊕Y₃⁻(1)|Y₁⁺(1)⊕Y₁⁻(1)|Y₂⁺(1)⊕Y₂⁻(1)|Y₅ˢ(2)|Y₆ˢ(2)|Y₅ˢ(2)|Y₆ˢ(2)|Y₆ˢ(2)|Y₅ˢ(2)|Y₆ˢ(2)|Y₅ˢ(2)|Y₆ˢ(2)|Y₅ˢ(2)|Y₆ˢ(2)|Y₅ˢ(2)|Y₅ˢ(2)|Y₆ˢ(2)|Y₅ˢ(2)|Y₆ˢ(2)
