Wyckoff pos.|2a(-4)|2a(-4)|2a(-4)|2b(-4)|2b(-4)|2b(-4)|2c(222)|2c(222)|2c(222)|2c(222)|2d(222)|2d(222)|2d(222)|2d(222)|2a(-4)|2a(-4)|2b(-4)|2b(-4)|2c(222)|2d(222)
Band-Rep.|A↑G(2)|B↑G(2)|¹E²E↑G(4)|A↑G(2)|B↑G(2)|¹E²E↑G(4)|A↑G(2)|B₁↑G(2)|B₂↑G(2)|B₃↑G(2)|A↑G(2)|B₁↑G(2)|B₂↑G(2)|B₃↑G(2)|¹Eˢ₁²Eˢ₁↑G(4)|¹Eˢ₂²Eˢ₂↑G(4)|¹Eˢ₁²Eˢ₁↑G(4)|¹Eˢ₂²Eˢ₂↑G(4)|Eˢ↑G(4)|Eˢ↑G(4)
Decomposable|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false|false
A:(1/2,1/2,1/2)|A₅(2)|A₅(2)|A₁A₄(2)⊕A₂A₃(2)|A₅(2)|A₅(2)|A₁A₄(2)⊕A₂A₃(2)|A₂A₃(2)|A₁A₄(2)|A₅(2)|A₅(2)|A₁A₄(2)|A₂A₃(2)|A₅(2)|A₅(2)|Aˢ₆Aˢ₇(4)|Aˢ₆Aˢ₇(4)|Aˢ₆Aˢ₇(4)|Aˢ₆Aˢ₇(4)|Aˢ₆Aˢ₇(4)|Aˢ₆Aˢ₇(4)
Γ:(0,0,0)|Γ₁(1)⊕Γ₃(1)|Γ₂(1)⊕Γ₄(1)|2Γ₅(2)|Γ₁(1)⊕Γ₃(1)|Γ₂(1)⊕Γ₄(1)|2Γ₅(2)|Γ₁(1)⊕Γ₄(1)|Γ₂(1)⊕Γ₃(1)|Γ₅(2)|Γ₅(2)|Γ₁(1)⊕Γ₄(1)|Γ₂(1)⊕Γ₃(1)|Γ₅(2)|Γ₅(2)|2Γˢ₇(2)|2Γˢ₆(2)|2Γˢ₇(2)|2Γˢ₆(2)|Γˢ₆(2)⊕Γˢ₇(2)|Γˢ₆(2)⊕Γˢ₇(2)
M:(1/2,1/2,0)|M₅(2)|M₅(2)|M₁M₄(2)⊕M₂M₃(2)|M₅(2)|M₅(2)|M₁M₄(2)⊕M₂M₃(2)|M₂M₃(2)|M₁M₄(2)|M₅(2)|M₅(2)|M₂M₃(2)|M₁M₄(2)|M₅(2)|M₅(2)|Mˢ₆Mˢ₇(4)|Mˢ₆Mˢ₇(4)|Mˢ₆Mˢ₇(4)|Mˢ₆Mˢ₇(4)|Mˢ₆Mˢ₇(4)|Mˢ₆Mˢ₇(4)
Z:(0,0,1/2)|Z₁(1)⊕Z₃(1)|Z₂(1)⊕Z₄(1)|2Z₅(2)|Z₂(1)⊕Z₄(1)|Z₁(1)⊕Z₃(1)|2Z₅(2)|Z₁(1)⊕Z₄(1)|Z₂(1)⊕Z₃(1)|Z₅(2)|Z₅(2)|Z₂(1)⊕Z₃(1)|Z₁(1)⊕Z₄(1)|Z₅(2)|Z₅(2)|2Zˢ₇(2)|2Zˢ₆(2)|2Zˢ₆(2)|2Zˢ₇(2)|Zˢ₆(2)⊕Zˢ₇(2)|Zˢ₆(2)⊕Zˢ₇(2)
R:(0,1/2,1/2)|R₁(2)|R₁(2)|2R₁(2)|R₁(2)|R₁(2)|2R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|Rˢ₂Rˢ₃(2)⊕Rˢ₄Rˢ₅(2)|Rˢ₂Rˢ₃(2)⊕Rˢ₄Rˢ₅(2)|Rˢ₂Rˢ₃(2)⊕Rˢ₄Rˢ₅(2)|Rˢ₂Rˢ₃(2)⊕Rˢ₄Rˢ₅(2)|Rˢ₂Rˢ₃(2)⊕Rˢ₄Rˢ₅(2)|Rˢ₂Rˢ₃(2)⊕Rˢ₄Rˢ₅(2)
X:(0,1/2,0)|X₁(2)|X₁(2)|2X₁(2)|X₁(2)|X₁(2)|2X₁(2)|X₁(2)|X₁(2)|X₁(2)|X₁(2)|X₁(2)|X₁(2)|X₁(2)|X₁(2)|Xˢ₂Xˢ₃(2)⊕Xˢ₄Xˢ₅(2)|Xˢ₂Xˢ₃(2)⊕Xˢ₄Xˢ₅(2)|Xˢ₂Xˢ₃(2)⊕Xˢ₄Xˢ₅(2)|Xˢ₂Xˢ₃(2)⊕Xˢ₄Xˢ₅(2)|Xˢ₂Xˢ₃(2)⊕Xˢ₄Xˢ₅(2)|Xˢ₂Xˢ₃(2)⊕Xˢ₄Xˢ₅(2)
Λ:(0,0,w)|Λ₁(1)⊕Λ₂(1)|Λ₁(1)⊕Λ₂(1)|2Λ₃Λ₄(2)|Λ₁(1)⊕Λ₂(1)|Λ₁(1)⊕Λ₂(1)|2Λ₃Λ₄(2)|Λ₁(1)⊕Λ₂(1)|Λ₁(1)⊕Λ₂(1)|Λ₃Λ₄(2)|Λ₃Λ₄(2)|Λ₁(1)⊕Λ₂(1)|Λ₁(1)⊕Λ₂(1)|Λ₃Λ₄(2)|Λ₃Λ₄(2)|2Λˢ₅(2)|2Λˢ₅(2)|2Λˢ₅(2)|2Λˢ₅(2)|2Λˢ₅(2)|2Λˢ₅(2)
