Wyckoff pos.|2a(1)|2a(1)
Band-Rep.|A↑G(2)|AˢAˢ↑G(4)
Decomposable|false|false
A:(1/2,0,1/2)|A₁A₂(2)|A₃ˢA₃ˢ(2)⊕A₄ˢA₄ˢ(2)
B:(0,0,1/2)|B₁B₂(2)|B₃ˢB₃ˢ(2)⊕B₄ˢB₄ˢ(2)
C:(1/2,1/2,0)|C₁(1)⊕C₂(1)|2C₃ˢC₄ˢ(2)
D:(0,1/2,1/2)|D₁D₂(2)|D₃ˢD₃ˢ(2)⊕D₄ˢD₄ˢ(2)
E:(1/2,1/2,1/2)|E₁E₂(2)|E₃ˢE₃ˢ(2)⊕E₄ˢE₄ˢ(2)
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)|2Γ₃ˢΓ₄ˢ(2)
Y:(1/2,0,0)|Y₁(1)⊕Y₂(1)|2Y₃ˢY₄ˢ(2)
Z:(0,1/2,0)|Z₁(1)⊕Z₂(1)|2Z₃ˢZ₄ˢ(2)
F:(u,0,w)|F₁(1)⊕F₂(1)|2F₃ˢ(1)⊕2F₄ˢ(1)
G:(u,1/2,w)|G₁(1)⊕G₂(1)|2G₃ˢ(1)⊕2G₄ˢ(1)
Ω:(u,v,w)|2Ω₁(1)|4Ω₂ˢ(1)
Λ:(0,v,0)|2Λ₁(1)|4Λ₂ˢ(1)
U:(1/2,v,1/2)|U₁U₁(2)|2U₂ˢU₂ˢ(2)
V:(0,v,1/2)|V₁V₁(2)|2V₂ˢV₂ˢ(2)
W:(1/2,v,0)|2W₁(1)|4W₂ˢ(1)
