Wyckoff pos.|8a(2)|8a(2)|8a(2)
Band-Rep.|A↑G(2)|B↑G(2)|¹Eˢ²Eˢ↑G(4)
Decomposable|false|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)|Γ₃(1)⊕Γ₄(1)|2Γ₅ˢ(2)
T:(1,0,0)|T₁(2)|T₁(2)|T₂ˢT₅ˢ(2)⊕T₃ˢT₄ˢ(2)
Y:(0,1,0)|Y₁(2)|Y₁(2)|Y₂ˢY₃ˢ(2)⊕Y₄ˢY₅ˢ(2)
Z:(0,0,1)|Z₁Z₂(2)|Z₃Z₄(2)|Z₅ˢZ₅ˢ(4)
L:(1/2,1/2,1/2)|2L₁(1)|2L₁(1)|2L₂ˢL₂ˢ(2)
H:(0,1,w)|H₁(2)|H₁(2)|H₂ˢ(1)⊕H₃ˢ(1)⊕H₄ˢ(1)⊕H₅ˢ(1)
Λ:(0,0,w)|Λ₁(1)⊕Λ₂(1)|Λ₃(1)⊕Λ₄(1)|2Λ₅ˢ(2)
A:(u,0,1)|A₁A₂(2)|A₁A₂(2)|2A₃ˢA₄ˢ(2)
B:(0,v,1)|B₁B₂(2)|B₁B₂(2)|2B₃ˢB₄ˢ(2)
Δ:(0,v,0)|Δ₁(1)⊕Δ₂(1)|Δ₁(1)⊕Δ₂(1)|2Δ₃ˢ(1)⊕2Δ₄ˢ(1)
E:(0,v,w)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|2E₃ˢ(1)⊕2E₄ˢ(1)
J:(u,0,w)|J₁(1)⊕J₂(1)|J₁(1)⊕J₂(1)|2J₃ˢ(1)⊕2J₄ˢ(1)
Σ:(u,0,0)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|2Σ₃ˢ(1)⊕2Σ₄ˢ(1)
Ω:(u,v,w)|2Ω₁(1)|2Ω₁(1)|4Ω₂ˢ(1)
M:(u,v,0)|2M₁(1)|2M₁(1)|4M₂ˢ(1)
