Wyckoff pos.|4a(1)|4a(1)
Band-Rep.|A↑G(4)|AˢAˢ↑G(8)
Decomposable|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)⊕Γ₃(1)⊕Γ₄(1)|4Γ₅ˢ(2)
R:(1/2,1/2,1/2)|R₁R₁(4)|R₂ˢR₂ˢ(2)⊕R₃ˢR₃ˢ(2)⊕R₄ˢR₄ˢ(2)⊕R₅ˢR₅ˢ(2)
S:(1/2,1/2,0)|S₁S₂(2)⊕S₃S₄(2)|2S₅ˢS₅ˢ(4)
T:(0,1/2,1/2)|T₁T₃(2)⊕T₂T₄(2)|2T₅ˢT₅ˢ(4)
U:(1/2,0,1/2)|U₁U₄(2)⊕U₂U₃(2)|2U₅ˢU₅ˢ(4)
X:(1/2,0,0)|2X₁(2)|2X₂ˢX₃ˢ(2)⊕2X₄ˢX₅ˢ(2)
Y:(0,1/2,0)|2Y₁(2)|2Y₂ˢY₅ˢ(2)⊕2Y₃ˢY₄ˢ(2)
Z:(0,0,1/2)|2Z₁(2)|2Z₂ˢZ₄ˢ(2)⊕2Z₃ˢZ₅ˢ(2)
A:(u,0,1/2)|2A₁A₂(2)|4A₃ˢA₄ˢ(2)
B:(0,v,1/2)|2B₁B₂(2)|4B₃ˢB₄ˢ(2)
C:(u,1/2,0)|2C₁C₂(2)|4C₃ˢC₄ˢ(2)
D:(1/2,v,0)|2D₁D₂(2)|4D₃ˢD₄ˢ(2)
Δ:(0,v,0)|2Δ₁(1)⊕2Δ₂(1)|4Δ₃ˢ(1)⊕4Δ₄ˢ(1)
E:(u,1/2,1/2)|E₁E₁(2)⊕E₂E₂(2)|2E₃ˢE₃ˢ(2)⊕2E₄ˢE₄ˢ(2)
G:(1/2,0,w)|2G₁G₂(2)|4G₃ˢG₄ˢ(2)
H:(0,1/2,w)|2H₁H₂(2)|4H₃ˢH₄ˢ(2)
Λ:(0,0,w)|2Λ₁(1)⊕2Λ₂(1)|4Λ₃ˢ(1)⊕4Λ₄ˢ(1)
P:(1/2,v,1/2)|P₁P₁(2)⊕P₂P₂(2)|2P₃ˢP₃ˢ(2)⊕2P₄ˢP₄ˢ(2)
Q:(1/2,1/2,w)|Q₁Q₁(2)⊕Q₂Q₂(2)|2Q₃ˢQ₃ˢ(2)⊕2Q₄ˢQ₄ˢ(2)
Σ:(u,0,0)|2Σ₁(1)⊕2Σ₂(1)|4Σ₃ˢ(1)⊕4Σ₄ˢ(1)
Ω:(u,v,w)|4Ω₁(1)|8Ω₂ˢ(1)
K:(0,v,w)|4K₁(1)|8K₂ˢ(1)
L:(1/2,v,w)|2L₁L₁(2)|4L₂ˢL₂ˢ(2)
M:(u,0,w)|4M₁(1)|8M₂ˢ(1)
N:(u,1/2,w)|2N₁N₁(2)|4N₂ˢN₂ˢ(2)
V:(u,v,0)|4V₁(1)|8V₂ˢ(1)
W:(u,v,1/2)|2W₁W₁(2)|4W₂ˢW₂ˢ(2)
