Wyckoff pos.|2a(1)|2a(1)
Band-Rep.|A↑G(2)|AˢAˢ↑G(4)
Decomposable|false|false
A:(1/2,0,1/2)|A₁(1)⊕A₂(1)|2A₃ˢA₄ˢ(2)
B:(0,0,1/2)|B₁(1)⊕B₂(1)|2B₃ˢB₄ˢ(2)
C:(1/2,1/2,0)|C₁C₂(2)|C₃ˢC₃ˢ(2)⊕C₄ˢC₄ˢ(2)
D:(0,1/2,1/2)|D₁D₂(2)|D₃ˢD₃ˢ(2)⊕D₄ˢD₄ˢ(2)
E:(1/2,1/2,1/2)|E₁E₂(2)|E₃ˢE₃ˢ(2)⊕E₄ˢE₄ˢ(2)
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)|2Γ₃ˢΓ₄ˢ(2)
Y:(1/2,0,0)|Y₁(1)⊕Y₂(1)|2Y₃ˢY₄ˢ(2)
Z:(0,1/2,0)|Z₁Z₂(2)|Z₃ˢZ₃ˢ(2)⊕Z₄ˢZ₄ˢ(2)
Λ:(0,v,0)|Λ₁(1)⊕Λ₂(1)|2Λ₃ˢ(1)⊕2Λ₄ˢ(1)
U:(1/2,v,1/2)|U₁(1)⊕U₂(1)|2U₃ˢ(1)⊕2U₄ˢ(1)
V:(0,v,1/2)|V₁(1)⊕V₂(1)|2V₃ˢ(1)⊕2V₄ˢ(1)
W:(1/2,v,0)|W₁(1)⊕W₂(1)|2W₃ˢ(1)⊕2W₄ˢ(1)
F:(u,0,w)|2F₁(1)|4F₂ˢ(1)
G:(u,1/2,w)|G₁G₁(2)|2G₂ˢG₂ˢ(2)
Ω:(u,v,w)|2Ω₁(1)|4Ω₂ˢ(1)
