Wyckoff pos.|6a(1)|6a(1)
Band-Rep.|A↑G(6)|AˢAˢ↑G(12)
Decomposable|false|false
A:(0,0,1/2)|A₁A₆(2)⊕A₂A₅(2)⊕A₃A₄(2)|A₉ˢA₉ˢ(2)⊕A₁₀ˢA₁₀ˢ(2)⊕2A₁₁ˢA₇ˢ(2)⊕2A₁₂ˢA₈ˢ(2)
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)⊕Γ₃Γ₅(2)⊕Γ₄Γ₆(2)|2Γ₇ˢΓ₈ˢ(2)⊕2Γ₁₀ˢΓ₁₁ˢ(2)⊕2Γ₁₂ˢΓ₉ˢ(2)
H:(1/3,1/3,1/2)|2H₁H₃(2)⊕H₂H₂(2)|4H₄ˢH₆ˢ(2)⊕2H₅ˢH₅ˢ(2)
K:(1/3,1/3,0)|2K₁(1)⊕2K₂K₃(2)|4K₄ˢ(1)⊕4K₅ˢK₆ˢ(2)
L:(1/2,0,1/2)|3L₁L₂(2)|3L₃ˢL₃ˢ(2)⊕3L₄ˢL₄ˢ(2)
M:(1/2,0,0)|3M₁(1)⊕3M₂(1)|6M₃ˢM₄ˢ(2)
Δ:(0,0,w)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)⊕Δ₅(1)⊕Δ₆(1)|2Δ₇ˢ(1)⊕2Δ₈ˢ(1)⊕2Δ₉ˢ(1)⊕2Δ₁₀ˢ(1)⊕2Δ₁₁ˢ(1)⊕2Δ₁₂ˢ(1)
P:(1/3,1/3,w)|2P₁(1)⊕2P₂(1)⊕2P₃(1)|4P₄ˢ(1)⊕4P₅ˢ(1)⊕4P₆ˢ(1)
U:(1/2,0,w)|3U₁(1)⊕3U₂(1)|6U₃ˢ(1)⊕6U₄ˢ(1)
B:(u,v,0)|6B₁(1)|12B₂ˢ(1)
C:(u,u,w)|6C₁(1)|12C₂ˢ(1)
D:(u,0,w)|6D₁(1)|12D₂ˢ(1)
E:(u,v,1/2)|3E₁E₁(2)|6E₂ˢE₂ˢ(2)
Ω:(u,v,w)|6Ω₁(1)|12Ω₂ˢ(1)
Λ:(u,u,0)|6Λ₁(1)|12Λ₂ˢ(1)
Q:(u,u,1/2)|3Q₁Q₁(2)|6Q₂ˢQ₂ˢ(2)
R:(u,0,1/2)|3R₁R₁(2)|6R₂ˢR₂ˢ(2)
Σ:(u,0,0)|6Σ₁(1)|12Σ₂ˢ(1)
