Wyckoff pos.|4a(4)|4a(4)|4a(4)|4b(mm2)|4b(mm2)|4b(mm2)|4b(mm2)|4a(4)|4a(4)|4b(mm2)
Band-Rep.|A↑G(2)|B↑G(2)|¹E²E↑G(4)|A₁↑G(2)|A₂↑G(2)|B₁↑G(2)|B₂↑G(2)|¹E₁ˢ²E₁ˢ↑G(4)|¹E₂ˢ²E₂ˢ↑G(4)|Eˢ↑G(4)
Decomposable|false|false|false|false|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₄(1)|Γ₂(1)⊕Γ₃(1)|2Γ₅(2)|Γ₁(1)⊕Γ₃(1)|Γ₂(1)⊕Γ₄(1)|Γ₅(2)|Γ₅(2)|2Γ₇ˢ(2)|2Γ₆ˢ(2)|Γ₆ˢ(2)⊕Γ₇ˢ(2)
M:(1,1,1)|M₁(1)⊕M₄(1)|M₂(1)⊕M₃(1)|2M₅(2)|M₂(1)⊕M₄(1)|M₁(1)⊕M₃(1)|M₅(2)|M₅(2)|2M₇ˢ(2)|2M₆ˢ(2)|M₆ˢ(2)⊕M₇ˢ(2)
P:(1/2,1/2,1/2)|P₁P₂(2)|P₁P₂(2)|P₃P₃(2)⊕P₄P₄(2)|P₄P₄(2)|P₃P₃(2)|P₁P₂(2)|P₁P₂(2)|P₅ˢP₅ˢ(4)|P₅ˢP₅ˢ(4)|P₅ˢP₅ˢ(4)
X:(1/2,1/2,0)|X₁(1)⊕X₂(1)|X₁(1)⊕X₂(1)|2X₃(1)⊕2X₄(1)|2X₄(1)|2X₃(1)|X₁(1)⊕X₂(1)|X₁(1)⊕X₂(1)|2X₅ˢ(2)|2X₅ˢ(2)|2X₅ˢ(2)
N:(1/2,0,1/2)|N₁N₂(2)|N₁N₂(2)|2N₁N₂(2)|N₁N₂(2)|N₁N₂(2)|N₁N₂(2)|N₁N₂(2)|N₃ˢN₃ˢ(2)⊕N₄ˢN₄ˢ(2)|N₃ˢN₃ˢ(2)⊕N₄ˢN₄ˢ(2)|N₃ˢN₃ˢ(2)⊕N₄ˢN₄ˢ(2)
Λ:(0,0,w)|Λ₁(1)⊕Λ₄(1)|Λ₂(1)⊕Λ₃(1)|2Λ₅(2)|Λ₁(1)⊕Λ₃(1)|Λ₂(1)⊕Λ₄(1)|Λ₅(2)|Λ₅(2)|2Λ₇ˢ(2)|2Λ₆ˢ(2)|Λ₆ˢ(2)⊕Λ₇ˢ(2)
W:(1/2,1/2,w)|W₁(1)⊕W₂(1)|W₁(1)⊕W₂(1)|2W₃(1)⊕2W₄(1)|2W₄(1)|2W₃(1)|W₁(1)⊕W₂(1)|W₁(1)⊕W₂(1)|2W₅ˢ(2)|2W₅ˢ(2)|2W₅ˢ(2)
A:(u,u,w)|A₁(1)⊕A₂(1)|A₁(1)⊕A₂(1)|2A₁(1)⊕2A₂(1)|2A₁(1)|2A₂(1)|A₁(1)⊕A₂(1)|A₁(1)⊕A₂(1)|2A₃ˢ(1)⊕2A₄ˢ(1)|2A₃ˢ(1)⊕2A₄ˢ(1)|2A₃ˢ(1)⊕2A₄ˢ(1)
B:(u,0,w)|B₁(1)⊕B₂(1)|B₁(1)⊕B₂(1)|2B₁(1)⊕2B₂(1)|B₁(1)⊕B₂(1)|B₁(1)⊕B₂(1)|B₁(1)⊕B₂(1)|B₁(1)⊕B₂(1)|2B₃ˢ(1)⊕2B₄ˢ(1)|2B₃ˢ(1)⊕2B₄ˢ(1)|2B₃ˢ(1)⊕2B₄ˢ(1)
Δ:(u,u,0)|Δ₁(1)⊕Δ₂(1)|Δ₁(1)⊕Δ₂(1)|2Δ₁(1)⊕2Δ₂(1)|2Δ₁(1)|2Δ₂(1)|Δ₁(1)⊕Δ₂(1)|Δ₁(1)⊕Δ₂(1)|2Δ₃ˢ(1)⊕2Δ₄ˢ(1)|2Δ₃ˢ(1)⊕2Δ₄ˢ(1)|2Δ₃ˢ(1)⊕2Δ₄ˢ(1)
Σ:(u,0,0)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|2Σ₁(1)⊕2Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|2Σ₃ˢ(1)⊕2Σ₄ˢ(1)|2Σ₃ˢ(1)⊕2Σ₄ˢ(1)|2Σ₃ˢ(1)⊕2Σ₄ˢ(1)
Y:(u,1-u,0)|Y₁(1)⊕Y₂(1)|Y₁(1)⊕Y₂(1)|2Y₁(1)⊕2Y₂(1)|2Y₂(1)|2Y₁(1)|Y₁(1)⊕Y₂(1)|Y₁(1)⊕Y₂(1)|2Y₃ˢ(1)⊕2Y₄ˢ(1)|2Y₃ˢ(1)⊕2Y₄ˢ(1)|2Y₃ˢ(1)⊕2Y₄ˢ(1)
C:(u,v,0)|2C₁(1)|2C₁(1)|4C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|2C₁(1)|4C₂ˢ(1)|4C₂ˢ(1)|4C₂ˢ(1)
Ω:(u,v,w)|2Ω₁(1)|2Ω₁(1)|4Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|4Ω₂ˢ(1)|4Ω₂ˢ(1)|4Ω₂ˢ(1)
Q:(1/2,v,1/2)|Q₁Q₁(2)|Q₁Q₁(2)|2Q₁Q₁(2)|Q₁Q₁(2)|Q₁Q₁(2)|Q₁Q₁(2)|Q₁Q₁(2)|2Q₂ˢQ₂ˢ(2)|2Q₂ˢQ₂ˢ(2)|2Q₂ˢQ₂ˢ(2)
