Wyckoff pos.|8a(2)|8a(2)|8a(2)
Band-Rep.|A↑G(4)|B↑G(4)|¹Eˢ²Eˢ↑G(8)
Decomposable|false|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)⊕Γ₃(1)⊕Γ₄(1)|2Γ₅(2)|2Γ₆ˢ(2)⊕2Γ₇ˢ(2)
M:(1,1,1)|M₁M₂(2)⊕M₃M₄(2)|2M₅(2)|2M₆ˢM₇ˢ(4)
P:(1/2,1/2,1/2)|P₁P₁(4)|P₁P₁(4)|P₂ˢP₂ˢ(2)⊕2P₃ˢP₅ˢ(2)⊕P₄ˢP₄ˢ(2)
X:(1/2,1/2,0)|2X₁(2)|2X₁(2)|2X₂ˢX₃ˢ(2)⊕2X₄ˢX₅ˢ(2)
N:(1/2,0,1/2)|2N₁N₂(2)|2N₁N₂(2)|2N₃ˢN₃ˢ(2)⊕2N₄ˢN₄ˢ(2)
Λ:(0,0,w)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|2Λ₅(2)|2Λ₆ˢ(2)⊕2Λ₇ˢ(2)
W:(1/2,1/2,w)|2W₁(2)|2W₁(2)|2W₂ˢ(1)⊕2W₃ˢ(1)⊕2W₄ˢ(1)⊕2W₅ˢ(1)
A:(u,u,w)|2A₁(1)⊕2A₂(1)|2A₁(1)⊕2A₂(1)|4A₃ˢ(1)⊕4A₄ˢ(1)
B:(u,0,w)|2B₁(1)⊕2B₂(1)|2B₁(1)⊕2B₂(1)|4B₃ˢ(1)⊕4B₄ˢ(1)
Δ:(u,u,0)|2Δ₁(1)⊕2Δ₂(1)|2Δ₁(1)⊕2Δ₂(1)|4Δ₃ˢ(1)⊕4Δ₄ˢ(1)
Σ:(u,0,0)|2Σ₁(1)⊕2Σ₂(1)|2Σ₁(1)⊕2Σ₂(1)|4Σ₃ˢ(1)⊕4Σ₄ˢ(1)
Y:(u,1-u,0)|2Y₁Y₂(2)|2Y₁Y₂(2)|4Y₃ˢY₄ˢ(2)
C:(u,v,0)|4C₁(1)|4C₁(1)|8C₂ˢ(1)
Ω:(u,v,w)|4Ω₁(1)|4Ω₁(1)|8Ω₂ˢ(1)
Q:(1/2,v,1/2)|2Q₁Q₁(2)|2Q₁Q₁(2)|4Q₂ˢQ₂ˢ(2)
