Wyckoff pos.|4a(32)|4a(32)|4a(32)|4b(32)|4b(32)|4b(32)|4a(32)|4a(32)|4b(32)|4b(32)
Band-Rep.|A₁↑G(4)|A₂↑G(4)|E↑G(8)|A₁↑G(4)|A₂↑G(4)|E↑G(8)|¹Eˢ²Eˢ↑G(8)|E₁ˢ↑G(8)|¹Eˢ²Eˢ↑G(8)|E₁ˢ↑G(8)
Decomposable|false|false|false|false|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₅(3)|Γ₂(1)⊕Γ₄(3)|Γ₃(2)⊕Γ₄(3)⊕Γ₅(3)|Γ₁(1)⊕Γ₅(3)|Γ₂(1)⊕Γ₄(3)|Γ₃(2)⊕Γ₄(3)⊕Γ₅(3)|2Γ₈ˢ(4)|Γ₆ˢ(2)⊕Γ₇ˢ(2)⊕Γ₈ˢ(4)|2Γ₈ˢ(4)|Γ₆ˢ(2)⊕Γ₇ˢ(2)⊕Γ₈ˢ(4)
R:(1/2,1/2,1/2)|R₃(4)|R₃(4)|R₁R₂(4)⊕R₃(4)|R₃(4)|R₃(4)|R₁R₂(4)⊕R₃(4)|R₄ˢR₅ˢ(2)⊕R₇ˢR₈ˢ(6)|R₆ˢ(2)⊕R₇ˢR₈ˢ(6)|R₄ˢR₅ˢ(2)⊕R₇ˢR₈ˢ(6)|R₆ˢ(2)⊕R₇ˢR₈ˢ(6)
M:(1/2,1/2,0)|M₁M₄(2)⊕M₅(2)|M₂M₃(2)⊕M₅(2)|M₁M₄(2)⊕M₂M₃(2)⊕2M₅(2)|M₁M₄(2)⊕M₅(2)|M₂M₃(2)⊕M₅(2)|M₁M₄(2)⊕M₂M₃(2)⊕2M₅(2)|2M₆ˢM₇ˢ(4)|2M₆ˢM₇ˢ(4)|2M₆ˢM₇ˢ(4)|2M₆ˢM₇ˢ(4)
X:(0,1/2,0)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|2X₁(2)⊕2X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|2X₁(2)⊕2X₂(2)|X₃ˢX₆ˢ(2)⊕X₄ˢX₅ˢ(2)⊕2X₇ˢ(2)|X₃ˢX₆ˢ(2)⊕X₄ˢX₅ˢ(2)⊕2X₇ˢ(2)|X₃ˢX₆ˢ(2)⊕X₄ˢX₅ˢ(2)⊕2X₇ˢ(2)|X₃ˢX₆ˢ(2)⊕X₄ˢX₅ˢ(2)⊕2X₇ˢ(2)
Δ:(0,v,0)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|2Δ₁(1)⊕2Δ₂(1)⊕2Δ₃(1)⊕2Δ₄(1)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|2Δ₁(1)⊕2Δ₂(1)⊕2Δ₃(1)⊕2Δ₄(1)|2Δ₅ˢ(1)⊕2Δ₆ˢ(1)⊕2Δ₇ˢ(1)⊕2Δ₈ˢ(1)|2Δ₅ˢ(1)⊕2Δ₆ˢ(1)⊕2Δ₇ˢ(1)⊕2Δ₈ˢ(1)|2Δ₅ˢ(1)⊕2Δ₆ˢ(1)⊕2Δ₇ˢ(1)⊕2Δ₈ˢ(1)|2Δ₅ˢ(1)⊕2Δ₆ˢ(1)⊕2Δ₇ˢ(1)⊕2Δ₈ˢ(1)
T:(1/2,1/2,w)|T₁T₂(2)⊕T₃T₄(2)|T₁T₂(2)⊕T₃T₄(2)|2T₁T₂(2)⊕2T₃T₄(2)|T₁T₂(2)⊕T₃T₄(2)|T₁T₂(2)⊕T₃T₄(2)|2T₁T₂(2)⊕2T₃T₄(2)|2T₅ˢT₆ˢ(2)⊕2T₇ˢT₈ˢ(2)|2T₅ˢT₆ˢ(2)⊕2T₇ˢT₈ˢ(2)|2T₅ˢT₆ˢ(2)⊕2T₇ˢT₈ˢ(2)|2T₅ˢT₆ˢ(2)⊕2T₇ˢT₈ˢ(2)
Λ:(u,u,u)|2Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|2Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|2Λ₁(1)⊕3Λ₂(1)⊕3Λ₃(1)|2Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|2Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)|2Λ₁(1)⊕3Λ₂(1)⊕3Λ₃(1)|4Λ₄ˢ(1)⊕2Λ₅ˢ(1)⊕2Λ₆ˢ(1)|2Λ₄ˢ(1)⊕3Λ₅ˢ(1)⊕3Λ₆ˢ(1)|4Λ₄ˢ(1)⊕2Λ₅ˢ(1)⊕2Λ₆ˢ(1)|2Λ₄ˢ(1)⊕3Λ₅ˢ(1)⊕3Λ₆ˢ(1)
S:(u,1/2,u)|2S₁S₂(2)|2S₁S₂(2)|4S₁S₂(2)|2S₁S₂(2)|2S₁S₂(2)|4S₁S₂(2)|4S₃ˢS₄ˢ(2)|4S₃ˢS₄ˢ(2)|4S₃ˢS₄ˢ(2)|4S₃ˢS₄ˢ(2)
Σ:(u,u,0)|3Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕3Σ₂(1)|4Σ₁(1)⊕4Σ₂(1)|3Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕3Σ₂(1)|4Σ₁(1)⊕4Σ₂(1)|4Σ₃ˢ(1)⊕4Σ₄ˢ(1)|4Σ₃ˢ(1)⊕4Σ₄ˢ(1)|4Σ₃ˢ(1)⊕4Σ₄ˢ(1)|4Σ₃ˢ(1)⊕4Σ₄ˢ(1)
