Wyckoff pos.|2a(3)|2a(3)|2b(3)|2b(3)|2a(3)|2a(3)|2b(3)|2b(3)
Band-Rep.|A₁↑G(2)|¹E²E↑G(4)|A₁↑G(2)|¹E²E↑G(4)|¹Eˢ²Eˢ↑G(4)|EˢEˢ↑G(4)|¹Eˢ²Eˢ↑G(4)|EˢEˢ↑G(4)
Decomposable|false|false|false|false|false|false|false|false
A:(0,0,1/2)|A₁A₂(2)|A₃A₃(4)|A₁A₂(2)|A₃A₃(4)|A₆ˢA₆ˢ(4)|A₄ˢA₄ˢ(2)⊕A₅ˢA₅ˢ(2)|A₆ˢA₆ˢ(4)|A₄ˢA₄ˢ(2)⊕A₅ˢA₅ˢ(2)
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)|2Γ₃(2)|Γ₁(1)⊕Γ₂(1)|2Γ₃(2)|2Γ₆ˢ(2)|2Γ₄ˢΓ₅ˢ(2)|2Γ₆ˢ(2)|2Γ₄ˢΓ₅ˢ(2)
H:(1/3,1/3,1/2)|H₁(1)⊕H₂(1)|2H₃(2)|H₃(2)|H₁(1)⊕H₂(1)⊕H₃(2)|2H₆ˢ(2)|2H₄ˢ(1)⊕2H₅ˢ(1)|H₄ˢ(1)⊕H₅ˢ(1)⊕H₆ˢ(2)|2H₆ˢ(2)
HA:(-1/3,-1/3,-1/2)|HA₁(1)⊕HA₂(1)|2HA₃(2)|HA₃(2)|HA₁(1)⊕HA₂(1)⊕HA₃(2)|2HA₆ˢ(2)|2HA₄ˢ(1)⊕2HA₅ˢ(1)|HA₄ˢ(1)⊕HA₅ˢ(1)⊕HA₆ˢ(2)|2HA₆ˢ(2)
K:(1/3,1/3,0)|K₁(1)⊕K₂(1)|2K₃(2)|K₃(2)|K₁(1)⊕K₂(1)⊕K₃(2)|2K₆ˢ(2)|2K₄ˢ(1)⊕2K₅ˢ(1)|K₄ˢ(1)⊕K₅ˢ(1)⊕K₆ˢ(2)|2K₆ˢ(2)
KA:(-1/3,-1/3,0)|KA₁(1)⊕KA₂(1)|2KA₃(2)|KA₃(2)|KA₁(1)⊕KA₂(1)⊕KA₃(2)|2KA₆ˢ(2)|2KA₄ˢ(1)⊕2KA₅ˢ(1)|KA₄ˢ(1)⊕KA₅ˢ(1)⊕KA₆ˢ(2)|2KA₆ˢ(2)
L:(1/2,0,1/2)|L₁L₂(2)|2L₁L₂(2)|L₁L₂(2)|2L₁L₂(2)|L₃ˢL₃ˢ(2)⊕L₄ˢL₄ˢ(2)|L₃ˢL₃ˢ(2)⊕L₄ˢL₄ˢ(2)|L₃ˢL₃ˢ(2)⊕L₄ˢL₄ˢ(2)|L₃ˢL₃ˢ(2)⊕L₄ˢL₄ˢ(2)
