Wyckoff pos.|2a(2)|2a(2)|2b(2)|2b(2)|2a(2)|2b(2)
Band-Rep.|A↑G(2)|B↑G(2)|A↑G(2)|B↑G(2)|¹Eˢ²Eˢ↑G(4)|¹Eˢ²Eˢ↑G(4)
Decomposable|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)|Γ₃(1)⊕Γ₄(1)|Γ₁(1)⊕Γ₂(1)|Γ₃(1)⊕Γ₄(1)|2Γˢ₅(2)|2Γˢ₅(2)
R:(1/2,1/2,1/2)|R₁(1)⊕R₂(1)|R₃(1)⊕R₄(1)|R₃(1)⊕R₄(1)|R₁(1)⊕R₂(1)|2Rˢ₅(2)|2Rˢ₅(2)
S:(1/2,1/2,0)|S₁S₂(2)|S₃S₄(2)|S₃S₄(2)|S₁S₂(2)|Sˢ₅Sˢ₅(4)|Sˢ₅Sˢ₅(4)
T:(0,1/2,1/2)|T₁(2)|T₁(2)|T₁(2)|T₁(2)|Tˢ₂Tˢ₅(2)⊕Tˢ₃Tˢ₄(2)|Tˢ₂Tˢ₅(2)⊕Tˢ₃Tˢ₄(2)
U:(1/2,0,1/2)|U₁(2)|U₁(2)|U₁(2)|U₁(2)|Uˢ₂Uˢ₃(2)⊕Uˢ₄Uˢ₅(2)|Uˢ₂Uˢ₃(2)⊕Uˢ₄Uˢ₅(2)
X:(1/2,0,0)|X₁(2)|X₁(2)|X₁(2)|X₁(2)|Xˢ₂Xˢ₅(2)⊕Xˢ₃Xˢ₄(2)|Xˢ₂Xˢ₅(2)⊕Xˢ₃Xˢ₄(2)
Y:(0,1/2,0)|Y₁(2)|Y₁(2)|Y₁(2)|Y₁(2)|Yˢ₂Yˢ₃(2)⊕Yˢ₄Yˢ₅(2)|Yˢ₂Yˢ₃(2)⊕Yˢ₄Yˢ₅(2)
Z:(0,0,1/2)|Z₁Z₂(2)|Z₃Z₄(2)|Z₁Z₂(2)|Z₃Z₄(2)|Zˢ₅Zˢ₅(4)|Zˢ₅Zˢ₅(4)
G:(1/2,0,w)|G₁(2)|G₁(2)|G₁(2)|G₁(2)|Gˢ₂(1)⊕Gˢ₃(1)⊕Gˢ₄(1)⊕Gˢ₅(1)|Gˢ₂(1)⊕Gˢ₃(1)⊕Gˢ₄(1)⊕Gˢ₅(1)
H:(0,1/2,w)|H₁(2)|H₁(2)|H₁(2)|H₁(2)|Hˢ₂(1)⊕Hˢ₃(1)⊕Hˢ₄(1)⊕Hˢ₅(1)|Hˢ₂(1)⊕Hˢ₃(1)⊕Hˢ₄(1)⊕Hˢ₅(1)
Λ:(0,0,w)|Λ₁(1)⊕Λ₂(1)|Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)|Λ₃(1)⊕Λ₄(1)|2Λˢ₅(2)|2Λˢ₅(2)
Q:(1/2,1/2,w)|Q₁(1)⊕Q₂(1)|Q₃(1)⊕Q₄(1)|Q₃(1)⊕Q₄(1)|Q₁(1)⊕Q₂(1)|2Qˢ₅(2)|2Qˢ₅(2)
A:(u,0,1/2)|A₁A₂(2)|A₁A₂(2)|A₁A₂(2)|A₁A₂(2)|2Aˢ₃Aˢ₄(2)|2Aˢ₃Aˢ₄(2)
B:(0,v,1/2)|B₁B₂(2)|B₁B₂(2)|B₁B₂(2)|B₁B₂(2)|2Bˢ₃Bˢ₄(2)|2Bˢ₃Bˢ₄(2)
C:(u,1/2,0)|C₁C₂(2)|C₁C₂(2)|C₁C₂(2)|C₁C₂(2)|2Cˢ₃Cˢ₄(2)|2Cˢ₃Cˢ₄(2)
D:(1/2,v,0)|D₁D₂(2)|D₁D₂(2)|D₁D₂(2)|D₁D₂(2)|2Dˢ₃Dˢ₄(2)|2Dˢ₃Dˢ₄(2)
Δ:(0,v,0)|Δ₁(1)⊕Δ₂(1)|Δ₁(1)⊕Δ₂(1)|Δ₁(1)⊕Δ₂(1)|Δ₁(1)⊕Δ₂(1)|2Δˢ₃(1)⊕2Δˢ₄(1)|2Δˢ₃(1)⊕2Δˢ₄(1)
E:(u,1/2,1/2)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|2Eˢ₃(1)⊕2Eˢ₄(1)|2Eˢ₃(1)⊕2Eˢ₄(1)
K:(0,v,w)|K₁(1)⊕K₂(1)|K₁(1)⊕K₂(1)|K₁(1)⊕K₂(1)|K₁(1)⊕K₂(1)|2Kˢ₃(1)⊕2Kˢ₄(1)|2Kˢ₃(1)⊕2Kˢ₄(1)
L:(1/2,v,w)|L₁(1)⊕L₂(1)|L₁(1)⊕L₂(1)|L₁(1)⊕L₂(1)|L₁(1)⊕L₂(1)|2Lˢ₃(1)⊕2Lˢ₄(1)|2Lˢ₃(1)⊕2Lˢ₄(1)
M:(u,0,w)|M₁(1)⊕M₂(1)|M₁(1)⊕M₂(1)|M₁(1)⊕M₂(1)|M₁(1)⊕M₂(1)|2Mˢ₃(1)⊕2Mˢ₄(1)|2Mˢ₃(1)⊕2Mˢ₄(1)
N:(u,1/2,w)|N₁(1)⊕N₂(1)|N₁(1)⊕N₂(1)|N₁(1)⊕N₂(1)|N₁(1)⊕N₂(1)|2Nˢ₃(1)⊕2Nˢ₄(1)|2Nˢ₃(1)⊕2Nˢ₄(1)
P:(1/2,v,1/2)|P₁(1)⊕P₂(1)|P₁(1)⊕P₂(1)|P₁(1)⊕P₂(1)|P₁(1)⊕P₂(1)|2Pˢ₃(1)⊕2Pˢ₄(1)|2Pˢ₃(1)⊕2Pˢ₄(1)
Σ:(u,0,0)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|2Σˢ₃(1)⊕2Σˢ₄(1)|2Σˢ₃(1)⊕2Σˢ₄(1)
Ω:(u,v,w)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|4Ωˢ₂(1)|4Ωˢ₂(1)
V:(u,v,0)|2V₁(1)|2V₁(1)|2V₁(1)|2V₁(1)|4Vˢ₂(1)|4Vˢ₂(1)
W:(u,v,1/2)|2W₁(1)|2W₁(1)|2W₁(1)|2W₁(1)|4Wˢ₂(1)|4Wˢ₂(1)
