Wyckoff pos.|4a(1)|4a(1)
Band-Rep.|A↑G(4)|AˢAˢ↑G(8)
Decomposable|false|false
A:(1/2,1/2,1/2)|A₁A₃(2)⊕A₂A₄(2)|2A₅ˢA₆ˢ(2)⊕A₇ˢA₇ˢ(2)⊕A₈ˢA₈ˢ(2)
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)⊕Γ₃Γ₄(2)|2Γ₅ˢΓ₇ˢ(2)⊕2Γ₆ˢΓ₈ˢ(2)
M:(1/2,1/2,0)|M₁(1)⊕M₂(1)⊕M₃M₄(2)|2M₅ˢM₇ˢ(2)⊕2M₆ˢM₈ˢ(2)
Z:(0,0,1/2)|Z₁Z₃(2)⊕Z₂Z₄(2)|2Z₅ˢZ₆ˢ(2)⊕Z₇ˢZ₇ˢ(2)⊕Z₈ˢZ₈ˢ(2)
R:(0,1/2,1/2)|2R₁R₂(2)|2R₃ˢR₃ˢ(2)⊕2R₄ˢR₄ˢ(2)
X:(0,1/2,0)|2X₁(1)⊕2X₂(1)|4X₃ˢX₄ˢ(2)
Λ:(0,0,w)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|2Λ₅ˢ(1)⊕2Λ₆ˢ(1)⊕2Λ₇ˢ(1)⊕2Λ₈ˢ(1)
V:(1/2,1/2,w)|V₁(1)⊕V₂(1)⊕V₃(1)⊕V₄(1)|2V₅ˢ(1)⊕2V₆ˢ(1)⊕2V₇ˢ(1)⊕2V₈ˢ(1)
W:(0,1/2,w)|2W₁(1)⊕2W₂(1)|4W₃ˢ(1)⊕4W₄ˢ(1)
B:(0,v,w)|4B₁(1)|8B₂ˢ(1)
C:(u,u,w)|4C₁(1)|8C₂ˢ(1)
D:(u,v,0)|4D₁(1)|8D₂ˢ(1)
Δ:(0,v,0)|4Δ₁(1)|8Δ₂ˢ(1)
E:(u,v,1/2)|2E₁E₁(2)|4E₂ˢE₂ˢ(2)
F:(u,1/2,w)|4F₁(1)|8F₂ˢ(1)
Ω:(u,v,w)|4Ω₁(1)|8Ω₂ˢ(1)
S:(u,u,1/2)|2S₁S₁(2)|4S₂ˢS₂ˢ(2)
Σ:(u,u,0)|4Σ₁(1)|8Σ₂ˢ(1)
T:(u,1/2,1/2)|2T₁T₁(2)|4T₂ˢT₂ˢ(2)
U:(0,v,1/2)|2U₁U₁(2)|4U₂ˢU₂ˢ(2)
Y:(u,1/2,0)|4Y₁(1)|8Y₂ˢ(1)
