P:(1/3,1/3,w)|P₁(1)|P₂(1)|P₂(1)|P₁(1)|P₁(1)|P₂(1)|P₂(1)|P₁(1)|P₃(2)|P₃(2)|P₃(2)|P₃(2)|P₁(1)|P₂(1)|P₂(1)|P₁(1)|P₁(1)|P₂(1)|P₂(1)|P₁(1)|P₃(2)|P₃(2)|P₃(2)|P₃(2)|P₃(2)|P₃(2)|P₃(2)|P₃(2)|P₁(1)⊕P₂(1)⊕P₃(2)|P₁(1)⊕P₂(1)⊕P₃(2)|P₃(2)|P₃(2)|P₃(2)|P₃(2)|P₁(1)⊕P₂(1)⊕P₃(2)|P₁(1)⊕P₂(1)⊕P₃(2)|P₁(1)⊕P₃(2)|P₂(1)⊕P₃(2)|P₂(1)⊕P₃(2)|P₁(1)⊕P₃(2)|P₁(1)⊕P₃(2)|P₂(1)⊕P₃(2)|P₂(1)⊕P₃(2)|P₁(1)⊕P₃(2)|P₁(1)⊕P₃(2)|P₂(1)⊕P₃(2)|P₂(1)⊕P₃(2)|P₁(1)⊕P₃(2)|P₁(1)⊕P₃(2)|P₂(1)⊕P₃(2)|P₂(1)⊕P₃(2)|P₁(1)⊕P₃(2)|P₆ˢ(2)|P₆ˢ(2)|P₆ˢ(2)|P₆ˢ(2)|P₄ˢP₅ˢ(2)|P₄ˢP₅ˢ(2)|P₆ˢ(2)|P₆ˢ(2)|P₆ˢ(2)|P₆ˢ(2)|P₄ˢP₅ˢ(2)|P₄ˢP₅ˢ(2)|P₄ˢP₅ˢ(2)⊕P₆ˢ(2)|P₄ˢP₅ˢ(2)⊕P₆ˢ(2)|2P₆ˢ(2)|P₄ˢP₅ˢ(2)⊕P₆ˢ(2)|P₄ˢP₅ˢ(2)⊕P₆ˢ(2)|2P₆ˢ(2)|P₄ˢP₅ˢ(2)⊕2P₆ˢ(2)|P₄ˢP₅ˢ(2)⊕2P₆ˢ(2)|P₄ˢP₅ˢ(2)⊕2P₆ˢ(2)|P₄ˢP₅ˢ(2)⊕2P₆ˢ(2)
Λ:(u,u,0)|Λ₁(1)|Λ₂(1)|Λ₄(1)|Λ₃(1)|Λ₃(1)|Λ₄(1)|Λ₂(1)|Λ₁(1)|Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₄(1)|Λ₂(1)⊕Λ₃(1)|Λ₁(1)|Λ₂(1)|Λ₄(1)|Λ₃(1)|Λ₃(1)|Λ₄(1)|Λ₂(1)|Λ₁(1)|Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₄(1)|Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₄(1)|Λ₂(1)⊕Λ₃(1)|Λ₂(1)⊕Λ₃(1)|2Λ₁(1)⊕2Λ₄(1)|2Λ₂(1)⊕2Λ₃(1)|Λ₁(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₄(1)|Λ₂(1)⊕Λ₃(1)|Λ₂(1)⊕Λ₃(1)|2Λ₁(1)⊕2Λ₄(1)|2Λ₂(1)⊕2Λ₃(1)|2Λ₁(1)⊕Λ₄(1)|2Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕2Λ₄(1)|Λ₂(1)⊕2Λ₃(1)|Λ₂(1)⊕2Λ₃(1)|Λ₁(1)⊕2Λ₄(1)|2Λ₂(1)⊕Λ₃(1)|2Λ₁(1)⊕Λ₄(1)|2Λ₁(1)⊕Λ₄(1)|2Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕2Λ₄(1)|Λ₂(1)⊕2Λ₃(1)|Λ₂(1)⊕2Λ₃(1)|Λ₁(1)⊕2Λ₄(1)|2Λ₂(1)⊕Λ₃(1)|2Λ₁(1)⊕Λ₄(1)|Λ₅ˢ(2)|Λ₅ˢ(2)|Λ₅ˢ(2)|Λ₅ˢ(2)|Λ₅ˢ(2)|Λ₅ˢ(2)|Λ₅ˢ(2)|Λ₅ˢ(2)|Λ₅ˢ(2)|Λ₅ˢ(2)|Λ₅ˢ(2)|Λ₅ˢ(2)|2Λ₅ˢ(2)|2Λ₅ˢ(2)|2Λ₅ˢ(2)|2Λ₅ˢ(2)|2Λ₅ˢ(2)|2Λ₅ˢ(2)|3Λ₅ˢ(2)|3Λ₅ˢ(2)|3Λ₅ˢ(2)|3Λ₅ˢ(2)
Q:(u,u,1/2)|Q₁(1)|Q₂(1)|Q₄(1)|Q₃(1)|Q₃(1)|Q₄(1)|Q₂(1)|Q₁(1)|Q₂(1)⊕Q₃(1)|Q₁(1)⊕Q₄(1)|Q₁(1)⊕Q₄(1)|Q₂(1)⊕Q₃(1)|Q₃(1)|Q₄(1)|Q₂(1)|Q₁(1)|Q₁(1)|Q₂(1)|Q₄(1)|Q₃(1)|Q₁(1)⊕Q₄(1)|Q₂(1)⊕Q₃(1)|Q₂(1)⊕Q₃(1)|Q₁(1)⊕Q₄(1)|Q₁(1)⊕Q₄(1)|Q₁(1)⊕Q₄(1)|Q₂(1)⊕Q₃(1)|Q₂(1)⊕Q₃(1)|2Q₁(1)⊕2Q₄(1)|2Q₂(1)⊕2Q₃(1)|Q₂(1)⊕Q₃(1)|Q₂(1)⊕Q₃(1)|Q₁(1)⊕Q₄(1)|Q₁(1)⊕Q₄(1)|2Q₂(1)⊕2Q₃(1)|2Q₁(1)⊕2Q₄(1)|2Q₁(1)⊕Q₄(1)|2Q₂(1)⊕Q₃(1)|Q₁(1)⊕2Q₄(1)|Q₂(1)⊕2Q₃(1)|Q₂(1)⊕2Q₃(1)|Q₁(1)⊕2Q₄(1)|2Q₂(1)⊕Q₃(1)|2Q₁(1)⊕Q₄(1)|Q₂(1)⊕2Q₃(1)|Q₁(1)⊕2Q₄(1)|2Q₂(1)⊕Q₃(1)|2Q₁(1)⊕Q₄(1)|2Q₁(1)⊕Q₄(1)|2Q₂(1)⊕Q₃(1)|Q₁(1)⊕2Q₄(1)|Q₂(1)⊕2Q₃(1)|Q₅ˢ(2)|Q₅ˢ(2)|Q₅ˢ(2)|Q₅ˢ(2)|Q₅ˢ(2)|Q₅ˢ(2)|Q₅ˢ(2)|Q₅ˢ(2)|Q₅ˢ(2)|Q₅ˢ(2)|Q₅ˢ(2)|Q₅ˢ(2)|2Q₅ˢ(2)|2Q₅ˢ(2)|2Q₅ˢ(2)|2Q₅ˢ(2)|2Q₅ˢ(2)|2Q₅ˢ(2)|3Q₅ˢ(2)|3Q₅ˢ(2)|3Q₅ˢ(2)|3Q₅ˢ(2)
R:(u,0,1/2)|R₁(1)|R₄(1)|R₂(1)|R₃(1)|R₄(1)|R₁(1)|R₃(1)|R₂(1)|R₃(1)⊕R₄(1)|R₁(1)⊕R₂(1)|R₁(1)⊕R₂(1)|R₃(1)⊕R₄(1)|R₃(1)|R₂(1)|R₄(1)|R₁(1)|R₂(1)|R₃(1)|R₁(1)|R₄(1)|R₁(1)⊕R₂(1)|R₃(1)⊕R₄(1)|R₃(1)⊕R₄(1)|R₁(1)⊕R₂(1)|2R₁(1)|2R₂(1)|2R₄(1)|2R₃(1)|2R₁(1)⊕2R₂(1)|2R₃(1)⊕2R₄(1)|2R₃(1)|2R₄(1)|2R₂(1)|2R₁(1)|2R₃(1)⊕2R₄(1)|2R₁(1)⊕2R₂(1)|2R₁(1)⊕R₂(1)|R₃(1)⊕2R₄(1)|R₁(1)⊕2R₂(1)|2R₃(1)⊕R₄(1)|R₃(1)⊕2R₄(1)|2R₁(1)⊕R₂(1)|2R₃(1)⊕R₄(1)|R₁(1)⊕2R₂(1)|2R₃(1)⊕R₄(1)|R₁(1)⊕2R₂(1)|R₃(1)⊕2R₄(1)|2R₁(1)⊕R₂(1)|R₁(1)⊕2R₂(1)|2R₃(1)⊕R₄(1)|2R₁(1)⊕R₂(1)|R₃(1)⊕2R₄(1)|R₅ˢ(2)|R₅ˢ(2)|R₅ˢ(2)|R₅ˢ(2)|R₅ˢ(2)|R₅ˢ(2)|R₅ˢ(2)|R₅ˢ(2)|R₅ˢ(2)|R₅ˢ(2)|R₅ˢ(2)|R₅ˢ(2)|2R₅ˢ(2)|2R₅ˢ(2)|2R₅ˢ(2)|2R₅ˢ(2)|2R₅ˢ(2)|2R₅ˢ(2)|3R₅ˢ(2)|3R₅ˢ(2)|3R₅ˢ(2)|3R₅ˢ(2)
Σ:(u,0,0)|Σ₁(1)|Σ₄(1)|Σ₂(1)|Σ₃(1)|Σ₄(1)|Σ₁(1)|Σ₃(1)|Σ₂(1)|Σ₃(1)⊕Σ₄(1)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₃(1)⊕Σ₄(1)|Σ₁(1)|Σ₄(1)|Σ₂(1)|Σ₃(1)|Σ₄(1)|Σ₁(1)|Σ₃(1)|Σ₂(1)|Σ₃(1)⊕Σ₄(1)|Σ₁(1)⊕Σ₂(1)|Σ₁(1)⊕Σ₂(1)|Σ₃(1)⊕Σ₄(1)|2Σ₁(1)|2Σ₂(1)|2Σ₄(1)|2Σ₃(1)|2Σ₁(1)⊕2Σ₂(1)|2Σ₃(1)⊕2Σ₄(1)|2Σ₁(1)|2Σ₂(1)|2Σ₄(1)|2Σ₃(1)|2Σ₁(1)⊕2Σ₂(1)|2Σ₃(1)⊕2Σ₄(1)|2Σ₁(1)⊕Σ₂(1)|Σ₃(1)⊕2Σ₄(1)|Σ₁(1)⊕2Σ₂(1)|2Σ₃(1)⊕Σ₄(1)|Σ₃(1)⊕2Σ₄(1)|2Σ₁(1)⊕Σ₂(1)|2Σ₃(1)⊕Σ₄(1)|Σ₁(1)⊕2Σ₂(1)|2Σ₁(1)⊕Σ₂(1)|Σ₃(1)⊕2Σ₄(1)|Σ₁(1)⊕2Σ₂(1)|2Σ₃(1)⊕Σ₄(1)|Σ₃(1)⊕2Σ₄(1)|2Σ₁(1)⊕Σ₂(1)|2Σ₃(1)⊕Σ₄(1)|Σ₁(1)⊕2Σ₂(1)|Σ₅ˢ(2)|Σ₅ˢ(2)|Σ₅ˢ(2)|Σ₅ˢ(2)|Σ₅ˢ(2)|Σ₅ˢ(2)|Σ₅ˢ(2)|Σ₅ˢ(2)|Σ₅ˢ(2)|Σ₅ˢ(2)|Σ₅ˢ(2)|Σ₅ˢ(2)|2Σ₅ˢ(2)|2Σ₅ˢ(2)|2Σ₅ˢ(2)|2Σ₅ˢ(2)|2Σ₅ˢ(2)|2Σ₅ˢ(2)|3Σ₅ˢ(2)|3Σ₅ˢ(2)|3Σ₅ˢ(2)|3Σ₅ˢ(2)
U:(1/2,0,w)|U₁(1)|U₂(1)|U₂(1)|U₁(1)|U₃(1)|U₄(1)|U₄(1)|U₃(1)|U₃(1)⊕U₄(1)|U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)|U₂(1)|U₂(1)|U₁(1)|U₃(1)|U₄(1)|U₄(1)|U₃(1)|U₃(1)⊕U₄(1)|U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₄(1)|U₂(1)⊕U₃(1)|U₂(1)⊕U₃(1)|U₁(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₄(1)|U₂(1)⊕U₃(1)|U₂(1)⊕U₃(1)|U₁(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₃(1)⊕U₄(1)|U₂(1)⊕U₃(1)⊕U₄(1)|U₂(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕U₃(1)|U₁(1)⊕U₂(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕U₃(1)|U₁(1)⊕U₃(1)⊕U₄(1)|U₂(1)⊕U₃(1)⊕U₄(1)|U₂(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕U₃(1)|U₁(1)⊕U₂(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕U₃(1)|U₅ˢ(2)|U₅ˢ(2)|U₅ˢ(2)|U₅ˢ(2)|U₅ˢ(2)|U₅ˢ(2)|U₅ˢ(2)|U₅ˢ(2)|U₅ˢ(2)|U₅ˢ(2)|U₅ˢ(2)|U₅ˢ(2)|2U₅ˢ(2)|2U₅ˢ(2)|2U₅ˢ(2)|2U₅ˢ(2)|2U₅ˢ(2)|2U₅ˢ(2)|3U₅ˢ(2)|3U₅ˢ(2)|3U₅ˢ(2)|3U₅ˢ(2)
B:(u,v,0)|B₁(1)|B₂(1)|B₁(1)|B₂(1)|B₂(1)|B₁(1)|B₂(1)|B₁(1)|2B₂(1)|2B₁(1)|2B₁(1)|2B₂(1)|B₁(1)|B₂(1)|B₁(1)|B₂(1)|B₂(1)|B₁(1)|B₂(1)|B₁(1)|2B₂(1)|2B₁(1)|2B₁(1)|2B₂(1)|2B₁(1)|2B₁(1)|2B₂(1)|2B₂(1)|4B₁(1)|4B₂(1)|2B₁(1)|2B₁(1)|2B₂(1)|2B₂(1)|4B₁(1)|4B₂(1)|3B₁(1)|3B₂(1)|3B₁(1)|3B₂(1)|3B₂(1)|3B₁(1)|3B₂(1)|3B₁(1)|3B₁(1)|3B₂(1)|3B₁(1)|3B₂(1)|3B₂(1)|3B₁(1)|3B₂(1)|3B₁(1)|B₃ˢB₄ˢ(2)|B₃ˢB₄ˢ(2)|B₃ˢB₄ˢ(2)|B₃ˢB₄ˢ(2)|B₃ˢB₄ˢ(2)|B₃ˢB₄ˢ(2)|B₃ˢB₄ˢ(2)|B₃ˢB₄ˢ(2)|B₃ˢB₄ˢ(2)|B₃ˢB₄ˢ(2)|B₃ˢB₄ˢ(2)|B₃ˢB₄ˢ(2)|2B₃ˢB₄ˢ(2)|2B₃ˢB₄ˢ(2)|2B₃ˢB₄ˢ(2)|2B₃ˢB₄ˢ(2)|2B₃ˢB₄ˢ(2)|2B₃ˢB₄ˢ(2)|3B₃ˢB₄ˢ(2)|3B₃ˢB₄ˢ(2)|3B₃ˢB₄ˢ(2)|3B₃ˢB₄ˢ(2)
C:(u,u,w)|C₁(1)|C₂(1)|C₂(1)|C₁(1)|C₁(1)|C₂(1)|C₂(1)|C₁(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)|C₂(1)|C₂(1)|C₁(1)|C₁(1)|C₂(1)|C₂(1)|C₁(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|2C₁(1)⊕2C₂(1)|2C₁(1)⊕2C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|2C₁(1)⊕2C₂(1)|2C₁(1)⊕2C₂(1)|2C₁(1)⊕C₂(1)|C₁(1)⊕2C₂(1)|C₁(1)⊕2C₂(1)|2C₁(1)⊕C₂(1)|2C₁(1)⊕C₂(1)|C₁(1)⊕2C₂(1)|C₁(1)⊕2C₂(1)|2C₁(1)⊕C₂(1)|2C₁(1)⊕C₂(1)|C₁(1)⊕2C₂(1)|C₁(1)⊕2C₂(1)|2C₁(1)⊕C₂(1)|2C₁(1)⊕C₂(1)|C₁(1)⊕2C₂(1)|C₁(1)⊕2C₂(1)|2C₁(1)⊕C₂(1)|C₃ˢC₄ˢ(2)|C₃ˢC₄ˢ(2)|C₃ˢC₄ˢ(2)|C₃ˢC₄ˢ(2)|C₃ˢC₄ˢ(2)|C₃ˢC₄ˢ(2)|C₃ˢC₄ˢ(2)|C₃ˢC₄ˢ(2)|C₃ˢC₄ˢ(2)|C₃ˢC₄ˢ(2)|C₃ˢC₄ˢ(2)|C₃ˢC₄ˢ(2)|2C₃ˢC₄ˢ(2)|2C₃ˢC₄ˢ(2)|2C₃ˢC₄ˢ(2)|2C₃ˢC₄ˢ(2)|2C₃ˢC₄ˢ(2)|2C₃ˢC₄ˢ(2)|3C₃ˢC₄ˢ(2)|3C₃ˢC₄ˢ(2)|3C₃ˢC₄ˢ(2)|3C₃ˢC₄ˢ(2)
D:(u,0,w)|D₁(1)|D₂(1)|D₂(1)|D₁(1)|D₂(1)|D₁(1)|D₁(1)|D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)|D₂(1)|D₂(1)|D₁(1)|D₂(1)|D₁(1)|D₁(1)|D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|2D₁(1)|2D₂(1)|2D₂(1)|2D₁(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)|2D₂(1)|2D₂(1)|2D₁(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕D₂(1)|D₁(1)⊕2D₂(1)|D₁(1)⊕2D₂(1)|2D₁(1)⊕D₂(1)|D₁(1)⊕2D₂(1)|2D₁(1)⊕D₂(1)|2D₁(1)⊕D₂(1)|D₁(1)⊕2D₂(1)|2D₁(1)⊕D₂(1)|D₁(1)⊕2D₂(1)|D₁(1)⊕2D₂(1)|2D₁(1)⊕D₂(1)|D₁(1)⊕2D₂(1)|2D₁(1)⊕D₂(1)|2D₁(1)⊕D₂(1)|D₁(1)⊕2D₂(1)|D₃ˢD₄ˢ(2)|D₃ˢD₄ˢ(2)|D₃ˢD₄ˢ(2)|D₃ˢD₄ˢ(2)|D₃ˢD₄ˢ(2)|D₃ˢD₄ˢ(2)|D₃ˢD₄ˢ(2)|D₃ˢD₄ˢ(2)|D₃ˢD₄ˢ(2)|D₃ˢD₄ˢ(2)|D₃ˢD₄ˢ(2)|D₃ˢD₄ˢ(2)|2D₃ˢD₄ˢ(2)|2D₃ˢD₄ˢ(2)|2D₃ˢD₄ˢ(2)|2D₃ˢD₄ˢ(2)|2D₃ˢD₄ˢ(2)|2D₃ˢD₄ˢ(2)|3D₃ˢD₄ˢ(2)|3D₃ˢD₄ˢ(2)|3D₃ˢD₄ˢ(2)|3D₃ˢD₄ˢ(2)
E:(u,v,1/2)|E₁(1)|E₂(1)|E₁(1)|E₂(1)|E₂(1)|E₁(1)|E₂(1)|E₁(1)|2E₂(1)|2E₁(1)|2E₁(1)|2E₂(1)|E₂(1)|E₁(1)|E₂(1)|E₁(1)|E₁(1)|E₂(1)|E₁(1)|E₂(1)|2E₁(1)|2E₂(1)|2E₂(1)|2E₁(1)|2E₁(1)|2E₁(1)|2E₂(1)|2E₂(1)|4E₁(1)|4E₂(1)|2E₂(1)|2E₂(1)|2E₁(1)|2E₁(1)|4E₂(1)|4E₁(1)|3E₁(1)|3E₂(1)|3E₁(1)|3E₂(1)|3E₂(1)|3E₁(1)|3E₂(1)|3E₁(1)|3E₂(1)|3E₁(1)|3E₂(1)|3E₁(1)|3E₁(1)|3E₂(1)|3E₁(1)|3E₂(1)|E₃ˢE₄ˢ(2)|E₃ˢE₄ˢ(2)|E₃ˢE₄ˢ(2)|E₃ˢE₄ˢ(2)|E₃ˢE₄ˢ(2)|E₃ˢE₄ˢ(2)|E₃ˢE₄ˢ(2)|E₃ˢE₄ˢ(2)|E₃ˢE₄ˢ(2)|E₃ˢE₄ˢ(2)|E₃ˢE₄ˢ(2)|E₃ˢE₄ˢ(2)|2E₃ˢE₄ˢ(2)|2E₃ˢE₄ˢ(2)|2E₃ˢE₄ˢ(2)|2E₃ˢE₄ˢ(2)|2E₃ˢE₄ˢ(2)|2E₃ˢE₄ˢ(2)|3E₃ˢE₄ˢ(2)|3E₃ˢE₄ˢ(2)|3E₃ˢE₄ˢ(2)|3E₃ˢE₄ˢ(2)
Ω:(u,v,w)|Ω₁(1)|Ω₁(1)|Ω₁(1)|Ω₁(1)|Ω₁(1)|Ω₁(1)|Ω₁(1)|Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|Ω₁(1)|Ω₁(1)|Ω₁(1)|Ω₁(1)|Ω₁(1)|Ω₁(1)|Ω₁(1)|Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|4Ω₁(1)|4Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|4Ω₁(1)|4Ω₁(1)|3Ω₁(1)|3Ω₁(1)|3Ω₁(1)|3Ω₁(1)|3Ω₁(1)|3Ω₁(1)|3Ω₁(1)|3Ω₁(1)|3Ω₁(1)|3Ω₁(1)|3Ω₁(1)|3Ω₁(1)|3Ω₁(1)|3Ω₁(1)|3Ω₁(1)|3Ω₁(1)|Ω₂ˢΩ₂ˢ(2)|Ω₂ˢΩ₂ˢ(2)|Ω₂ˢΩ₂ˢ(2)|Ω₂ˢΩ₂ˢ(2)|Ω₂ˢΩ₂ˢ(2)|Ω₂ˢΩ₂ˢ(2)|Ω₂ˢΩ₂ˢ(2)|Ω₂ˢΩ₂ˢ(2)|Ω₂ˢΩ₂ˢ(2)|Ω₂ˢΩ₂ˢ(2)|Ω₂ˢΩ₂ˢ(2)|Ω₂ˢΩ₂ˢ(2)|2Ω₂ˢΩ₂ˢ(2)|2Ω₂ˢΩ₂ˢ(2)|2Ω₂ˢΩ₂ˢ(2)|2Ω₂ˢΩ₂ˢ(2)|2Ω₂ˢΩ₂ˢ(2)|2Ω₂ˢΩ₂ˢ(2)|3Ω₂ˢΩ₂ˢ(2)|3Ω₂ˢΩ₂ˢ(2)|3Ω₂ˢΩ₂ˢ(2)|3Ω₂ˢΩ₂ˢ(2)
