Wyckoff pos.|6a(3)|6a(3)|6a(3)|6a(3)
Band-Rep.|A₁↑G(2)|¹E²E↑G(4)|¹Eˢ²Eˢ↑G(4)|EˢEˢ↑G(4)
Decomposable|false|false|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)|2Γ₃(2)|2Γ₆ˢ(2)|2Γ₄ˢΓ₅ˢ(2)
T:(0,0,3/2)|T₁T₂(2)|T₃T₃(4)|T₆ˢT₆ˢ(4)|T₄ˢT₄ˢ(2)⊕T₅ˢT₅ˢ(2)
F:(0,1/2,1)|F₁(1)⊕F₂(1)|2F₁(1)⊕2F₂(1)|2F₃ˢF₄ˢ(2)|2F₃ˢF₄ˢ(2)
L:(-1/2,1/2,1/2)|L₁L₂(2)|2L₁L₂(2)|L₃ˢL₃ˢ(2)⊕L₄ˢL₄ˢ(2)|L₃ˢL₃ˢ(2)⊕L₄ˢL₄ˢ(2)
Λ:(0,0,w)|Λ₁(1)⊕Λ₂(1)|2Λ₃(2)|2Λ₆ˢ(2)|2Λ₄ˢ(1)⊕2Λ₅ˢ(1)
C:(u,-u,w)|C₁(1)⊕C₂(1)|2C₁(1)⊕2C₂(1)|2C₃ˢ(1)⊕2C₄ˢ(1)|2C₃ˢ(1)⊕2C₄ˢ(1)
Ω:(u,v,w)|2Ω₁(1)|4Ω₁(1)|4Ω₂ˢ(1)|4Ω₂ˢ(1)
Σ:(u,-2u,0)|2Σ₁(1)|4Σ₁(1)|4Σ₂ˢ(1)|4Σ₂ˢ(1)
Y:(u,u,3/2)|Y₁Y₁(2)|2Y₁Y₁(2)|2Y₂ˢY₂ˢ(2)|2Y₂ˢY₂ˢ(2)
