Wyckoff pos.|4a(-1)|4a(-1)|4b(-1)|4b(-1)|4c(2)|4c(2)|4a(-1)|4a(-1)|4b(-1)|4b(-1)|4c(2)
Band-Rep.|Ag↑G(4)|Aᵤ↑G(4)|Ag↑G(4)|Aᵤ↑G(4)|A↑G(4)|B↑G(4)|AgˢAgˢ↑G(8)|AᵤˢAᵤˢ↑G(8)|AgˢAgˢ↑G(8)|AᵤˢAᵤˢ↑G(8)|¹Eˢ²Eˢ↑G(8)
Decomposable|false|false|false|false|false|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁⁺(1)⊕Γ₂⁺(1)⊕Γ₃⁺(1)⊕Γ₄⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)⊕Γ₃⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₂⁺(1)⊕Γ₃⁺(1)⊕Γ₄⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)⊕Γ₃⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₁⁻(1)⊕Γ₄⁺(1)⊕Γ₄⁻(1)|Γ₂⁺(1)⊕Γ₂⁻(1)⊕Γ₃⁺(1)⊕Γ₃⁻(1)|4Γ₅ˢ(2)|4Γ₆ˢ(2)|4Γ₅ˢ(2)|4Γ₆ˢ(2)|2Γ₅ˢ(2)⊕2Γ₆ˢ(2)
R:(1/2,1/2,1/2)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₁R₂(4)|R₃ˢR₃ˢ(4)⊕R₄ˢR₄ˢ(4)|R₃ˢR₃ˢ(4)⊕R₄ˢR₄ˢ(4)|R₃ˢR₃ˢ(4)⊕R₄ˢR₄ˢ(4)|R₃ˢR₃ˢ(4)⊕R₄ˢR₄ˢ(4)|R₃ˢR₃ˢ(4)⊕R₄ˢR₄ˢ(4)
S:(1/2,1/2,0)|2S₁⁺(2)|2S₁⁻(2)|2S₁⁻(2)|2S₁⁺(2)|S₁⁺(2)⊕S₁⁻(2)|S₁⁺(2)⊕S₁⁻(2)|2S₂ˢS₃ˢ(2)⊕2S₄ˢS₅ˢ(2)|2S₆ˢS₇ˢ(2)⊕2S₈ˢS₉ˢ(2)|2S₆ˢS₇ˢ(2)⊕2S₈ˢS₉ˢ(2)|2S₂ˢS₃ˢ(2)⊕2S₄ˢS₅ˢ(2)|S₂ˢS₃ˢ(2)⊕S₄ˢS₅ˢ(2)⊕S₆ˢS₇ˢ(2)⊕S₈ˢS₉ˢ(2)
T:(0,1/2,1/2)|T₁T₂(4)|T₁T₂(4)|T₁T₂(4)|T₁T₂(4)|T₁T₂(4)|T₁T₂(4)|T₃ˢT₃ˢ(4)⊕T₄ˢT₄ˢ(4)|T₃ˢT₃ˢ(4)⊕T₄ˢT₄ˢ(4)|T₃ˢT₃ˢ(4)⊕T₄ˢT₄ˢ(4)|T₃ˢT₃ˢ(4)⊕T₄ˢT₄ˢ(4)|T₃ˢT₃ˢ(4)⊕T₄ˢT₄ˢ(4)
U:(1/2,0,1/2)|U₁U₂(4)|U₁U₂(4)|U₁U₂(4)|U₁U₂(4)|U₁U₂(4)|U₁U₂(4)|U₃ˢU₃ˢ(4)⊕U₄ˢU₄ˢ(4)|U₃ˢU₃ˢ(4)⊕U₄ˢU₄ˢ(4)|U₃ˢU₃ˢ(4)⊕U₄ˢU₄ˢ(4)|U₃ˢU₃ˢ(4)⊕U₄ˢU₄ˢ(4)|U₃ˢU₃ˢ(4)⊕U₄ˢU₄ˢ(4)
X:(1/2,0,0)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|2X₃ˢX₄ˢ(4)|2X₃ˢX₄ˢ(4)|2X₃ˢX₄ˢ(4)|2X₃ˢX₄ˢ(4)|2X₃ˢX₄ˢ(4)
Y:(0,1/2,0)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|2Y₁(2)|2Y₂(2)|2Y₃ˢY₄ˢ(4)|2Y₃ˢY₄ˢ(4)|2Y₃ˢY₄ˢ(4)|2Y₃ˢY₄ˢ(4)|2Y₃ˢY₄ˢ(4)
Z:(0,0,1/2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₂(2)|2Z₃ˢZ₄ˢ(4)|2Z₃ˢZ₄ˢ(4)|2Z₃ˢZ₄ˢ(4)|2Z₃ˢZ₄ˢ(4)|2Z₃ˢZ₄ˢ(4)
A:(u,0,1/2)|2A₁(2)|2A₁(2)|2A₁(2)|2A₁(2)|2A₁(2)|2A₁(2)|2A₂ˢA₅ˢ(2)⊕2A₃ˢA₄ˢ(2)|2A₂ˢA₅ˢ(2)⊕2A₃ˢA₄ˢ(2)|2A₂ˢA₅ˢ(2)⊕2A₃ˢA₄ˢ(2)|2A₂ˢA₅ˢ(2)⊕2A₃ˢA₄ˢ(2)|2A₂ˢA₅ˢ(2)⊕2A₃ˢA₄ˢ(2)
B:(0,v,1/2)|B₁B₃(2)⊕B₂B₄(2)|B₁B₃(2)⊕B₂B₄(2)|B₁B₃(2)⊕B₂B₄(2)|B₁B₃(2)⊕B₂B₄(2)|B₁B₃(2)⊕B₂B₄(2)|B₁B₃(2)⊕B₂B₄(2)|2B₅ˢB₅ˢ(4)|2B₅ˢB₅ˢ(4)|2B₅ˢB₅ˢ(4)|2B₅ˢB₅ˢ(4)|2B₅ˢB₅ˢ(4)
C:(u,1/2,0)|2C₁(2)|2C₁(2)|2C₁(2)|2C₁(2)|2C₁(2)|2C₁(2)|2C₂ˢC₄ˢ(2)⊕2C₃ˢC₅ˢ(2)|2C₂ˢC₄ˢ(2)⊕2C₃ˢC₅ˢ(2)|2C₂ˢC₄ˢ(2)⊕2C₃ˢC₅ˢ(2)|2C₂ˢC₄ˢ(2)⊕2C₃ˢC₅ˢ(2)|2C₂ˢC₄ˢ(2)⊕2C₃ˢC₅ˢ(2)
D:(1/2,v,0)|2D₁(2)|2D₁(2)|2D₁(2)|2D₁(2)|2D₁(2)|2D₁(2)|2D₂ˢD₃ˢ(2)⊕2D₄ˢD₅ˢ(2)|2D₂ˢD₃ˢ(2)⊕2D₄ˢD₅ˢ(2)|2D₂ˢD₃ˢ(2)⊕2D₄ˢD₅ˢ(2)|2D₂ˢD₃ˢ(2)⊕2D₄ˢD₅ˢ(2)|2D₂ˢD₃ˢ(2)⊕2D₄ˢD₅ˢ(2)
Δ:(0,v,0)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|Δ₁(1)⊕Δ₂(1)⊕Δ₃(1)⊕Δ₄(1)|2Δ₁(1)⊕2Δ₂(1)|2Δ₃(1)⊕2Δ₄(1)|4Δ₅ˢ(2)|4Δ₅ˢ(2)|4Δ₅ˢ(2)|4Δ₅ˢ(2)|4Δ₅ˢ(2)
E:(u,1/2,1/2)|E₁E₃(2)⊕E₂E₄(2)|E₁E₃(2)⊕E₂E₄(2)|E₁E₃(2)⊕E₂E₄(2)|E₁E₃(2)⊕E₂E₄(2)|E₁E₃(2)⊕E₂E₄(2)|E₁E₃(2)⊕E₂E₄(2)|2E₅ˢE₅ˢ(4)|2E₅ˢE₅ˢ(4)|2E₅ˢE₅ˢ(4)|2E₅ˢE₅ˢ(4)|2E₅ˢE₅ˢ(4)
G:(1/2,0,w)|G₁G₄(2)⊕G₂G₃(2)|G₁G₄(2)⊕G₂G₃(2)|G₁G₄(2)⊕G₂G₃(2)|G₁G₄(2)⊕G₂G₃(2)|G₁G₄(2)⊕G₂G₃(2)|G₁G₄(2)⊕G₂G₃(2)|2G₅ˢG₅ˢ(4)|2G₅ˢG₅ˢ(4)|2G₅ˢG₅ˢ(4)|2G₅ˢG₅ˢ(4)|2G₅ˢG₅ˢ(4)
H:(0,1/2,w)|2H₁(2)|2H₁(2)|2H₁(2)|2H₁(2)|2H₁(2)|2H₁(2)|2H₂ˢH₄ˢ(2)⊕2H₃ˢH₅ˢ(2)|2H₂ˢH₄ˢ(2)⊕2H₃ˢH₅ˢ(2)|2H₂ˢH₄ˢ(2)⊕2H₃ˢH₅ˢ(2)|2H₂ˢH₄ˢ(2)⊕2H₃ˢH₅ˢ(2)|2H₂ˢH₄ˢ(2)⊕2H₃ˢH₅ˢ(2)
Λ:(0,0,w)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|4Λ₅ˢ(2)|4Λ₅ˢ(2)|4Λ₅ˢ(2)|4Λ₅ˢ(2)|4Λ₅ˢ(2)
P:(1/2,v,1/2)|P₁P₁(4)|P₁P₁(4)|P₁P₁(4)|P₁P₁(4)|P₁P₁(4)|P₁P₁(4)|P₂ˢP₂ˢ(2)⊕P₃ˢP₃ˢ(2)⊕P₄ˢP₄ˢ(2)⊕P₅ˢP₅ˢ(2)|P₂ˢP₂ˢ(2)⊕P₃ˢP₃ˢ(2)⊕P₄ˢP₄ˢ(2)⊕P₅ˢP₅ˢ(2)|P₂ˢP₂ˢ(2)⊕P₃ˢP₃ˢ(2)⊕P₄ˢP₄ˢ(2)⊕P₅ˢP₅ˢ(2)|P₂ˢP₂ˢ(2)⊕P₃ˢP₃ˢ(2)⊕P₄ˢP₄ˢ(2)⊕P₅ˢP₅ˢ(2)|P₂ˢP₂ˢ(2)⊕P₃ˢP₃ˢ(2)⊕P₄ˢP₄ˢ(2)⊕P₅ˢP₅ˢ(2)
Q:(1/2,1/2,w)|2Q₁(2)|2Q₁(2)|2Q₁(2)|2Q₁(2)|2Q₁(2)|2Q₁(2)|2Q₂ˢQ₃ˢ(2)⊕2Q₄ˢQ₅ˢ(2)|2Q₂ˢQ₃ˢ(2)⊕2Q₄ˢQ₅ˢ(2)|2Q₂ˢQ₃ˢ(2)⊕2Q₄ˢQ₅ˢ(2)|2Q₂ˢQ₃ˢ(2)⊕2Q₄ˢQ₅ˢ(2)|2Q₂ˢQ₃ˢ(2)⊕2Q₄ˢQ₅ˢ(2)
Σ:(u,0,0)|Σ₁(1)⊕Σ₂(1)⊕Σ₃(1)⊕Σ₄(1)|Σ₁(1)⊕Σ₂(1)⊕Σ₃(1)⊕Σ₄(1)|Σ₁(1)⊕Σ₂(1)⊕Σ₃(1)⊕Σ₄(1)|Σ₁(1)⊕Σ₂(1)⊕Σ₃(1)⊕Σ₄(1)|Σ₁(1)⊕Σ₂(1)⊕Σ₃(1)⊕Σ₄(1)|Σ₁(1)⊕Σ₂(1)⊕Σ₃(1)⊕Σ₄(1)|4Σ₅ˢ(2)|4Σ₅ˢ(2)|4Σ₅ˢ(2)|4Σ₅ˢ(2)|4Σ₅ˢ(2)
K:(0,v,w)|2K₁(1)⊕2K₂(1)|2K₁(1)⊕2K₂(1)|2K₁(1)⊕2K₂(1)|2K₁(1)⊕2K₂(1)|2K₁(1)⊕2K₂(1)|2K₁(1)⊕2K₂(1)|4K₃ˢK₄ˢ(2)|4K₃ˢK₄ˢ(2)|4K₃ˢK₄ˢ(2)|4K₃ˢK₄ˢ(2)|4K₃ˢK₄ˢ(2)
L:(1/2,v,w)|2L₁L₂(2)|2L₁L₂(2)|2L₁L₂(2)|2L₁L₂(2)|2L₁L₂(2)|2L₁L₂(2)|2L₃ˢL₃ˢ(2)⊕2L₄ˢL₄ˢ(2)|2L₃ˢL₃ˢ(2)⊕2L₄ˢL₄ˢ(2)|2L₃ˢL₃ˢ(2)⊕2L₄ˢL₄ˢ(2)|2L₃ˢL₃ˢ(2)⊕2L₄ˢL₄ˢ(2)|2L₃ˢL₃ˢ(2)⊕2L₄ˢL₄ˢ(2)
