Wyckoff pos.|4a(-1)|4a(-1)|4b(-1)|4b(-1)|4c(2)|4c(2)|4d(2)|4d(2)|4a(-1)|4a(-1)|4b(-1)|4b(-1)|4c(2)|4d(2)
Band-Rep.|Ag↑G(4)|Aᵤ↑G(4)|Ag↑G(4)|Aᵤ↑G(4)|A↑G(4)|B↑G(4)|A↑G(4)|B↑G(4)|AgˢAgˢ↑G(8)|AᵤˢAᵤˢ↑G(8)|AgˢAgˢ↑G(8)|AᵤˢAᵤˢ↑G(8)|¹Eˢ²Eˢ↑G(8)|¹Eˢ²Eˢ↑G(8)
Decomposable|false|false|false|false|false|false|false|false|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁⁺(1)⊕Γ₂⁺(1)⊕Γ₃⁺(1)⊕Γ₄⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)⊕Γ₃⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₂⁺(1)⊕Γ₃⁺(1)⊕Γ₄⁺(1)|Γ₁⁻(1)⊕Γ₂⁻(1)⊕Γ₃⁻(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₁⁻(1)⊕Γ₂⁺(1)⊕Γ₂⁻(1)|Γ₃⁺(1)⊕Γ₃⁻(1)⊕Γ₄⁺(1)⊕Γ₄⁻(1)|Γ₁⁺(1)⊕Γ₁⁻(1)⊕Γ₂⁺(1)⊕Γ₂⁻(1)|Γ₃⁺(1)⊕Γ₃⁻(1)⊕Γ₄⁺(1)⊕Γ₄⁻(1)|4Γ₅ˢ(2)|4Γ₆ˢ(2)|4Γ₅ˢ(2)|4Γ₆ˢ(2)|2Γ₅ˢ(2)⊕2Γ₆ˢ(2)|2Γ₅ˢ(2)⊕2Γ₆ˢ(2)
R:(1/2,1/2,1/2)|R₁⁺R₂⁺(2)⊕R₃⁺R₄⁺(2)|R₁⁻R₂⁻(2)⊕R₃⁻R₄⁻(2)|R₁⁻R₂⁻(2)⊕R₃⁻R₄⁻(2)|R₁⁺R₂⁺(2)⊕R₃⁺R₄⁺(2)|R₁⁺R₂⁺(2)⊕R₁⁻R₂⁻(2)|R₃⁺R₄⁺(2)⊕R₃⁻R₄⁻(2)|R₃⁺R₄⁺(2)⊕R₃⁻R₄⁻(2)|R₁⁺R₂⁺(2)⊕R₁⁻R₂⁻(2)|2R₅ˢR₅ˢ(4)|2R₆ˢR₆ˢ(4)|2R₆ˢR₆ˢ(4)|2R₅ˢR₅ˢ(4)|R₅ˢR₅ˢ(4)⊕R₆ˢR₆ˢ(4)|R₅ˢR₅ˢ(4)⊕R₆ˢR₆ˢ(4)
S:(1/2,1/2,0)|S₁(2)⊕S₂(2)|S₁(2)⊕S₂(2)|S₁(2)⊕S₂(2)|S₁(2)⊕S₂(2)|2S₁(2)|2S₂(2)|2S₂(2)|2S₁(2)|2S₃ˢS₄ˢ(4)|2S₃ˢS₄ˢ(4)|2S₃ˢS₄ˢ(4)|2S₃ˢS₄ˢ(4)|2S₃ˢS₄ˢ(4)|2S₃ˢS₄ˢ(4)
T:(0,1/2,1/2)|T₁T₂(4)|T₁T₂(4)|T₁T₂(4)|T₁T₂(4)|T₁T₂(4)|T₁T₂(4)|T₁T₂(4)|T₁T₂(4)|T₃ˢT₃ˢ(4)⊕T₄ˢT₄ˢ(4)|T₃ˢT₃ˢ(4)⊕T₄ˢT₄ˢ(4)|T₃ˢT₃ˢ(4)⊕T₄ˢT₄ˢ(4)|T₃ˢT₃ˢ(4)⊕T₄ˢT₄ˢ(4)|T₃ˢT₃ˢ(4)⊕T₄ˢT₄ˢ(4)|T₃ˢT₃ˢ(4)⊕T₄ˢT₄ˢ(4)
U:(1/2,0,1/2)|U₁U₂(4)|U₁U₂(4)|U₁U₂(4)|U₁U₂(4)|U₁U₂(4)|U₁U₂(4)|U₁U₂(4)|U₁U₂(4)|U₃ˢU₃ˢ(4)⊕U₄ˢU₄ˢ(4)|U₃ˢU₃ˢ(4)⊕U₄ˢU₄ˢ(4)|U₃ˢU₃ˢ(4)⊕U₄ˢU₄ˢ(4)|U₃ˢU₃ˢ(4)⊕U₄ˢU₄ˢ(4)|U₃ˢU₃ˢ(4)⊕U₄ˢU₄ˢ(4)|U₃ˢU₃ˢ(4)⊕U₄ˢU₄ˢ(4)
X:(1/2,0,0)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|X₁(2)⊕X₂(2)|2X₃ˢX₄ˢ(4)|2X₃ˢX₄ˢ(4)|2X₃ˢX₄ˢ(4)|2X₃ˢX₄ˢ(4)|2X₃ˢX₄ˢ(4)|2X₃ˢX₄ˢ(4)
Y:(0,1/2,0)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|Y₁(2)⊕Y₂(2)|2Y₃ˢY₄ˢ(4)|2Y₃ˢY₄ˢ(4)|2Y₃ˢY₄ˢ(4)|2Y₃ˢY₄ˢ(4)|2Y₃ˢY₄ˢ(4)|2Y₃ˢY₄ˢ(4)
Z:(0,0,1/2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₂(2)|Z₁(2)⊕Z₂(2)|2Z₁(2)|2Z₂(2)|2Z₁(2)|2Z₂(2)|2Z₃ˢZ₄ˢ(4)|2Z₃ˢZ₄ˢ(4)|2Z₃ˢZ₄ˢ(4)|2Z₃ˢZ₄ˢ(4)|2Z₃ˢZ₄ˢ(4)|2Z₃ˢZ₄ˢ(4)
A:(u,0,1/2)|2A₁(2)|2A₁(2)|2A₁(2)|2A₁(2)|2A₁(2)|2A₁(2)|2A₁(2)|2A₁(2)|2A₂ˢA₄ˢ(2)⊕2A₃ˢA₅ˢ(2)|2A₂ˢA₄ˢ(2)⊕2A₃ˢA₅ˢ(2)|2A₂ˢA₄ˢ(2)⊕2A₃ˢA₅ˢ(2)|2A₂ˢA₄ˢ(2)⊕2A₃ˢA₅ˢ(2)|2A₂ˢA₄ˢ(2)⊕2A₃ˢA₅ˢ(2)|2A₂ˢA₄ˢ(2)⊕2A₃ˢA₅ˢ(2)
