Wyckoff pos.|3a(3m)|3a(3m)|3a(3m)|3a(3m)|3a(3m)|3a(3m)
Band-Rep.|A₁↑G(1)|A₂↑G(1)|E↑G(2)|¹Eˢ↑G(1)|²Eˢ↑G(1)|Eˢ₁↑G(2)
Decomposable|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁(1)|Γ₂(1)|Γ₃(2)|Γˢ₄(1)|Γˢ₅(1)|Γˢ₆(2)
T:(0,0,3/2)|T₁(1)|T₂(1)|T₃(2)|Tˢ₄(1)|Tˢ₅(1)|Tˢ₆(2)
F:(0,1/2,1)|F₁(1)|F₂(1)|F₁(1)⊕F₂(1)|Fˢ₄(1)|Fˢ₃(1)|Fˢ₃(1)⊕Fˢ₄(1)
L:(-1/2,1/2,1/2)|L₁(1)|L₂(1)|L₁(1)⊕L₂(1)|Lˢ₃(1)|Lˢ₄(1)|Lˢ₃(1)⊕Lˢ₄(1)
Λ:(0,0,w)|Λ₁(1)|Λ₂(1)|Λ₃(2)|Λˢ₄(1)|Λˢ₅(1)|Λˢ₆(2)
C:(u,-u,w)|C₁(1)|C₂(1)|C₁(1)⊕C₂(1)|Cˢ₃(1)|Cˢ₄(1)|Cˢ₃(1)⊕Cˢ₄(1)
GP:(u,v,w)|GP₁(1)|GP₁(1)|2GP₁(1)|GPˢ₂(1)|GPˢ₂(1)|2GPˢ₂(1)
Σ:(u,-2*u,0)|Σ₁(1)|Σ₁(1)|2Σ₁(1)|Σˢ₂(1)|Σˢ₂(1)|2Σˢ₂(1)
Y:(u,u,3/2)|Y₁(1)|Y₁(1)|2Y₁(1)|Yˢ₂(1)|Yˢ₂(1)|2Yˢ₂(1)
