Wyckoff pos.|6a(3)|6a(3)|6a(3)|6a(3)|6a(3)|6a(3)
Band-Rep.|A₁↑G(2)|¹E↑G(2)|²E↑G(2)|¹Eˢ↑G(2)|²Eˢ↑G(2)|Eˢ↑G(2)
Decomposable|false|false|false|false|false|false
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)|Γ₃(2)|Γ₃(2)|Γˢ₆(2)|Γˢ₆(2)|Γˢ₄(1)⊕Γˢ₅(1)
T:(0,0,3/2)|T₁(1)⊕T₂(1)|T₃(2)|T₃(2)|Tˢ₆(2)|Tˢ₆(2)|Tˢ₄(1)⊕Tˢ₅(1)
F:(0,1/2,1)|F₁(1)⊕F₂(1)|F₁(1)⊕F₂(1)|F₁(1)⊕F₂(1)|Fˢ₃(1)⊕Fˢ₄(1)|Fˢ₃(1)⊕Fˢ₄(1)|Fˢ₃(1)⊕Fˢ₄(1)
L:(-1/2,1/2,1/2)|L₁(1)⊕L₂(1)|L₁(1)⊕L₂(1)|L₁(1)⊕L₂(1)|Lˢ₃(1)⊕Lˢ₄(1)|Lˢ₃(1)⊕Lˢ₄(1)|Lˢ₃(1)⊕Lˢ₄(1)
Λ:(0,0,w)|Λ₁(1)⊕Λ₂(1)|Λ₃(2)|Λ₃(2)|Λˢ₆(2)|Λˢ₆(2)|Λˢ₄(1)⊕Λˢ₅(1)
C:(u,-u,w)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|Cˢ₃(1)⊕Cˢ₄(1)|Cˢ₃(1)⊕Cˢ₄(1)|Cˢ₃(1)⊕Cˢ₄(1)
Ω:(u,v,w)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ωˢ₂(1)|2Ωˢ₂(1)|2Ωˢ₂(1)
Σ:(u,-2u,0)|2Σ₁(1)|2Σ₁(1)|2Σ₁(1)|2Σˢ₂(1)|2Σˢ₂(1)|2Σˢ₂(1)
Y:(u,u,3/2)|2Y₁(1)|2Y₁(1)|2Y₁(1)|2Yˢ₂(1)|2Yˢ₂(1)|2Yˢ₂(1)
