Wyckoff pos.|4a(1)|4a(1)
Band-Rep.|A↑G(4)|Aˢ↑G(4)
Decomposable|false|false
A:(1/2,1/2,1/2)|A₁(1)⊕A₂(1)⊕A₃(1)⊕A₄(1)|Aˢ₅(1)⊕Aˢ₆(1)⊕Aˢ₇(1)⊕Aˢ₈(1)
Γ:(0,0,0)|Γ₁(1)⊕Γ₂(1)⊕Γ₃(1)⊕Γ₄(1)|Γˢ₅(1)⊕Γˢ₆(1)⊕Γˢ₇(1)⊕Γˢ₈(1)
M:(1/2,1/2,0)|M₁(1)⊕M₂(1)⊕M₃(1)⊕M₄(1)|Mˢ₅(1)⊕Mˢ₆(1)⊕Mˢ₇(1)⊕Mˢ₈(1)
Z:(0,0,1/2)|Z₁(1)⊕Z₂(1)⊕Z₃(1)⊕Z₄(1)|Zˢ₅(1)⊕Zˢ₆(1)⊕Zˢ₇(1)⊕Zˢ₈(1)
R:(0,1/2,1/2)|2R₁(1)⊕2R₂(1)|2Rˢ₃(1)⊕2Rˢ₄(1)
X:(0,1/2,0)|2X₁(1)⊕2X₂(1)|2Xˢ₃(1)⊕2Xˢ₄(1)
Λ:(0,0,w)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|Λˢ₅(1)⊕Λˢ₆(1)⊕Λˢ₇(1)⊕Λˢ₈(1)
V:(1/2,1/2,w)|V₁(1)⊕V₂(1)⊕V₃(1)⊕V₄(1)|Vˢ₅(1)⊕Vˢ₆(1)⊕Vˢ₇(1)⊕Vˢ₈(1)
W:(0,1/2,w)|2W₁(1)⊕2W₂(1)|2Wˢ₃(1)⊕2Wˢ₄(1)
B:(0,v,w)|4B₁(1)|4Bˢ₂(1)
C:(u,u,w)|4C₁(1)|4Cˢ₂(1)
D:(u,v,0)|4D₁(1)|4Dˢ₂(1)
Δ:(0,v,0)|4Δ₁(1)|4Δˢ₂(1)
E:(u,v,1/2)|4E₁(1)|4Eˢ₂(1)
F:(u,1/2,w)|4F₁(1)|4Fˢ₂(1)
GP:(u,v,w)|4GP₁(1)|4GPˢ₂(1)
S:(u,u,1/2)|4S₁(1)|4Sˢ₂(1)
Σ:(u,u,0)|4Σ₁(1)|4Σˢ₂(1)
T:(u,1/2,1/2)|4T₁(1)|4Tˢ₂(1)
U:(0,v,1/2)|4U₁(1)|4Uˢ₂(1)
Y:(u,1/2,0)|4Y₁(1)|4Yˢ₂(1)
